year	transect	length	distance					
2009	45	8	377					
2009	46	8	182					
2009	47	8	271					
2009	47	8	271					
2009	47	8	130					
2009	47	8	123					
2009	47	8	100					
2009	48	8	247					
2009	48	8	79					
2009	49	8	285					
2009	49	8	59					
2010	1	8	88					
2010	1	8	201					
2010	1	8	68					
2010	1	8	80					
2010	1	8	41					
2010	2	8	42					
2010	2	8	42					
2010	2	8	251					
2010	2	8	166					
2010	2	8	267					
2010	2	8	155					
2010	2	8	20					
2010	2	8	142					
2010	2	8	130					
2010	2	8	108					
2010	2	8	108					
2010	2	8	72					
2010	3	8	78					
2010	3	8	76					
2010	3	8	111					
2010	3	8	81					
2010	3	8	77					
2010	3	8	133					
2010	3	8	128					
2010	3	8	154					
2010	3	8	243					
2010	4	8	80					
2010	5	8	30					
2010	5	8	50					
2010	5	8	30					
2010	5	8	150					
2010	5	8	80					
2010	5	8	100					
2010	5	8	112					
2010	5	8	50					
2010	5	8	50					
2010	6	8	129					
2010	6	8	230					
2010	6	8	230					
2010	6	8	86					
2010	6	8	154					
2010	6	8	168					
2010	6	8	165					
2010	6	8	116					
2010	6	8	136					
2010	6	8	179					
2010	6	8	179					
2010	6	8	48					
2010	7	8	135					
2010	7	8	110					
2010	7	8	350					
2010	7	8	198					
2010	7	8	317					
2010	7	8	48					
2010	7	8	72					
2010	8	8	142					
2010	8	8	166					
2010	8	8	50					
2010	8	8	87					
2010	8	8	219					
2010	9	8	117					
2010	9	8	127					
2010	9	8	195					
2010	10	6.8	148					
2010	10	6.8	130					
2010	10	6.8	50					
2010	10	6.8	80					
2010	11	8	156					
2010	11	8	62					
2010	11	8	171					
2010	11	8	15					
2010	11	8	91					
2010	12	8	334					
2010	12	8	57					
2010	12	8	162					
2010	12	8	126					
2010	13	8	90					
2010	13	8	35					
2010	13	8	302					
2010	13	8	168					
2010	13	8	168					
2010	13	8	67					
2010	13	8	380					
2010	13	8	221					
2010	14	8	70					
2010	14	8	200					
2010	14	8	130					
2010	15	8	123					
2010	15	8	5					
2010	16	6.2	223					
2010	16	6.2	146					
2010	17	7.6	100					
2010	17	7.6	57					
2010	18	8	146					
2010	19	8	120					
2010	19	8	262					
2010	19	8	130					
2010	19	8	447					
2010	19	8	116					
2010	19	8	50					
2010	19	8	248					
2010	19	8	62					
2010	19	8	436					
2010	19	8	436					
2010	19	8	182					
2010	19	8	97					
2010	19	8	302					
2010	20	8	172					
2010	20	8	176					
2010	20	8	80					
2010	20	8	120					
2010	20	8	192					
2010	20	8	274					
2010	22	8	88					
2010	22	8	230					
2010	22	8	63					
2010	22	8	196					
2010	22	8	403					
2010	22	8	82					
2010	23	9.2	97					
2010	23	9.2	109					
2010	23	9.2	489					
2010	23	9.2	108					
2010	23	9.2	124					
2010	23	9.2	320					
2010	23	9.2	37					
2010	23	9.2	283					
2010	23	9.2	242					
2010	24	8	457					
2010	24	8	97					
2010	24	8	201					
2010	24	8	201					
2010	24	8	168					
2010	24	8	72					
2010	24	8	72					
2010	25	8	208					
2010	25	8	58					
2010	25	8	63					
2010	25	8	171					
2010	25	8	128					
2010	25	8	82					
2010	25	8	56					
2010	25	8	162					
2010	25	8	241					
2010	25	8	148					
2010	25	8	203					
2010	25	8	56					
2010	25	8	57					
2010	25	8	196					
2010	25	8	152					
2010	26	8	141					
2010	26	8	115					
2010	27	8	147					
2010	27	8	80					
2010	27	8	70					
2010	27	8	94					
2010	27	8	100					
2010	27	8	120					
2010	27	8	160					
2010	27	8	160					
2010	27	8	85					
2010	27	8	80					
2010	28	8	85					
2010	28	8	92					
2010	29	8	200					
2010	29	8	194					
2010	29	8	132					
2010	30	8	52					
2010	30	8	20					
2010	31	8	99					
2010	31	8	66					
2010	32	8	224					
2010	33	8	119					
2010	33	8	81					
2010	33	8	220					
2010	33	8	191					
2010	34	8	55					
2010	34	8	335					
2010	34	8	160					
2010	35	8	398					
2010	35	8	398					
2010	35	8	398					
2010	35	8	110					
2010	35	8	141					
2010	35	8	287					
2010	35	8	312					
2010	35	8	316					
2010	36	8	248					
2010	36	8	256					
2010	36	8	74					
2010	36	8	202					
2010	36	8	113					
2010	36	8	217					
2010	36	8	217					
2010	37	8	274					
2010	37	8	86					
2010	37	8	99					
2010	38	8	359					
2010	38	8	359					
2010	38	8	208					
2010	38	8	251					
2010	38	8	89					
2010	39	8	291					
2010	39	8	61					
2010	39	8	238					
2010	40	8	182					
2010	40	8	185					
2010	40	8	164					
2010	40	8	69					
2010	40	8	52					
2010	41	8	298					
2010	41	8	170					
2010	41	8	230					
2010	41	8	338					
2010	41	8	52					
2010	41	8	85					
2010	41	8	410					
2010	42	8	141					
2010	42	8	69					
2010	42	8	85					
2010	42	8	68					
2010	43	8	100					
2010	44	8	86					
2010	44	8	158					
2010	44	8	100					
2010	44	8	30					
2010	44	8	80					
2010	45	8	67					
2010	45	8	322					
2010	46	8	260					
2010	46	8	65					
2010	47	8	141					
2010	47	8	25					
2010	47	8	106					
2010	47	8	106					
2010	48	8	131					
2010	48	8	91					
2010	48	8	20					
2010	48	8	156					
2010	48	8	141					
2010	48	8	55					
2010	49	8	267					
2010	49	8	170					
2010	49	8	170					
