Date	       Julian	Idren	Season	Year	GIC	Class	Site	Weigth	Sex	ModeFDC	Mode	AgeMAT	Age	Info	Status	Type	Count	Periode
28/10/2007	301	794	3	2007	S	S7	FDC10	NA	M	C	C	NA	NA	0	NA	NA	NA	P3
28/10/2007	301	795	3	2007	B	B7	FDC10	NA	M	C	C	NA	NA	0	NA	NA	NA	P3
28/10/2007	301	796	3	2007	S	S7	FDC10	NA	M	C	C	NA	NA	0	NA	NA	NA	P3
28/10/2007	301	797	3	2007	B	B7	FDC10	NA	NI	C	C	NA	NA	0	NA	NA	NA	P3
28/10/2007	301	798	3	2007	B	B7	FDC10	NA	NI	C	C	NA	NA	0	NA	NA	NA	P3
30/10/2007	303	805	3	2007	S	S7	FDC10	NA	NI	C	C	NA	NA	0	NA	NA	NA	P3
08/11/2007	312	807	3	2007	S	S7	FDC10	NA	NI	C	C	NA	NA	0	NA	NA	NA	P3
11/11/2007	315	809	3	2007	B	B7	FDC10	NA	NI	C	C	NA	NA	0	NA	NA	NA	P3
18/11/2007	322	824	3	2007	S	S7	FDC10	3,85	F	C	C	0	0	0	NA	NA	NA	P3
18/11/2007	322	825	3	2007	S	S7	FDC10	6,25	M	C	C	2	2	0	NA	NA	NA	P3
18/11/2007	322	826	3	2007	B	B7	FDC10	5,05	F	C	C	0	0	0	NA	NA	NA	P3
18/11/2007	322	827	3	2007	S	S7	FDC10	6	M	C	C	3	3	0	NA	NA	NA	P3
24/11/2007	328	837	3	2007	B	B7	FDC10	4,2	F	C	C	0	0	0	NA	NA	NA	P3
25/11/2007	329	838	3	2007	B	B7	FDC10	6,1	M	C	C	0	0	0	NA	NA	NA	P3
01/12/2007	335	851	3	2007	B	B7	FDC10	7	F	C	C	0	0	0	NA	NA	NA	P3
08/12/2007	342	869	3	2007	B	B7	FDC10	6,6	NI	C	C	0	0	0	NA	NA	NA	P3
09/12/2007	343	872	3	2007	S	S7	FDC10	6,3	M	C	C	0	0	0	NA	NA	NA	P3
15/12/2007	349	883	3	2007	B	B7	FDC10	5,85	M	C	C	0	0	0	NA	NA	NA	P3
16/12/2007	350	884	3	2007	S	S7	FDC10	6,85	M	C	C	2	2	0	NA	NA	NA	P3
17/12/2007	351	886	3	2007	S	S7	FDC10	5,55	F	C	C	0	0	0	NA	NA	NA	P3
20/12/2007	354	894	3	2007	S	S7	FDC10	4,4	F	C	C	1	1	0	NA	NA	NA	P3
20/12/2007	354	895	3	2007	S	S7	FDC10	4,3	F	C	C	1	1	0	NA	NA	NA	P3
27/12/2007	361	900	3	2007	B	B7	FDC10	6,15	M	C	C	2	2	0	NA	NA	NA	P3
06/01/2008	006	902	3	2007	B	B7	FDC10	5,45	F	C	C	1	1	0	NA	NA	NA	P3
06/01/2008	006	903	3	2007	S	S7	FDC10	6,75	M	C	C	0	0	0	NA	NA	NA	P3
13/01/2008	013	910	3	2007	S	S7	FDC10	5,1	NI	C	C	0	0	0	NA	NA	NA	P3
19/01/2008	019	920	3	2007	S	S7	FDC10	4,7	F	C	C	0	0	1	R	PI	NA	P3
19/01/2008	019	922	3	2007	B	B7	FDC10	5,9	M	C	C	0	0	0	NA	NA	NA	P3
27/01/2008	027	927	3	2007	S	S7	FDC10	6,3	M	C	C	0	0	0	NA	NA	NA	P3
06/02/2008	037	933	4	2008	B	B8	FDC10	6,35	F	S	C	5	6	1	R	E	8	P1
06/02/2008	037	934	4	2008	B	B8	FDC10	7,05	M	S	C	3	4	0	NA	NA	NA	P1
09/02/2008	040	938	4	2008	B	B8	FDC10	5,8	M	C	C	0	1	0	NA	NA	NA	P1
13/02/2008	044	940	4	2008	B	B8	FDC10	6,9	M	S	C	1	2	0	NA	NA	NA	P1
13/02/2008	044	941	4	2008	B	B8	FDC10	5,5	F	S	C	2	2	1	R	E	4	P1
25/02/2008	056	953	4	2008	S	S8	FDC10	6,25	F	C	C	3	4	1	R	E	3	P1
27/02/2008	058	954	4	2008	B	B8	FDC10	5,6	F	S	C	0	1	1	R	E	5	P1
12/05/2008	133	1038	4	2008	B	B8	FDC10	4,45	F	A	C	5	5	1	R	CP	5	P2
14/05/2008	135	1040	4	2008	S	S8	FDC10	6,05	F	A	C	4	4	1	R	CP	7	P2
15/05/2008	136	1043	4	2008	B	B8	FDC10	6,7	M	A	C	6	6	0	NA	NA	NA	P2
23/05/2008	144	1056	4	2008	S	S8	FDC10	7,6	M	G	C	3	3	0	NA	NA	NA	P2
26/05/2008	147	1059	4	2008	S	S8	FDC10	6,6	M	G	C	9	9	0	NA	NA	NA	P2
29/05/2008	150	1062	4	2008	S	S8	FDC10	2,75	F	G	C	0	0	0	NA	NA	NA	P2
18/06/2008	170	1072	4	2008	S	S8	FDC10	5,35	F	G	C	4	4	1	R	CP	6	P2
19/06/2008	171	1073	4	2008	B	B8	FDC10	2,65	F	A	C	0	0	0	NA	NA	NA	P2
27/06/2008	179	1089	4	2008	B	B8	FDC10	4,85	F	A	C	7	7	0	NA	NA	NA	P2
28/06/2008	180	1090	4	2008	S	S8	FDC10	5,65	F	G	C	3	3	1	R	CP	4	P2
30/06/2008	182	1093	4	2008	S	S8	FDC10	6,7	M	A	C	4	4	0	NA	NA	NA	P2
30/06/2008	182	1094	4	2008	S	S8	FDC10	5,8	M	G	C	2	2	0	NA	NA	NA	P2
01/07/2008	183	1098	4	2008	S	S8	FDC10	3	F	G	C	0	0	0	NA	NA	NA	P2
03/07/2008	185	1103	4	2008	B	B8	FDC10	4,45	M	A	C	1	1	0	NA	NA	NA	P2
03/07/2008	185	1104	4	2008	B	B8	FDC10	6,45	F	A	C	0	0	0	NA	NA	NA	P2
04/07/2008	186	1105	4	2008	S	S8	FDC10	4	M	A	C	3	3	0	NA	NA	NA	P2
05/07/2008	187	1106	4	2008	S	S8	FDC10	5,65	F	G	C	NA	NA	0	NA	NA	NA	P2
06/07/2008	188	1107	4	2008	S	S8	FDC10	NA	M	A	C	NA	NA	0	NA	NA	NA	P2
06/07/2008	188	1108	4	2008	S	S8	FDC10	3,45	F	G	C	0	0	0	NA	NA	NA	P2
07/07/2008	189	1109	4	2008	S	S8	FDC10	NA	F	G	C	NA	NA	0	NA	NA	NA	P2
10/07/2008	192	1115	4	2008	S	S8	FDC10	4,1	F	G	C	4	4	0	NA	NA	NA	P2
13/07/2008	195	1117	4	2008	S	S8	FDC10	4,16	F	G	C	5	5	0	NA	NA	NA	P2
14/07/2008	196	1118	4	2008	B	B8	FDC10	2,8	M	A	C	0	0	0	NA	NA	NA	P2
14/07/2008	196	1119	4	2008	B	B8	FDC10	3,55	F	A	C	0	0	0	NA	NA	NA	P2
14/07/2008	196	1120	4	2008	B	B8	FDC10	2,7	M	A	C	0	0	0	NA	NA	NA	P2
17/07/2008	199	1123	4	2008	B	B8	FDC10	5,05	F	A	C	1	1	0	NA	NA	NA	P2
17/07/2008	199	1124	4	2008	S	S8	FDC10	3	F	G	C	0	0	0	NA	NA	NA	P2
18/07/2008	200	1128	4	2008	S	S8	FDC10	4	M	G	C	0	0	0	NA	NA	NA	P2
18/07/2008	200	1129	4	2008	S	S8	FDC10	6,15	F	G	C	1	1	0	NA	NA	NA	P2
18/07/2008	200	1130	4	2008	B	B8	FDC10	3,95	M	A	C	0	0	0	NA	NA	NA	P2
21/07/2008	203	1132	4	2008	B	B8	FDC10	5,25	M	A	C	1	1	0	NA	NA	NA	P2
21/07/2008	203	1134	4	2008	S	S8	FDC10	5,2	M	A	C	1	1	0	NA	NA	NA	P2
23/07/2008	205	1135	4	2008	B	B8	FDC10	2,4	M	A	C	0	0	0	NA	NA	NA	P2
23/07/2008	205	1136	4	2008	B	B8	FDC10	2,85	F	A	C	0	0	0	NA	NA	NA	P2
25/07/2008	207	1145	4	2008	B	B8	FDC10	2,7	M	A	C	0	0	0	NA	NA	NA	P2
28/07/2008	210	1149	4	2008	S	S8	FDC10	NA	M	A	C	NA	NA	0	NA	NA	NA	P2
31/07/2008	213	1155	4	2008	S	S8	FDC10	NA	F	G	C	NA	NA	0	NA	NA	NA	P2
18/08/2008	231	1172	4	2008	B	B8	FDC10	NA	M	G	C	NA	NA	0	NA	NA	NA	P2
09/09/2008	253	1178	4	2008	S	S8	FDC10	9	M	G	C	NA	NA	0	NA	NA	NA	P3
21/09/2008	265	1186	4	2008	B	B8	FDC10	NA	NI	C	C	NA	NA	0	NA	NA	NA	P3
01/11/2008	306	1188	4	2008	B	B8	FDC10	7	M	C	C	2	2	0	NA	NA	NA	P3
30/11/2008	335	1194	4	2008	S	S8	FDC10	5,7	F	C	C	NA	NA	0	NA	NA	NA	P3
30/11/2008	335	1195	4	2008	B	B8	FDC10	6	M	C	C	0	0	0	NA	NA	NA	P3
14/12/2008	349	1205	4	2008	S	S8	FDC10	6,1	F	C	C	2	2	0	NA	NA	NA	P3
21/12/2008	356	1211	4	2008	S	S8	FDC10	3,2	M	C	C	0	0	0	NA	NA	NA	P3
28/12/2008	363	1212	4	2008	S	S8	FDC10	5	M	C	C	NA	NA	0	NA	NA	NA	P3
28/12/2008	363	1213	4	2008	S	S8	FDC10	5	M	C	C	NA	NA	0	NA	NA	NA	P3
30/12/2008	365	1214	4	2008	S	S8	FDC10	7,25	M	C	C	NA	NA	0	NA	NA	NA	P3
01/01/2009	001	1218	4	2008	B	B8	FDC10	5,9	M	C	C	0	0	0	NA	NA	NA	P3
04/01/2009	004	1219	4	2008	S	S8	FDC10	5,5	M	C	C	0	0	0	NA	NA	NA	P3
24/01/2009	024	1225	4	2008	B	B8	FDC10	5,5	F	C	C	2	2	0	NA	NA	NA	P3
25/01/2009	025	1227	4	2008	S	S8	FDC10	7,3	M	C	C	0	0	0	NA	NA	NA	P3
25/01/2009	025	1228	4	2008	S	S8	FDC10	6,6	M	C	C	0	0	0	NA	NA	NA	P3
01/02/2009	032	1232	5	2009	S	S9	FDC10	6,5	M	C	C	NA	NA	0	NA	NA	NA	P1
01/02/2009	032	1233	5	2009	S	S9	FDC10	7	M	C	C	0	1	0	NA	NA	NA	P1
08/02/2009	039	1236	5	2009	B	B9	FDC10	5,75	F	C	C	1	1	0	NA	NA	NA	P1
08/02/2009	039	1237	5	2009	B	B9	FDC10	5,45	F	C	C	0	1	1	R	E	3	P1
14/02/2009	045	1240	5	2009	S	S9	FDC10	6,5	M	C	C	0	1	0	NA	NA	NA	P1
29/05/2009	149	1359	5	2009	S	S9	FDC10	1,7	M	G	C	0	0	0	NA	NA	NA	P2
01/06/2009	152	1360	5	2009	S	S9	FDC10	5	F	G	C	5	5	0	NA	NA	NA	P2
03/07/2009	184	1384	5	2009	S	S9	FDC10	NA	F	G	C	0	0	0	NA	NA	NA	P2
04/07/2009	185	1385	5	2009	S	S9	FDC10	5,2	M	G	C	1	1	0	NA	NA	NA	P2
05/07/2009	186	1386	5	2009	S	S9	FDC10	NA	M	G	C	0	0	0	NA	NA	NA	P2
08/07/2009	189	1391	5	2009	S	S9	FDC10	NA	M	G	C	0	0	0	NA	NA	NA	P2
10/07/2009	191	1397	5	2009	S	S9	FDC10	NA	F	G	C	0	0	0	NA	NA	NA	P2
26/07/2009	207	1411	5	2009	S	S9	FDC10	4,9	F	A	C	1	1	0	NA	NA	NA	P2
27/07/2009	208	1415	5	2009	S	S9	FDC10	4,1	M	G	C	NA	NA	0	NA	NA	NA	P2
28/07/2009	209	1416	5	2009	S	S9	FDC10	NA	M	A	C	NA	NA	0	NA	NA	NA	P2
07/08/2009	219	1429	5	2009	S	S9	FDC10	5,95	M	A	C	2	2	0	NA	NA	NA	P2
18/08/2009	230	1444	5	2009	B	B9	FDC10	NA	F	A	C	NA	NA	0	NA	NA	NA	P2
22/08/2009	234	1454	5	2009	B	B9	FDC10	NA	M	A	C	NA	NA	0	NA	NA	NA	P2
23/08/2009	235	1455	5	2009	S	S9	FDC10	NA	F	G	C	NA	NA	0	NA	NA	NA	P2
23/08/2009	235	1456	5	2009	S	S9	FDC10	NA	M	G	C	NA	NA	0	NA	NA	NA	P2
23/08/2009	235	1457	5	2009	B	B9	FDC10	NA	F	A	C	NA	NA	0	NA	NA	NA	P2
13/09/2009	256	1476	5	2009	S	S9	FDC10	5,6	F	C	C	1	1	0	NA	NA	NA	P3
20/09/2009	263	1489	5	2009	S	S9	FDC10	6	F	C	C	2	2	0	NA	NA	NA	P3
28/09/2009	271	1494	5	2009	S	S9	FDC10	NA	M	C	C	NA	NA	0	NA	NA	NA	P3
03/10/2009	276	1502	5	2009	B	B9	FDC10	7,8	M	C	C	4	4	0	NA	NA	NA	P3
04/10/2009	277	1503	5	2009	S	S9	FDC10	NA	M	C	C	NA	NA	0	NA	NA	NA	P3
11/10/2009	284	1505	5	2009	B	B9	FDC10	7,5	M	C	C	1	1	0	NA	NA	NA	P3
24/10/2009	297	1519	5	2009	B	B9	FDC10	5,7	F	C	C	2	2	0	NA	NA	NA	P3
24/10/2009	297	1520	5	2009	S	S9	FDC10	5,4	F	C	C	0	0	0	NA	NA	NA	P3
25/10/2009	298	1521	5	2009	S	S9	FDC10	6,5	M	C	C	2	2	0	NA	NA	NA	P3
30/10/2009	303	1524	5	2009	S	S9	FDC10	5,2	M	C	C	0	0	0	NA	NA	NA	P3
30/10/2009	303	1525	5	2009	B	B9	FDC10	7,5	M	C	C	1	1	0	NA	NA	NA	P3
08/11/2009	312	1528	5	2009	B	B9	FDC10	6,5	M	C	C	1	1	0	NA	NA	NA	P3
08/11/2009	312	1529	5	2009	S	S9	FDC10	5,5	F	C	C	0	0	0	NA	NA	NA	P3
08/11/2009	312	1530	5	2009	S	S9	FDC10	7,7	M	C	C	2	2	0	NA	NA	NA	P3
11/11/2009	315	1531	5	2009	S	S9	FDC10	6,7	M	C	C	0	0	0	NA	NA	NA	P3
15/11/2009	319	1535	5	2009	S	S9	FDC10	5,3	M	C	C	0	0	0	NA	NA	NA	P3
21/11/2009	325	1542	5	2009	S	S9	FDC10	5,8	F	C	C	8	8	0	NA	NA	NA	P3
22/11/2009	326	1543	5	2009	S	S9	FDC10	5,8	M	C	C	4	4	0	NA	NA	NA	P3
29/11/2009	333	1551	5	2009	S	S9	FDC10	5,8	F	C	C	2	2	0	NA	NA	NA	P3
05/12/2009	339	1555	5	2009	B	B9	FDC10	6	M	C	C	0	0	0	NA	NA	NA	P3
05/12/2009	339	1556	5	2009	S	S9	FDC10	6,5	M	C	C	0	0	0	NA	NA	NA	P3
06/12/2009	340	1557	5	2009	S	S9	FDC10	5,7	M	C	C	0	0	0	NA	NA	NA	P3
06/12/2009	340	1558	5	2009	S	S9	FDC10	4,5	F	C	C	3	3	0	NA	NA	NA	P3
19/12/2009	353	1575	5	2009	B	B9	FDC10	5,25	F	S	C	0	0	0	NA	NA	NA	P3
26/12/2009	360	1581	5	2009	S	S9	FDC10	6,65	M	C	C	0	0	0	NA	NA	NA	P3
27/12/2009	361	1583	5	2009	S	S9	FDC10	6,5	M	C	C	0	0	0	NA	NA	NA	P3
03/01/2010	003	1588	5	2009	S	S9	FDC10	4,7	F	C	C	7	7	0	NA	NA	NA	P3
05/01/2010	005	1589	5	2009	B	B9	FDC10	4,7	F	A	C	0	0	0	NA	NA	NA	P3
09/01/2010	009	1592	5	2009	B	B9	FDC10	4,7	F	C	C	0	0	0	NA	NA	NA	P3
10/01/2010	010	1593	5	2009	S	S9	FDC10	6,5	M	C	C	0	0	0	NA	NA	NA	P3
17/01/2010	017	1598	5	2009	B	B9	FDC10	6	M	C	C	0	0	0	NA	NA	NA	P3
22/01/2010	022	1604	5	2009	B	B9	FDC10	6,3	M	S	C	0	0	0	NA	NA	NA	P3
24/01/2010	024	1608	5	2009	B	B9	FDC10	6,4	M	C	C	0	0	0	NA	NA	NA	P3
31/01/2010	031	1614	5	2009	S	S9	FDC10	5,5	M	C	C	4	4	0	NA	NA	NA	P3
31/01/2010	031	1615	5	2009	S	S9	FDC10	6,4	M	C	C	3	3	0	NA	NA	NA	P3
07/02/2010	038	1618	6	2010	B	B10	FDC10	4,9	F	C	C	0	1	0	NA	NA	NA	P1
14/02/2010	045	1628	6	2010	B	B10	FDC10	5,6	M	C	C	0	1	0	NA	NA	NA	P1
14/02/2010	045	1629	6	2010	B	B10	FDC10	5,6	M	S	C	0	1	0	NA	NA	NA	P1
14/02/2010	045	1630	6	2010	B	B10	FDC10	6,2	F	S	C	0	1	0	NA	NA	NA	P1
14/02/2010	045	1631	6	2010	S	S10	FDC10	5,5	M	C	C	9	10	0	NA	NA	NA	P1
19/02/2010	050	1638	6	2010	B	B10	FDC10	5,25	F	C	C	1	1	1	R	E	5	P1
02/06/2010	153	1740	6	2010	S	S10	FDC10	4,6	F	A	C	1	1	1	R	CP	7	P2
10/06/2010	161	1745	6	2010	S	S10	FDC10	4,4	F	A	C	1	1	1	R	CP	4	P2
16/06/2010	167	1747	6	2010	S	S10	FDC10	5,5	F	A	C	3	3	1	R	CP	5	P2
21/06/2010	172	1752	6	2010	S	S10	FDC10	4,7	F	G	C	3	3	1	R	CP	3	P2
23/06/2010	174	1753	6	2010	S	S10	FDC10	5,3	M	A	C	3	3	0	NA	NA	NA	P2
25/06/2010	176	1763	6	2010	S	S10	FDC10	2,3	F	A	C	0	0	0	NA	NA	NA	P2
25/06/2010	176	1764	6	2010	S	S10	FDC10	2,25	F	A	C	0	0	0	NA	NA	NA	P2
25/06/2010	176	1765	6	2010	S	S10	FDC10	3,1	M	A	C	0	0	0	NA	NA	NA	P2
25/06/2010	176	1766	6	2010	S	S10	FDC10	3	F	A	C	0	0	0	NA	NA	NA	P2
25/06/2010	176	1767	6	2010	S	S10	FDC10	4,2	M	A	C	0	0	0	NA	NA	NA	P2
26/06/2010	177	1768	6	2010	S	S10	FDC10	2	F	A	C	0	0	0	NA	NA	NA	P2
26/06/2010	177	1769	6	2010	S	S10	FDC10	2,3	F	A	C	0	0	0	NA	NA	NA	P2
28/06/2010	179	1770	6	2010	S	S10	FDC10	3,25	F	A	C	0	0	0	NA	NA	NA	P2
29/06/2010	180	1773	6	2010	B	B10	FDC10	4,8	F	A	C	1	1	0	NA	NA	NA	P2
30/06/2010	181	1774	6	2010	S	S10	FDC10	4,7	M	A	C	0	0	0	NA	NA	NA	P2
02/07/2010	183	1777	6	2010	S	S10	FDC10	2,7	F	A	C	0	0	0	NA	NA	NA	P2
03/07/2010	184	1779	6	2010	S	S10	FDC10	6,1	M	A	C	2	2	0	NA	NA	NA	P2
04/07/2010	185	1780	6	2010	S	S10	FDC10	4,4	F	G	C	1	1	0	NA	NA	NA	P2
05/07/2010	186	1783	6	2010	S	S10	FDC10	2,8	F	A	C	0	0	0	NA	NA	NA	P2
06/07/2010	187	1793	6	2010	S	S10	FDC10	3	M	G	C	0	0	0	NA	NA	NA	P2
08/07/2010	189	1795	6	2010	S	S10	FDC10	4,85	F	G	C	2	2	0	NA	NA	NA	P2
10/07/2010	191	1803	6	2010	B	B10	FDC10	3,5	M	A	C	0	0	0	NA	NA	NA	P2
11/07/2010	192	1804	6	2010	S	S10	FDC10	4,1	M	A	C	NA	NA	0	NA	NA	NA	P2
12/07/2010	193	1810	6	2010	S	S10	FDC10	3,2	M	A	C	0	0	0	NA	NA	NA	P2
14/07/2010	195	1812	6	2010	S	S10	FDC10	3,75	M	G	C	0	0	0	NA	NA	NA	P2
16/07/2010	197	1813	6	2010	S	S10	FDC10	6,5	M	A	C	7	7	0	NA	NA	NA	P2
21/07/2010	202	1814	6	2010	S	S10	FDC10	5,2	M	A	C	0	0	0	NA	NA	NA	P2
24/07/2010	205	1819	6	2010	S	S10	FDC10	4,6	F	A	C	0	0	0	NA	NA	NA	P2
27/07/2010	208	1823	6	2010	B	B10	FDC10	3,9	M	G	C	0	0	0	NA	NA	NA	P2
28/07/2010	209	1825	6	2010	B	B10	FDC10	6	F	G	C	1	1	0	NA	NA	NA	P2
01/08/2010	213	1831	6	2010	S	S10	FDC10	3,1	M	G	C	0	0	0	NA	NA	NA	P2
01/08/2010	213	1832	6	2010	S	S10	FDC10	3,6	M	A	C	0	0	0	NA	NA	NA	P2
01/08/2010	213	1833	6	2010	S	S10	FDC10	6	M	A	C	2	2	0	NA	NA	NA	P2
02/08/2010	214	1834	6	2010	B	B10	FDC10	6,6	M	A	C	2	2	0	NA	NA	NA	P2
02/08/2010	214	1835	6	2010	B	B10	FDC10	5,15	M	A	C	1	1	0	NA	NA	NA	P2
02/08/2010	214	1836	6	2010	S	S10	FDC10	3,3	F	G	C	0	0	0	NA	NA	NA	P2
02/08/2010	214	1837	6	2010	S	S10	FDC10	3,7	F	G	C	0	0	0	NA	NA	NA	P2
04/08/2010	216	1838	6	2010	S	S10	FDC10	5,3	M	A	C	1	1	0	NA	NA	NA	P2
05/08/2010	217	1841	6	2010	S	S10	FDC10	3,6	F	G	C	0	0	0	NA	NA	NA	P2
07/08/2010	219	1842	6	2010	S	S10	FDC10	5,6	M	A	C	1	1	0	NA	NA	NA	P2
11/08/2010	223	1844	6	2010	S	S10	FDC10	4,1	F	G	C	0	0	0	NA	NA	NA	P2
12/08/2010	224	1845	6	2010	S	S10	FDC10	5,8	M	A	C	1	1	0	NA	NA	NA	P2
15/08/2010	227	1851	6	2010	S	S10	FDC10	4,7	F	C	C	0	0	0	NA	NA	NA	P2
15/08/2010	227	1852	6	2010	S	S10	FDC10	5,55	M	C	C	0	0	0	NA	NA	NA	P2
22/08/2010	234	1856	6	2010	S	S10	FDC10	7	M	C	C	NA	NA	0	NA	NA	NA	P2
26/08/2010	238	1863	6	2010	S	S10	FDC10	4	F	A	C	0	0	0	NA	NA	NA	P2
07/09/2010	250	1874	6	2010	S	S10	FDC10	5,1	M	G	C	2	2	0	NA	NA	NA	P3
26/09/2010	269	1899	6	2010	B	B10	FDC10	6,9	M	C	C	0	0	0	NA	NA	NA	P3
26/09/2010	269	1900	6	2010	B	B10	FDC10	5,4	F	C	C	NA	NA	0	NA	NA	NA	P3
02/10/2010	275	1906	6	2010	S	S10	FDC10	5,35	M	C	C	0	0	0	NA	NA	NA	P3
03/10/2010	276	1907	6	2010	B	B10	FDC10	6,5	M	C	C	1	1	0	NA	NA	NA	P3
03/10/2010	276	1908	6	2010	B	B10	FDC10	5	F	C	C	2	2	0	NA	NA	NA	P3
10/10/2010	283	1918	6	2010	B	B10	FDC10	5	F	C	C	0	0	0	NA	NA	NA	P3
10/10/2010	283	1920	6	2010	B	B10	FDC10	4,9	F	C	C	0	0	0	NA	NA	NA	P3
17/10/2010	290	1926	6	2010	B	B10	FDC10	NA	F	C	C	NA	NA	0	NA	NA	NA	P3
18/10/2010	291	1927	6	2010	S	S10	FDC10	5,4	M	C	C	0	0	0	NA	NA	NA	P3
24/10/2010	297	1935	6	2010	S	S10	FDC10	4,8	F	C	C	0	0	0	NA	NA	NA	P3
24/10/2010	297	1936	6	2010	S	S10	FDC10	5,8	M	C	C	0	0	0	NA	NA	NA	P3
29/10/2010	302	1940	6	2010	S	S10	FDC10	6	M	A	C	0	0	0	NA	NA	NA	P3
07/11/2010	311	1950	6	2010	B	B10	FDC10	6,7	M	C	C	0	0	0	NA	NA	NA	P3
07/11/2010	311	1951	6	2010	B	B10	FDC10	6	M	C	C	0	0	0	NA	NA	NA	P3
07/11/2010	311	1952	6	2010	S	S10	FDC10	6,3	F	C	C	3	3	0	NA	NA	NA	P3
11/11/2010	315	1959	6	2010	B	B10	FDC10	5,6	F	C	C	0	0	0	NA	NA	NA	P3
14/11/2010	318	1962	6	2010	S	S10	FDC10	6,8	M	C	C	0	0	0	NA	NA	NA	P3
14/11/2010	318	1963	6	2010	S	S10	FDC10	5	F	C	C	5	5	0	NA	NA	NA	P3
20/11/2010	324	1977	6	2010	B	B10	FDC10	5	M	C	C	0	0	0	NA	NA	NA	P3
20/11/2010	324	1978	6	2010	B	B10	FDC10	4,45	F	C	C	2	2	0	NA	NA	NA	P3
21/11/2010	325	1980	6	2010	S	S10	FDC10	5,5	F	C	C	0	0	0	NA	NA	NA	P3
21/11/2010	325	1981	6	2010	S	S10	FDC10	4,25	F	C	C	0	0	0	NA	NA	NA	P3
27/11/2010	331	1990	6	2010	S	S10	FDC10	6,2	M	A	C	0	0	0	NA	NA	NA	P3
27/11/2010	331	1991	6	2010	B	B10	FDC10	4,4	F	G	C	0	0	0	NA	NA	NA	P3
27/11/2010	331	1992	6	2010	B	B10	FDC10	5,9	M	C	C	0	0	0	NA	NA	NA	P3
05/12/2010	339	2000	6	2010	S	S10	FDC10	7	M	C	C	0	0	0	NA	NA	NA	P3
05/12/2010	339	2001	6	2010	S	S10	FDC10	5,8	M	C	C	0	0	0	NA	NA	NA	P3
05/12/2010	339	2002	6	2010	B	B10	FDC10	6,7	F	C	C	0	0	0	NA	NA	NA	P3
11/12/2010	345	2008	6	2010	B	B10	FDC10	4,7	F	C	C	0	0	0	NA	NA	NA	P3
11/12/2010	345	2009	6	2010	B	B10	FDC10	6	M	C	C	0	0	0	NA	NA	NA	P3
19/12/2010	353	2014	6	2010	S	S10	FDC10	7,4	M	C	C	1	1	0	NA	NA	NA	P3
26/12/2010	360	2018	6	2010	S	S10	FDC10	6,6	M	C	C	0	0	0	NA	NA	NA	P3
26/12/2010	360	2019	6	2010	B	B10	FDC10	NA	NI	C	C	NA	NA	0	NA	NA	NA	P3
08/01/2011	008	2024	6	2010	S	S10	FDC10	6,3	M	C	C	NA	NA	0	NA	NA	NA	P3
08/01/2011	008	2025	6	2010	B	B10	FDC10	5,5	M	C	C	0	0	0	NA	NA	NA	P3
09/01/2011	009	2027	6	2010	B	B10	FDC10	6,4	F	C	C	1	1	0	NA	NA	NA	P3
09/01/2011	009	2028	6	2010	B	B10	FDC10	6,6	M	C	C	0	0	0	NA	NA	NA	P3
15/01/2011	015	2032	6	2010	B	B10	FDC10	6,4	M	C	C	0	0	0	NA	NA	NA	P3
16/01/2011	016	2035	6	2010	B	B10	FDC10	6,1	M	C	C	0	0	0	NA	NA	NA	P3
17/01/2011	017	2036	6	2010	S	S10	FDC10	5,1	F	A	C	2	2	0	NA	NA	NA	P3
22/01/2011	022	2041	6	2010	B	B10	FDC10	6,9	M	C	C	2	2	0	NA	NA	NA	P3
23/01/2011	023	2042	6	2010	S	S10	FDC10	5	M	C	C	1	1	0	NA	NA	NA	P3
23/01/2011	023	2043	6	2010	S	S10	FDC10	5,3	F	C	C	0	0	0	NA	NA	NA	P3
30/01/2011	030	2048	6	2010	S	S10	FDC10	6,2	F	C	C	3	3	0	NA	NA	NA	P3
30/01/2011	030	2049	6	2010	S	S10	FDC10	NA	M	C	C	NA	NA	0	NA	NA	NA	P3
05/02/2011	036	2057	7	2011	S	S11	FDC10	5,05	F	C	C	0	1	0	NA	NA	NA	P1
05/02/2011	036	2058	7	2011	S	S11	FDC10	NA	M	C	C	NA	NA	0	NA	NA	NA	P1
06/02/2011	037	2059	7	2011	B	B11	FDC10	5,5	M	S	C	0	1	0	NA	NA	NA	P1
12/02/2011	043	2062	7	2011	B	B11	FDC10	6,55	M	S	C	1	2	0	NA	NA	NA	P1
12/02/2011	043	2063	7	2011	B	B11	FDC10	5	F	S	C	1	2	1	R	PI	NA	P1
12/02/2011	043	2064	7	2011	B	B11	FDC10	5,07	M	S	C	1	2	0	NA	NA	NA	P1
12/02/2011	043	2065	7	2011	B	B11	FDC10	6,45	M	C	C	0	1	0	NA	NA	NA	P1
19/02/2011	050	2067	7	2011	B	B11	FDC10	6,8	F	S	C	1	2	1	R	E	5	P1
20/02/2011	051	2069	7	2011	S	S11	FDC10	NA	M	C	C	NA	NA	0	NA	NA	NA	P1
25/02/2011	056	2070	7	2011	B	B11	FDC10	6,6	F	S	C	0	1	1	R	PI	NA	P1
25/02/2011	056	2071	7	2011	B	B11	FDC10	6,8	F	S	C	1	2	0	NA	NA	NA	P1
