Date	       Julian	Idren	Season	Year	GIC	Class	Site	Weigth	Sex	ModeFDC	Mode	AgeMAT	Age	Info	Status	Type	Count	Periode
03/02/2001	034	D1FI254	1	2001	D	D1	FDC35	6,2	F	C	C	0	1	NA	NA	NA	NA	P1
03/02/2001	034	D1FI255	1	2001	D	D1	FDC35	6	F	C	C	0	1	NA	NA	NA	NA	P1
10/02/2001	041	D1FI274	1	2001	D	D1	FDC35	6,2	F	C	C	3	4	NA	NA	NA	NA	P1
10/02/2001	041	D1MI280	1	2001	D	D1	FDC35	8	M	C	C	0	1	NA	NA	NA	NA	P1
17/02/2001	048	D1FI299	1	2001	D	D1	FDC35	6	F	C	C	0	1	1	R	E	3	P1
17/02/2001	048	D1FI310	1	2001	D	D1	FDC35	6,8	F	C	C	2	3	1	R	E	5	P1
17/02/2001	048	D1FI311	1	2001	D	D1	FDC35	6	F	C	C	1	2	1	R	E	4	P1
24/02/2001	055	D1FI331	1	2001	D	D1	FDC35	6,5	F	C	C	1	2	1	R	E	4	P1
24/02/2001	055	D1MI332	1	2001	D	D1	FDC35	6,5	M	C	C	0	1	NA	NA	NA	NA	P1
06/10/2001	279	D1MI449	1	2001	D	D1	FDC35	6,5	M	C	C	0	0	NA	NA	NA	NA	P3
13/10/2001	286	D1F2459	1	2001	D	D1	FDC35	5,5	F	C	C	0	0	NA	NA	NA	NA	P3
13/10/2001	286	D1F2460	1	2001	D	D1	FDC35	6	F	C	C	0	0	NA	NA	NA	NA	P3
13/10/2001	286	D1M2453	1	2001	D	D1	FDC35	7,5	M	C	C	0	0	NA	NA	NA	NA	P3
13/10/2001	286	D1M2455	1	2001	D	D1	FDC35	6	M	C	C	0	0	NA	NA	NA	NA	P3
13/10/2001	286	D1M2456	1	2001	D	D1	FDC35	7	M	C	C	0	0	NA	NA	NA	NA	P3
13/10/2001	286	D1M2457	1	2001	D	D1	FDC35	7	M	C	C	0	0	NA	NA	NA	NA	P3
13/10/2001	286	D1M2458	1	2001	D	D1	FDC35	7	M	C	C	1	1	NA	NA	NA	NA	P3
17/10/2001	290	D1F2462	1	2001	D	D1	FDC35	6	F	C	C	2	2	NA	NA	NA	NA	P3
17/10/2001	290	D1F2464	1	2001	D	D1	FDC35	5,2	F	C	C	0	0	NA	NA	NA	NA	P3
17/10/2001	290	D1F2465	1	2001	D	D1	FDC35	5,5	F	C	C	0	0	NA	NA	NA	NA	P3
17/10/2001	290	D1M2463	1	2001	D	D1	FDC35	5,5	M	C	C	0	0	NA	NA	NA	NA	P3
11/11/2001	315	D1F2480	1	2001	D	D1	FDC35	6,5	F	C	C	10	10	NA	NA	NA	NA	P3
11/11/2001	315	D1M2479	1	2001	D	D1	FDC35	9,5	M	C	C	1	1	NA	NA	NA	NA	P3
11/11/2001	315	D1M2481	1	2001	D	D1	FDC35	8	M	C	C	4	4	NA	NA	NA	NA	P3
02/12/2001	336	D1F1491	1	2001	D	D1	FDC35	7	F	C	C	3	3	NA	NA	NA	NA	P3
02/12/2001	336	D1M1490	1	2001	D	D1	FDC35	8,5	M	C	C	0	0	NA	NA	NA	NA	P3
08/12/2001	342	D1F1	1	2001	D	D1	FDC35	5,1	F	C	C	0	0	NA	NA	NA	NA	P3
09/12/2001	343	D1F2	1	2001	D	D1	FDC35	5,4	F	C	C	1	1	NA	NA	NA	NA	P3
22/12/2001	356	D1F80	1	2001	D	D1	FDC35	4,6	F	C	C	0	0	NA	NA	NA	NA	P3
22/12/2001	356	D1F81	1	2001	D	D1	FDC35	5,4	F	C	C	0	0	NA	NA	NA	NA	P3
25/12/2001	359	D1F344	1	2001	D	D1	FDC35	5,2	F	C	C	0	0	NA	NA	NA	NA	P3
25/12/2001	359	D1M343	1	2001	D	D1	FDC35	6,9	M	C	C	0	0	NA	NA	NA	NA	P3
30/12/2001	364	V1F132	1	2001	V	V1	FDC35	5,8	F	C	C	3	3	NA	NA	NA	NA	P3
06/01/2002	006	D1M159	1	2001	D	D1	FDC35	8,8	M	C	C	2	2	NA	NA	NA	NA	P3
20/01/2002	020	D1F271	1	2001	D	D1	FDC35	5,9	F	C	C	3	3	NA	NA	NA	NA	P3
26/01/2002	026	D1M307	1	2001	D	D1	FDC35	8	M	C	C	3	3	NA	NA	NA	NA	P3
27/01/2002	027	D1M310	1	2001	D	D1	FDC35	6,6	M	C	C	0	0	NA	NA	NA	NA	P3
27/01/2002	027	V1M341	1	2001	V	V1	FDC35	6,4	M	C	C	0	0	NA	NA	NA	NA	P3
27/01/2002	027	V1M342	1	2001	V	V1	FDC35	6,5	M	C	C	0	0	NA	NA	NA	NA	P3
31/01/2002	031	D1M372	1	2001	D	D1	FDC35	8,4	M	C	C	1	1	NA	NA	NA	NA	P3
03/02/2002	034	D2F386	2	2002	D	D2	FDC35	7,4	F	C	C	1	2	1	R	E	7	P1
09/02/2002	040	D2F446	2	2002	D	D2	FDC35	6,2	F	C	C	1	2	1	R	E	4	P1
09/02/2002	040	D2M445	2	2002	D	D2	FDC35	6,5	M	C	C	0	1	NA	NA	NA	NA	P1
17/02/2002	048	D2F489	2	2002	D	D2	FDC35	6	F	C	C	1	2	1	R	E	5	P1
17/02/2002	048	D2M490	2	2002	D	D2	FDC35	6	M	C	C	0	1	NA	NA	NA	NA	P1
23/02/2002	054	D2F545	2	2002	D	D2	FDC35	6,9	F	C	C	3	4	1	R	E	5	P1
23/02/2002	054	D2M544	2	2002	D	D2	FDC35	6,7	M	C	C	0	1	NA	NA	NA	NA	P1
14/08/2002	226	D2M718	2	2002	D	D2	FDC35	6,5	M	C	C	0	0	NA	NA	NA	NA	P2
17/08/2002	229	D2M710	2	2002	D	D2	FDC35	NA	M	C	C	0	0	NA	NA	NA	NA	P2
18/08/2002	230	D2F899	2	2002	D	D2	FDC35	6,4	F	C	C	0	0	NA	NA	NA	NA	P2
18/08/2002	230	D2M900	2	2002	D	D2	FDC35	7,5	M	C	C	0	0	NA	NA	NA	NA	P2
28/09/2002	271	D2F654	2	2002	D	D2	FDC35	6,3	F	C	C	3	3	1	R	CP	5	P3
05/10/2002	278	D2M656	2	2002	D	D2	FDC35	6,2	M	C	C	0	0	NA	NA	NA	NA	P3
06/10/2002	279	D2M657	2	2002	D	D2	FDC35	7,5	M	C	C	3	3	NA	NA	NA	NA	P3
12/10/2002	285	D2F661	2	2002	D	D2	FDC35	6,6	F	C	C	0	0	1	NR	O	NA	P3
12/10/2002	285	D2F663	2	2002	D	D2	FDC35	6,6	F	C	C	2	2	NA	NA	NA	NA	P3
12/10/2002	285	D2F664	2	2002	D	D2	FDC35	6,6	F	C	C	1	1	NA	NA	NA	NA	P3
12/10/2002	285	D2F666	2	2002	D	D2	FDC35	6,6	F	C	C	0	0	NA	NA	NA	NA	P3
12/10/2002	285	D2F667	2	2002	D	D2	FDC35	6,6	F	C	C	0	0	NA	NA	NA	NA	P3
12/10/2002	285	D2F672	2	2002	D	D2	FDC35	6,6	F	C	C	2	2	NA	NA	NA	NA	P3
12/10/2002	285	D2M659	2	2002	D	D2	FDC35	6,6	M	C	C	0	0	NA	NA	NA	NA	P3
12/10/2002	285	D2M660	2	2002	D	D2	FDC35	6,6	M	C	C	1	1	NA	NA	NA	NA	P3
12/10/2002	285	D2M662	2	2002	D	D2	FDC35	6,6	M	C	C	0	0	NA	NA	NA	NA	P3
12/10/2002	285	D2M665	2	2002	D	D2	FDC35	6,6	M	C	C	0	0	NA	NA	NA	NA	P3
12/10/2002	285	D2M668	2	2002	D	D2	FDC35	6,6	M	C	C	1	1	NA	NA	NA	NA	P3
12/10/2002	285	D2M669	2	2002	D	D2	FDC35	6,6	M	C	C	0	0	NA	NA	NA	NA	P3
12/10/2002	285	D2M670	2	2002	D	D2	FDC35	6,6	M	C	C	0	0	NA	NA	NA	NA	P3
12/10/2002	285	D2M671	2	2002	D	D2	FDC35	6,6	M	C	C	3	3	NA	NA	NA	NA	P3
12/10/2002	285	D2M673	2	2002	D	D2	FDC35	7	M	C	C	2	2	NA	NA	NA	NA	P3
13/10/2002	286	D2M674	2	2002	D	D2	FDC35	8	M	C	C	1	1	NA	NA	NA	NA	P3
13/10/2002	286	D2M675	2	2002	D	D2	FDC35	5,2	M	C	C	0	0	NA	NA	NA	NA	P3
18/10/2002	291	D2M699	2	2002	D	D2	FDC35	7	M	C	C	5	5	NA	NA	NA	NA	P3
19/10/2002	292	D2F700	2	2002	D	D2	FDC35	7,2	F	C	C	5	5	1	R	CP	4	P3
19/10/2002	292	D2F702	2	2002	D	D2	FDC35	6,1	F	C	C	0	0	NA	NA	NA	NA	P3
19/10/2002	292	D2F703	2	2002	D	D2	FDC35	5,9	F	C	C	0	0	1	NR	O	NA	P3
19/10/2002	292	D2F704	2	2002	D	D2	FDC35	6,2	F	C	C	0	0	1	NR	O	NA	P3
19/10/2002	292	D2F705	2	2002	D	D2	FDC35	6,8	F	C	C	0	0	1	NR	O	NA	P3
19/10/2002	292	D2M706	2	2002	D	D2	FDC35	7,5	M	C	C	0	0	NA	NA	NA	NA	P3
19/10/2002	292	D2M707	2	2002	D	D2	FDC35	7,3	M	C	C	0	0	NA	NA	NA	NA	P3
19/10/2002	292	D2M708	2	2002	D	D2	FDC35	6,8	M	C	C	0	0	NA	NA	NA	NA	P3
19/10/2002	292	D2M709	2	2002	D	D2	FDC35	6,2	M	C	C	0	0	NA	NA	NA	NA	P3
20/10/2002	293	D2F711	2	2002	D	D2	FDC35	NA	F	C	C	0	0	NA	NA	NA	NA	P3
26/10/2002	299	D2F714	2	2002	D	D2	FDC35	5,5	F	C	C	0	0	1	NR	O	NA	P3
26/10/2002	299	D2F715	2	2002	D	D2	FDC35	5,5	F	C	C	0	0	1	NR	O	NA	P3
26/10/2002	299	D2M712	2	2002	D	D2	FDC35	7,7	M	C	C	3	3	NA	NA	NA	NA	P3
26/10/2002	299	D2M713	2	2002	D	D2	FDC35	8,2	M	C	C	0	0	NA	NA	NA	NA	P3
28/10/2002	301	D2F717	2	2002	D	D2	FDC35	7	F	C	C	2	2	1	R	CP	6	P3
28/10/2002	301	D2M716	2	2002	D	D2	FDC35	7	M	C	C	0	0	NA	NA	NA	NA	P3
01/11/2002	305	D2M719	2	2002	D	D2	FDC35	7	M	C	C	1	1	NA	NA	NA	NA	P3
02/11/2002	306	D2F720	2	2002	D	D2	FDC35	6,5	F	C	C	0	0	1	NR	O	NA	P3
02/11/2002	306	D2F722	2	2002	D	D2	FDC35	6,8	F	C	C	0	0	1	NR	O	NA	P3
02/11/2002	306	D2F724	2	2002	D	D2	FDC35	4,8	F	C	C	0	0	1	NR	O	NA	P3
02/11/2002	306	D2M721	2	2002	D	D2	FDC35	7,75	M	C	C	0	0	NA	NA	NA	NA	P3
02/11/2002	306	D2M723	2	2002	D	D2	FDC35	6,5	M	C	C	0	0	NA	NA	NA	NA	P3
03/11/2002	307	D2F725	2	2002	D	D2	FDC35	4	F	C	C	0	0	1	NR	O	NA	P3
03/11/2002	307	D2F726	2	2002	D	D2	FDC35	5,1	F	C	C	0	0	1	NR	O	NA	P3
03/11/2002	307	D2M727	2	2002	D	D2	FDC35	5,5	M	C	C	1	1	NA	NA	NA	NA	P3
04/11/2002	308	D2M728	2	2002	D	D2	FDC35	7,3	M	C	C	0	0	NA	NA	NA	NA	P3
11/11/2002	315	D2F730	2	2002	D	D2	FDC35	4,1	F	C	C	0	0	1	NR	O	NA	P3
11/11/2002	315	D2M731	2	2002	D	D2	FDC35	7,2	M	C	C	0	0	NA	NA	NA	NA	P3
11/11/2002	315	D2M732	2	2002	D	D2	FDC35	9,4	M	C	C	0	0	NA	NA	NA	NA	P3
11/11/2002	315	D2M733	2	2002	D	D2	FDC35	6,5	M	C	C	0	0	NA	NA	NA	NA	P3
17/11/2002	321	D2F735	2	2002	D	D2	FDC35	6,5	F	C	C	0	0	NA	NA	NA	NA	P3
17/11/2002	321	D2F736	2	2002	D	D2	FDC35	5,8	F	C	C	3	3	NA	NA	NA	NA	P3
17/11/2002	321	D2F737	2	2002	D	D2	FDC35	6,2	F	C	C	1	1	NA	NA	NA	NA	P3
24/11/2002	328	D2F739	2	2002	D	D2	FDC35	7,2	F	C	C	0	0	NA	NA	NA	NA	P3
24/11/2002	328	D2M738	2	2002	D	D2	FDC35	6,1	M	C	C	0	0	NA	NA	NA	NA	P3
30/11/2002	334	D2F740	2	2002	D	D2	FDC35	6,2	F	C	C	5	5	1	R	CP	6	P3
30/11/2002	334	D2F741	2	2002	D	D2	FDC35	6,4	F	C	C	0	0	1	NR	O	NA	P3
30/11/2002	334	D2F742	2	2002	D	D2	FDC35	6,1	F	C	C	0	0	1	NR	O	NA	P3
01/12/2002	335	D2F745	2	2002	D	D2	FDC35	7,2	F	C	C	1	1	1	NR	O	NA	P3
01/12/2002	335	D2F753	2	2002	D	D2	FDC35	5,2	F	C	C	0	0	NA	NA	NA	NA	P3
01/12/2002	335	D2M744	2	2002	D	D2	FDC35	7,2	M	C	C	0	0	NA	NA	NA	NA	P3
01/12/2002	335	D2M746	2	2002	D	D2	FDC35	6,4	M	C	C	0	0	NA	NA	NA	NA	P3
01/12/2002	335	D2M747	2	2002	D	D2	FDC35	6,9	M	C	C	0	0	NA	NA	NA	NA	P3
01/12/2002	335	D2M748	2	2002	D	D2	FDC35	9	M	C	C	5	5	NA	NA	NA	NA	P3
01/12/2002	335	D2M749	2	2002	D	D2	FDC35	6,6	M	C	C	2	2	NA	NA	NA	NA	P3
01/12/2002	335	D2M750	2	2002	D	D2	FDC35	7,9	M	C	C	1	1	NA	NA	NA	NA	P3
01/12/2002	335	D2M751	2	2002	D	D2	FDC35	7,5	M	C	C	1	1	NA	NA	NA	NA	P3
01/12/2002	335	D2M754	2	2002	D	D2	FDC35	6,6	M	C	C	0	0	NA	NA	NA	NA	P3
07/12/2002	341	D2F755	2	2002	D	D2	FDC35	6,1	F	C	C	0	0	NA	NA	NA	NA	P3
07/12/2002	341	D2F756	2	2002	D	D2	FDC35	5,4	F	C	C	0	0	NA	NA	NA	NA	P3
07/12/2002	341	D2M757	2	2002	D	D2	FDC35	6,6	M	C	C	0	0	NA	NA	NA	NA	P3
07/12/2002	341	D2M758	2	2002	D	D2	FDC35	7,4	M	C	C	0	0	NA	NA	NA	NA	P3
08/12/2002	342	D2F763	2	2002	D	D2	FDC35	6	F	C	C	2	2	NA	NA	NA	NA	P3
08/12/2002	342	D2F765	2	2002	D	D2	FDC35	5,8	F	C	C	0	0	1	NR	O	NA	P3
08/12/2002	342	D2M762	2	2002	D	D2	FDC35	7,5	M	C	C	2	2	NA	NA	NA	NA	P3
08/12/2002	342	D2M766	2	2002	D	D2	FDC35	6,2	M	C	C	0	0	NA	NA	NA	NA	P3
09/12/2002	343	D2F767	2	2002	D	D2	FDC35	4,2	F	C	C	0	0	1	NR	O	NA	P3
15/12/2002	349	D2F775	2	2002	D	D2	FDC35	6	F	C	C	0	0	1	NR	O	NA	P3
15/12/2002	349	D2F776	2	2002	D	D2	FDC35	6,5	F	C	C	1	1	1	R	CP	4	P3
15/12/2002	349	D2F781	2	2002	D	D2	FDC35	6,2	F	C	C	1	1	1	R	CP	4	P3
15/12/2002	349	D2M774	2	2002	D	D2	FDC35	7,3	M	C	C	0	0	NA	NA	NA	NA	P3
15/12/2002	349	D2M777	2	2002	D	D2	FDC35	7,5	M	C	C	0	0	NA	NA	NA	NA	P3
22/12/2002	356	D2F798	2	2002	D	D2	FDC35	6,2	F	C	C	0	0	1	NR	O	NA	P3
22/12/2002	356	D2M799	2	2002	D	D2	FDC35	6,5	M	C	C	2	2	NA	NA	NA	NA	P3
28/12/2002	362	D2F818	2	2002	D	D2	FDC35	5,5	F	C	C	1	1	1	R	CP	4	P3
28/12/2002	362	D2F822	2	2002	D	D2	FDC35	6,1	F	C	C	3	3	1	R	CP	1	P3
28/12/2002	362	D2F823	2	2002	D	D2	FDC35	5,4	F	C	C	0	0	1	NR	O	NA	P3
28/12/2002	362	D2F825	2	2002	D	D2	FDC35	5	F	C	C	0	0	1	NR	O	NA	P3
28/12/2002	362	D2M816	2	2002	D	D2	FDC35	8,2	M	C	C	0	0	NA	NA	NA	NA	P3
28/12/2002	362	D2M817	2	2002	D	D2	FDC35	7,9	M	C	C	1	1	NA	NA	NA	NA	P3
28/12/2002	362	D2M819	2	2002	D	D2	FDC35	6,3	M	C	C	0	0	NA	NA	NA	NA	P3
28/12/2002	362	D2M820	2	2002	D	D2	FDC35	7,6	M	C	C	0	0	NA	NA	NA	NA	P3
28/12/2002	362	D2M824	2	2002	D	D2	FDC35	7	M	C	C	7	7	NA	NA	NA	NA	P3
28/12/2002	362	D2M826	2	2002	D	D2	FDC35	5,7	M	C	C	0	0	NA	NA	NA	NA	P3
28/12/2002	362	D2M827	2	2002	D	D2	FDC35	6,5	M	C	C	0	0	NA	NA	NA	NA	P3
05/01/2003	005	D2F856	2	2002	D	D2	FDC35	5	F	C	C	0	0	1	NR	O	NA	P3
05/01/2003	005	D2M855	2	2002	D	D2	FDC35	8,3	M	C	C	0	0	NA	NA	NA	NA	P3
05/01/2003	005	D2M858	2	2002	D	D2	FDC35	8,6	M	C	C	3	3	NA	NA	NA	NA	P3
05/01/2003	005	D2M862	2	2002	D	D2	FDC35	5,5	M	C	C	0	0	NA	NA	NA	NA	P3
05/01/2003	005	D2M863	2	2002	D	D2	FDC35	5,3	M	C	C	0	0	NA	NA	NA	NA	P3
12/01/2003	012	V2F917	2	2002	V	V2	FDC35	6,3	F	C	C	2	2	1	NR	O	NA	P3
13/01/2003	013	D2M874	2	2002	D	D2	FDC35	6	M	C	C	0	0	NA	NA	NA	NA	P3
17/01/2003	017	D2M918	2	2002	D	D2	FDC35	6,4	M	C	C	0	0	NA	NA	NA	NA	P3
19/01/2003	019	D2F945	2	2002	D	D2	FDC35	6,1	F	C	C	0	0	NA	NA	NA	NA	P3
19/01/2003	019	D2M944	2	2002	D	D2	FDC35	7,7	M	C	C	6	6	NA	NA	NA	NA	P3
26/01/2003	026	D2F979	2	2002	D	D2	FDC35	6,3	F	C	C	0	0	1	NR	O	NA	P3
01/02/2003	032	F3F1059	3	2003	F	F3	FDC35	6,7	F	C	C	0	1	1	R	E	6	P1
01/02/2003	032	V3F1026	3	2003	V	V3	FDC35	6,1	F	C	C	0	1	1	R	PI	NA	P1
01/02/2003	032	V3M1027	3	2003	V	V3	FDC35	7,2	M	C	C	0	1	NA	NA	NA	NA	P1
02/02/2003	033	D3M1038	3	2003	D	D3	FDC35	8,2	M	C	C	0	1	NA	NA	NA	NA	P1
04/02/2003	035	F3F1060	3	2003	F	F3	FDC35	6,5	F	C	C	3	4	1	NR	O	NA	P1
04/02/2003	035	F3M1051	3	2003	F	F3	FDC35	6,7	M	C	C	0	1	NA	NA	NA	NA	P1
05/02/2003	036	F3F1052	3	2003	F	F3	FDC35	6,7	F	C	C	2	3	NA	NA	NA	NA	P1
07/02/2003	038	F3F1061	3	2003	F	F3	FDC35	7	F	C	C	1	2	1	R	PI	NA	P1
09/02/2003	040	D3F1077	3	2003	D	D3	FDC35	5,3	F	C	C	1	2	1	R	PI	NA	P1
09/02/2003	040	D3F1079	3	2003	D	D3	FDC35	6	F	C	C	0	1	1	R	PI	NA	P1
09/02/2003	040	D3M1078	3	2003	D	D3	FDC35	6,5	M	C	C	2	3	NA	NA	NA	NA	P1
10/02/2003	041	D3M1089	3	2003	D	D3	FDC35	7,2	M	C	C	0	1	NA	NA	NA	NA	P1
15/02/2003	046	D3F1103	3	2003	D	D3	FDC35	5,4	F	C	C	0	1	1	R	PI	NA	P1
16/02/2003	047	D3F1091	3	2003	D	D3	FDC35	6,1	F	C	C	4	5	1	R	PI	NA	P1
16/02/2003	047	D3M1090	3	2003	D	D3	FDC35	6,8	M	C	C	0	1	NA	NA	NA	NA	P1
16/02/2003	047	D3M1092	3	2003	D	D3	FDC35	7,8	M	C	C	2	3	NA	NA	NA	NA	P1
20/02/2003	051	D3M1124	3	2003	D	D3	FDC35	6	M	C	C	1	2	NA	NA	NA	NA	P1
23/02/2003	054	D3F1116	3	2003	D	D3	FDC35	6,1	F	C	C	0	1	NA	NA	NA	NA	P1
23/02/2003	054	D3F1119	3	2003	D	D3	FDC35	4,7	F	C	C	1	2	NA	NA	NA	NA	P1
23/02/2003	054	D3M1117	3	2003	D	D3	FDC35	7,1	M	C	C	0	1	NA	NA	NA	NA	P1
23/02/2003	054	D3M1118	3	2003	D	D3	FDC35	6,7	M	C	C	0	1	NA	NA	NA	NA	P1
23/02/2003	054	D3M1120	3	2003	D	D3	FDC35	6,2	M	C	C	0	1	NA	NA	NA	NA	P1
23/02/2003	054	D3M1128	3	2003	D	D3	FDC35	6,3	M	C	C	0	1	NA	NA	NA	NA	P1
23/02/2003	054	D3M1129	3	2003	D	D3	FDC35	6	M	C	C	0	1	NA	NA	NA	NA	P1
24/02/2003	055	F3F1138	3	2003	F	F3	FDC35	6,2	F	C	C	1	2	1	R	E	3	P1
24/02/2003	055	F3M1137	3	2003	F	F3	FDC35	7	M	C	C	0	1	NA	NA	NA	NA	P1
01/03/2003	060	V3F1150	3	2003	V	V3	FDC35	5,9	F	C	C	0	1	1	R	E	4	P1
01/03/2003	060	V3M1151	3	2003	V	V3	FDC35	8,5	M	C	C	2	3	NA	NA	NA	NA	P1
29/07/2003	210	V3F1241	3	2003	V	V3	FDC35	5,9	F	C	C	2	2	1	NR	O	NA	P2
28/09/2003	271	D3F1246	3	2003	D	D3	FDC35	5,9	F	C	C	0	0	NA	NA	NA	NA	P3
28/09/2003	271	D3F1250	3	2003	D	D3	FDC35	6,8	F	C	C	3	3	1	R	CP	4	P3
28/09/2003	271	D3M1244	3	2003	D	D3	FDC35	7,5	M	C	C	2	2	NA	NA	NA	NA	P3
28/09/2003	271	D3M1245	3	2003	D	D3	FDC35	6,1	M	C	C	0	0	NA	NA	NA	NA	P3
28/09/2003	271	D3M1247	3	2003	D	D3	FDC35	6,8	M	C	C	1	1	NA	NA	NA	NA	P3
28/09/2003	271	D3M1248	3	2003	D	D3	FDC35	7,5	M	C	C	0	0	NA	NA	NA	NA	P3
28/09/2003	271	D3M1249	3	2003	D	D3	FDC35	7,6	M	C	C	0	0	NA	NA	NA	NA	P3
29/09/2003	272	D3M1251	3	2003	D	D3	FDC35	8,1	M	C	C	0	0	NA	NA	NA	NA	P3
30/09/2003	273	D3F1252	3	2003	D	D3	FDC35	6,1	F	C	C	0	0	NA	NA	NA	NA	P3
30/09/2003	273	D3F1254	3	2003	D	D3	FDC35	6,1	F	C	C	0	0	NA	NA	NA	NA	P3
30/09/2003	273	D3F1259	3	2003	D	D3	FDC35	6	F	C	C	0	0	1	NR	O	NA	P3
30/09/2003	273	D3M1253	3	2003	D	D3	FDC35	7	M	C	C	0	0	NA	NA	NA	NA	P3
30/09/2003	273	D3M1255	3	2003	D	D3	FDC35	7,8	M	C	C	1	1	NA	NA	NA	NA	P3
30/09/2003	273	D3M1256	3	2003	D	D3	FDC35	6,3	M	C	C	0	0	NA	NA	NA	NA	P3
30/09/2003	273	D3M1257	3	2003	D	D3	FDC35	6,5	M	C	C	0	0	NA	NA	NA	NA	P3
30/09/2003	273	D3M1258	3	2003	D	D3	FDC35	6,8	M	C	C	0	0	NA	NA	NA	NA	P3
04/10/2003	277	D3F1260	3	2003	D	D3	FDC35	6,5	F	C	C	1	1	1	R	CP	7	P3
04/10/2003	277	D3F1261	3	2003	D	D3	FDC35	7,1	F	C	C	3	3	1	R	CP	5	P3
04/10/2003	277	F3F1267	3	2003	F	F3	FDC35	6,3	F	C	C	0	0	1	NR	O	NA	P3
04/10/2003	277	F3F1273	3	2003	F	F3	FDC35	5,8	F	C	C	0	0	1	NR	O	NA	P3
04/10/2003	277	F3M1268	3	2003	F	F3	FDC35	6	M	C	C	0	0	NA	NA	NA	NA	P3
04/10/2003	277	F3M1269	3	2003	F	F3	FDC35	7	M	C	C	0	0	NA	NA	NA	NA	P3
04/10/2003	277	F3M1270	3	2003	F	F3	FDC35	6,8	M	C	C	0	0	NA	NA	NA	NA	P3
04/10/2003	277	F3M1271	3	2003	F	F3	FDC35	7,2	M	C	C	0	0	NA	NA	NA	NA	P3
04/10/2003	277	F3M1272	3	2003	F	F3	FDC35	7,2	M	C	C	0	0	NA	NA	NA	NA	P3
04/10/2003	277	F3M1274	3	2003	F	F3	FDC35	6,6	M	C	C	0	0	NA	NA	NA	NA	P3
05/10/2003	278	D3F1265	3	2003	D	D3	FDC35	5,1	F	C	C	1	1	1	R	CP	5	P3
05/10/2003	278	D3F1266	3	2003	D	D3	FDC35	5,2	F	C	C	0	0	1	NR	O	NA	P3
05/10/2003	278	D3M1263	3	2003	D	D3	FDC35	7	M	C	C	0	0	NA	NA	NA	NA	P3
05/10/2003	278	D3M1264	3	2003	D	D3	FDC35	9	M	C	C	1	1	NA	NA	NA	NA	P3
16/10/2003	289	D3M1277	3	2003	D	D3	FDC35	7,1	M	C	C	0	0	NA	NA	NA	NA	P3
18/10/2003	291	D3F1279	3	2003	D	D3	FDC35	6,3	F	C	C	1	1	1	R	CP	8	P3
18/10/2003	291	D3F1280	3	2003	D	D3	FDC35	5,4	F	C	C	0	0	1	NR	O	NA	P3
18/10/2003	291	D3F1282	3	2003	D	D3	FDC35	6	F	C	C	0	0	1	NR	O	NA	P3
18/10/2003	291	D3M1278	3	2003	D	D3	FDC35	7,9	M	C	C	1	1	NA	NA	NA	NA	P3
18/10/2003	291	D3M1281	3	2003	D	D3	FDC35	6,5	M	C	C	0	0	NA	NA	NA	NA	P3
19/10/2003	292	D3F1286	3	2003	D	D3	FDC35	6,2	F	C	C	0	0	1	NR	O	NA	P3
19/10/2003	292	D3M1285	3	2003	D	D3	FDC35	7,4	M	C	C	0	0	NA	NA	NA	NA	P3
21/10/2003	294	D3F1287	3	2003	D	D3	FDC35	5,9	F	C	C	1	1	1	NR	O	NA	P3
23/10/2003	296	D3M1288	3	2003	D	D3	FDC35	7,2	M	C	C	0	0	NA	NA	NA	NA	P3
25/10/2003	298	D3F1292	3	2003	D	D3	FDC35	5,4	F	C	C	0	0	1	NR	O	NA	P3
25/10/2003	298	D3M1290	3	2003	D	D3	FDC35	5,5	M	C	C	0	0	NA	NA	NA	NA	P3
25/10/2003	298	D3M1291	3	2003	D	D3	FDC35	6,8	M	C	C	0	0	NA	NA	NA	NA	P3
25/10/2003	298	D3M1293	3	2003	D	D3	FDC35	8	M	C	C	0	0	NA	NA	NA	NA	P3
26/10/2003	299	D3F1289	3	2003	D	D3	FDC35	5,3	F	C	C	0	0	1	NR	O	NA	P3
26/10/2003	299	D3F1294	3	2003	D	D3	FDC35	5,4	F	C	C	1	1	NA	NA	NA	NA	P3
02/11/2003	306	D3F1301	3	2003	D	D3	FDC35	6,1	F	C	C	0	0	NA	NA	NA	NA	P3
02/11/2003	306	D3F1303	3	2003	D	D3	FDC35	6,2	F	C	C	0	0	NA	NA	NA	NA	P3
02/11/2003	306	D3M1300	3	2003	D	D3	FDC35	7,4	M	C	C	0	0	NA	NA	NA	NA	P3
02/11/2003	306	D3M1302	3	2003	D	D3	FDC35	7,4	M	C	C	0	0	NA	NA	NA	NA	P3
03/11/2003	307	D3M1299	3	2003	D	D3	FDC35	6,7	M	C	C	0	0	NA	NA	NA	NA	P3
08/11/2003	312	D3F1309	3	2003	D	D3	FDC35	5,2	F	C	C	1	1	NA	NA	NA	NA	P3
08/11/2003	312	D3M1312	3	2003	D	D3	FDC35	6,5	M	C	C	0	0	NA	NA	NA	NA	P3
08/11/2003	312	D3M1313	3	2003	D	D3	FDC35	6,5	M	C	C	0	0	NA	NA	NA	NA	P3
09/11/2003	313	D3F1316	3	2003	D	D3	FDC35	5,2	F	C	C	0	0	1	NR	O	NA	P3
