Idren	Year	GIC	Weigth	Sex	Mode	Age2+	Age4+	Age	Info	Status	Type	Count
F5F2505	5	F	6	F	C	1	1	1	NA	NA	NA	NA
F5F2543	5	F	7,1	F	P	1	1	1	NA	NA	NA	NA
F5F2119	5	F	6,7	F	P	2	2	2	1	R	E	4
F5F2116	5	F	6,4	F	P	2	2	2	1	R	E	4
F5F2135	5	F	5,8	F	P	2	2	2	1	R	E	5
F5F2136	5	F	6,7	F	P	2	2	2	1	R	E	4
F5F2229	5	F	5,7	F	D	2	2	2	1	R	CP	4
F5F2393	5	F	5,7	F	P	2	2	2	NA	NA	NA	NA
F5F2156	5	F	5,9	F	P	2	3	3	1	R	E	1
F5F2215	5	F	7,2	F	P	2	4	4	1	R	E	8
F5F2212	5	F	5,3	F	P	2	4	5	1	R	CP	6
F5Mx4346	5	F	NA	M	D	0	0	0	NA	NA	NA	NA
F5Mx4347	5	F	NA	M	D	0	0	0	NA	NA	NA	NA
F5Mx4368	5	F	NA	M	D	0	0	0	NA	NA	NA	NA
F5Mx4371	5	F	NA	M	D	0	0	0	NA	NA	NA	NA
F5Mx4372	5	F	NA	M	D	0	0	0	NA	NA	NA	NA
F5Mx4373	5	F	NA	M	D	0	0	0	NA	NA	NA	NA
F5Mx4385	5	F	NA	M	D	0	0	0	NA	NA	NA	NA
F5Mx4386	5	F	NA	M	D	0	0	0	NA	NA	NA	NA
F5Mx4387	5	F	NA	M	D	0	0	0	NA	NA	NA	NA
F5Mx4388	5	F	NA	M	D	0	0	0	NA	NA	NA	NA
F5Mx4389	5	F	NA	M	D	0	0	0	NA	NA	NA	NA
F5Mx4397	5	F	NA	M	D	0	0	0	NA	NA	NA	NA
F5Mx4398	5	F	NA	M	D	0	0	0	NA	NA	NA	NA
F5Mx4399	5	F	NA	M	D	0	0	0	NA	NA	NA	NA
F5Mx4400	5	F	NA	M	D	0	0	0	NA	NA	NA	NA
F5Mx4401	5	F	NA	M	D	0	0	0	NA	NA	NA	NA
F5Mx4402	5	F	NA	M	D	0	0	0	NA	NA	NA	NA
F5Mx4403	5	F	NA	M	D	0	0	0	NA	NA	NA	NA
F5Mx4404	5	F	NA	M	D	0	0	0	NA	NA	NA	NA
F5Mx4405	5	F	NA	M	D	0	0	0	NA	NA	NA	NA
F5Mx4406	5	F	NA	M	D	0	0	0	NA	NA	NA	NA
F5Mx4407	5	F	NA	M	D	0	0	0	NA	NA	NA	NA
F5Mx4408	5	F	NA	M	D	0	0	0	NA	NA	NA	NA
F5Mx4409	5	F	NA	M	D	0	0	0	NA	NA	NA	NA
F5Mx4410	5	F	NA	M	D	0	0	0	NA	NA	NA	NA
F5Mx4441	5	F	NA	M	D	0	0	0	NA	NA	NA	NA
F5Mx4442	5	F	NA	M	D	0	0	0	NA	NA	NA	NA
F5Mx4443	5	F	NA	M	D	0	0	0	NA	NA	NA	NA
F5Mx4486	5	F	NA	M	D	0	0	0	NA	NA	NA	NA
F5Mx4487	5	F	NA	M	D	0	0	0	NA	NA	NA	NA
F5Mx4488	5	F	NA	M	D	0	0	0	NA	NA	NA	NA
F5Mx4489	5	F	NA	M	D	0	0	0	NA	NA	NA	NA
F5Mx4490	5	F	NA	M	D	0	0	0	NA	NA	NA	NA
F5Mx4491	5	F	NA	M	D	0	0	0	NA	NA	NA	NA
F5Mx4492	5	F	NA	M	D	0	0	0	NA	NA	NA	NA
F5Mx4493	5	F	NA	M	D	0	0	0	NA	NA	NA	NA
F5M1841	5	F	7,6	M	P	0	0	0	NA	NA	NA	NA
F5M2369	5	F	7,5	M	P	0	0	0	NA	NA	NA	NA
F5M2370	5	F	6,5	M	P	0	0	0	NA	NA	NA	NA
F5M2371	5	F	6,8	M	P	0	0	0	NA	NA	NA	NA
F5M2385	5	F	6,2	M	P	0	0	0	NA	NA	NA	NA
F5M2394	5	F	7	M	P	0	0	0	NA	NA	NA	NA
F5M2395	5	F	6,6	M	C	0	0	0	NA	NA	NA	NA
F5M2407	5	F	6,9	M	P	0	0	0	NA	NA	NA	NA
F5M2388	5	F	8	M	P	0	0	0	NA	NA	NA	NA
F5M2406	5	F	6,7	M	P	0	0	0	NA	NA	NA	NA
F5M2115	5	F	7,5	M	P	1	1	1	NA	NA	NA	NA
F5M2121	5	F	7,8	M	P	1	1	1	NA	NA	NA	NA
F5M2137	5	F	6	M	C	1	1	1	NA	NA	NA	NA
F5M2134	5	F	6	M	P	1	1	1	NA	NA	NA	NA
F5M2133	5	F	6,5	M	P	1	1	1	NA	NA	NA	NA
F5M2131	5	F	5,9	M	P	1	1	1	NA	NA	NA	NA
F5M2132	5	F	6,9	M	P	1	1	1	NA	NA	NA	NA
F5M2155	5	F	4,9	M	P	1	1	1	NA	NA	NA	NA
F5M2181	5	F	6,6	M	P	1	1	1	NA	NA	NA	NA
F5M2190	5	F	7,2	M	P	1	1	1	NA	NA	NA	NA
F5M2194	5	F	6,9	M	P	1	1	1	NA	NA	NA	NA
F5M2184	5	F	6	M	P	1	1	1	NA	NA	NA	NA
F5M2198	5	F	6,8	M	P	1	1	1	NA	NA	NA	NA
F5M2203	5	F	6,9	M	P	1	1	1	NA	NA	NA	NA
F5M2201	5	F	7,1	M	P	1	1	1	NA	NA	NA	NA
F5M2199	5	F	5,8	M	P	1	1	1	NA	NA	NA	NA
F5M2202	5	F	6,4	M	P	1	1	1	NA	NA	NA	NA
F5M2207	5	F	5,2	M	P	1	1	1	NA	NA	NA	NA
F5M2208	5	F	6,3	M	P	1	1	1	NA	NA	NA	NA
F5M2210	5	F	5,6	M	P	1	1	1	NA	NA	NA	NA
F5M2211	5	F	5,8	M	P	1	1	1	NA	NA	NA	NA
F5M2425	5	F	6,5	M	P	1	1	1	NA	NA	NA	NA
F5M2424	5	F	8	M	P	1	1	1	NA	NA	NA	NA
F5M2427	5	F	6	M	P	1	1	1	NA	NA	NA	NA
F5M2439	5	F	5,6	M	P	1	1	1	NA	NA	NA	NA
F5M2428	5	F	6,4	M	P	1	1	1	NA	NA	NA	NA
F5M2443	5	F	7,7	M	C	1	1	1	NA	NA	NA	NA
F5M2444	5	F	6,6	M	P	1	1	1	NA	NA	NA	NA
F5M2488	5	F	7,6	M	P	1	1	1	NA	NA	NA	NA
F5M2489	5	F	9	M	P	1	1	1	NA	NA	NA	NA
F5M2491	5	F	7,5	M	P	1	1	1	NA	NA	NA	NA
F5M2496	5	F	6,4	M	P	1	1	1	NA	NA	NA	NA
F5M2512	5	F	6,5	M	P	1	1	1	NA	NA	NA	NA
F5M2507	5	F	7,8	M	C	1	1	1	NA	NA	NA	NA
F5M2508	5	F	7,6	M	C	1	1	1	NA	NA	NA	NA
F5M2510	5	F	7,3	M	P	1	1	1	NA	NA	NA	NA
F5M2544	5	F	7,4	M	C	1	1	1	NA	NA	NA	NA
F5M2546	5	F	6,2	M	C	1	1	1	NA	NA	NA	NA
F5M2509	5	F	6,6	M	P	1	1	1	NA	NA	NA	NA
F5M2549	5	F	5,5	M	P	1	1	1	NA	NA	NA	NA
F5M2562	5	F	8	M	P	1	1	1	NA	NA	NA	NA
F5M2561	5	F	8,6	M	P	1	1	1	NA	NA	NA	NA
F5M2367	5	F	8	M	C	1	1	1	NA	NA	NA	NA
F5M2513	5	F	7,6	M	P	1	1	1	NA	NA	NA	NA
F5M2157	5	F	5,3	M	P	2	2	2	NA	NA	NA	NA
F5M2197	5	F	6,9	M	P	2	2	2	NA	NA	NA	NA
F5M2200	5	F	6,5	M	P	2	2	2	NA	NA	NA	NA
F5M2391	5	F	7,2	M	P	2	2	2	NA	NA	NA	NA
F5M2381	5	F	8,1	M	P	2	2	2	NA	NA	NA	NA
F5M2550	5	F	6,9	M	P	2	2	2	NA	NA	NA	NA
F5M2560	5	F	7,9	M	P	2	2	2	NA	NA	NA	NA
F5M2152	5	F	5,7	M	P	2	3	3	NA	NA	NA	NA
F5M2150	5	F	6,8	M	P	2	3	3	NA	NA	NA	NA
F5M2182	5	F	7,2	M	P	2	3	3	NA	NA	NA	NA
F5M2195	5	F	7,1	M	P	2	3	3	NA	NA	NA	NA
F5M2405	5	F	8,5	M	P	2	3	3	NA	NA	NA	NA
F5M2423	5	F	8	M	C	2	3	3	NA	NA	NA	NA
F5M2495	5	F	8,3	M	P	2	3	3	NA	NA	NA	NA
F5M2492	5	F	7,6	M	P	2	3	3	NA	NA	NA	NA
F5M2511	5	F	7,6	M	P	2	3	3	NA	NA	NA	NA
F5M2191	5	F	6,1	M	P	2	4	4	NA	NA	NA	NA
F5M2563	5	F	7	M	P	2	4	4	NA	NA	NA	NA
F5M2422	5	F	8,2	M	C	2	4	5	NA	NA	NA	NA
F5NIx4352	5	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F5NIx4353	5	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F5NIx4354	5	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F5NIx4355	5	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F5NIx4356	5	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F5NIx4357	5	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F5NIx4358	5	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F5NIx4359	5	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F5NIx4360	5	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F5NIx4361	5	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F5NIx4362	5	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F5NIx4363	5	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F5NIx4364	5	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F5NIx4365	5	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F5NIx4366	5	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F5NIx4367	5	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F5NIx4378	5	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F5NIx4379	5	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F5NIx4380	5	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F5NIx4381	5	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F5NIx4382	5	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F5NIx4383	5	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F5NIx4429	5	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F5NIx4430	5	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F5NIx4431	5	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F5NIx4432	5	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F5NIx4433	5	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F5NIx4434	5	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F5NIx4435	5	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F5NIx4436	5	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F5NIx4437	5	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F5NIx4438	5	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F5NIx4439	5	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F5NIx4448	5	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F5NIx4449	5	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F5NIx4450	5	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F5NIx4451	5	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F5NIx4452	5	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F5NIx4453	5	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F5NIx4454	5	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F5NIx4455	5	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F5NIx4456	5	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F5NIx4457	5	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F5NIx4458	5	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F5NIx4459	5	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F5NIx4460	5	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F5NIx4461	5	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F5NIx4462	5	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F5NIx4463	5	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F5NIx4464	5	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F5NIx4465	5	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F5NIx4466	5	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F5NIx4467	5	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F5NIx4468	5	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F5NIx4469	5	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F5NIx4470	5	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F5NIx4471	5	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F5NIx4472	5	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F5NIx4473	5	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F5NIx4474	5	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F5NIx4475	5	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F5NIx4476	5	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F5NIx4477	5	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F5NIx4478	5	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F5NIx4479	5	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F5NIx4480	5	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F5NIx4481	5	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F5NIx4482	5	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F5NIx4503	5	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F5NIx4504	5	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F5NIx4505	5	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F5NIx4506	5	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F5NIx4507	5	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F5NIx4508	5	F	NA	NI	D	0	0	0	NA	NA	NA	NA
V5Fx4513	5	V	NA	F	D	0	0	0	NA	NA	NA	NA
V5Fx4531	5	V	NA	F	D	0	0	0	NA	NA	NA	NA
V5Fx4535	5	V	NA	F	D	0	0	0	NA	NA	NA	NA
V5Fx4536	5	V	NA	F	D	0	0	0	NA	NA	NA	NA
V5Fx4537	5	V	NA	F	D	0	0	0	NA	NA	NA	NA
V5Fx4541	5	V	NA	F	D	0	0	0	NA	NA	NA	NA
V5Fx4544	5	V	NA	F	D	0	0	0	NA	NA	NA	NA
V5Fx4545	5	V	NA	F	D	0	0	0	NA	NA	NA	NA
V5Fx4547	5	V	NA	F	D	0	0	0	NA	NA	NA	NA
V5Fx4548	5	V	NA	F	D	0	0	0	NA	NA	NA	NA
V5Fx4562	5	V	NA	F	D	0	0	0	NA	NA	NA	NA
V5Fx4566	5	V	NA	F	D	0	0	0	NA	NA	NA	NA
V5Fx4567	5	V	NA	F	D	0	0	0	NA	NA	NA	NA
V5Fx4569	5	V	NA	F	D	0	0	0	NA	NA	NA	NA
V5Fx4570	5	V	NA	F	D	0	0	0	NA	NA	NA	NA
V5Fx4571	5	V	NA	F	D	0	0	0	NA	NA	NA	NA
V5Fx4581	5	V	NA	F	D	0	0	0	NA	NA	NA	NA
V5Fx4582	5	V	NA	F	D	0	0	0	NA	NA	NA	NA
V5Fx4583	5	V	NA	F	D	0	0	0	NA	NA	NA	NA
V5Fx4584	5	V	NA	F	D	0	0	0	NA	NA	NA	NA
V5Fx4585	5	V	NA	F	D	0	0	0	NA	NA	NA	NA
V5Fx4586	5	V	NA	F	D	0	0	0	NA	NA	NA	NA
V5Fx4587	5	V	NA	F	D	0	0	0	NA	NA	NA	NA
V5Fx4588	5	V	NA	F	D	0	0	0	NA	NA	NA	NA
V5Fx4589	5	V	NA	F	D	0	0	0	NA	NA	NA	NA
V5Fx4590	5	V	NA	F	D	0	0	0	NA	NA	NA	NA
V5Fx4591	5	V	NA	F	D	0	0	0	NA	NA	NA	NA
V5Fx4611	5	V	NA	F	D	0	0	0	NA	NA	NA	NA
V5Fx4612	5	V	NA	F	D	0	0	0	NA	NA	NA	NA
V5Fx4613	5	V	NA	F	D	0	0	0	NA	NA	NA	NA
V5Fx4614	5	V	NA	F	D	0	0	0	NA	NA	NA	NA
V5Fx4615	5	V	NA	F	D	0	0	0	NA	NA	NA	NA
V5Fx4616	5	V	NA	F	D	0	0	0	NA	NA	NA	NA
V5Fx4617	5	V	NA	F	D	0	0	0	NA	NA	NA	NA
V5Fx4618	5	V	NA	F	D	0	0	0	NA	NA	NA	NA
V5Fx4619	5	V	NA	F	D	0	0	0	NA	NA	NA	NA
V5Fx4620	5	V	NA	F	D	0	0	0	NA	NA	NA	NA
V5Fx4621	5	V	NA	F	D	0	0	0	NA	NA	NA	NA
V5Fx4622	5	V	NA	F	D	0	0	0	NA	NA	NA	NA
V5Fx4626	5	V	NA	F	D	0	0	0	NA	NA	NA	NA
V5Fx4627	5	V	NA	F	D	0	0	0	NA	NA	NA	NA
V5Fx4628	5	V	NA	F	D	0	0	0	NA	NA	NA	NA
V5Fx4629	5	V	NA	F	D	0	0	0	NA	NA	NA	NA
V5Fx4630	5	V	NA	F	D	0	0	0	NA	NA	NA	NA
V5Fx4631	5	V	NA	F	D	0	0	0	NA	NA	NA	NA
V5Fx4632	5	V	NA	F	D	0	0	0	NA	NA	NA	NA
V5Fx4633	5	V	NA	F	D	0	0	0	NA	NA	NA	NA
V5Fx4634	5	V	NA	F	D	0	0	0	NA	NA	NA	NA
V5Fx4635	5	V	NA	F	D	0	0	0	NA	NA	NA	NA
V5Fx4636	5	V	NA	F	D	0	0	0	NA	NA	NA	NA
V5F2271	5	V	5,8	F	C	0	0	0	1	NR	O	NA
V5F2805	5	V	6,2	F	P	0	0	0	NA	NA	NA	NA
V5F2360	5	V	4,7	F	P	0	0	0	1	NR	O	NA
V5F2380	5	V	4,9	F	P	0	0	0	NA	NA	NA	NA
V5F2463b	5	V	5	F	P	1	1	1	1	NR	O	NA
V5F2539	5	V	5,6	F	P	1	1	1	1	NR	O	NA
V5F2540	5	V	6,1	F	P	1	1	1	NA	NA	NA	NA
V5F2578	5	V	5,2	F	P	1	1	1	NA	NA	NA	NA
V5F2236	5	V	5,5	F	D	1	1	1	NA	NA	NA	NA
V5F2238	5	V	6,1	F	D	1	1	1	NA	NA	NA	NA
V5F2803	5	V	5,9	F	P	1	1	1	NA	NA	NA	NA
V5F2582	5	V	5,5	F	P	1	1	1	NA	NA	NA	NA
V5F2217	5	V	5,8	F	P	2	2	2	1	R	CP	6
V5F2301	5	V	6	F	P	2	2	2	NA	NA	NA	NA
V5F2415	5	V	6,9	F	C	2	2	2	1	R	CP	7
V5F2302	5	V	6	F	P	2	4	4	NA	NA	NA	NA
V5Mx4509	5	V	NA	M	D	0	0	0	NA	NA	NA	NA
V5Mx4510	5	V	NA	M	D	0	0	0	NA	NA	NA	NA
V5Mx4511	5	V	NA	M	D	0	0	0	NA	NA	NA	NA
V5Mx4528	5	V	NA	M	D	0	0	0	NA	NA	NA	NA
V5Mx4529	5	V	NA	M	D	0	0	0	NA	NA	NA	NA
V5Mx4530	5	V	NA	M	D	0	0	0	NA	NA	NA	NA
V5Mx4532	5	V	NA	M	D	0	0	0	NA	NA	NA	NA
V5Mx4533	5	V	NA	M	D	0	0	0	NA	NA	NA	NA
V5Mx4534	5	V	NA	M	D	0	0	0	NA	NA	NA	NA
V5Mx4542	5	V	NA	M	D	0	0	0	NA	NA	NA	NA
V5Mx4543	5	V	NA	M	D	0	0	0	NA	NA	NA	NA
V5Mx4559	5	V	NA	M	D	0	0	0	NA	NA	NA	NA
V5Mx4563	5	V	NA	M	D	0	0	0	NA	NA	NA	NA
V5Mx4564	5	V	NA	M	D	0	0	0	NA	NA	NA	NA
V5Mx4565	5	V	NA	M	D	0	0	0	NA	NA	NA	NA
V5Mx4572	5	V	NA	M	D	0	0	0	NA	NA	NA	NA
V5Mx4573	5	V	NA	M	D	0	0	0	NA	NA	NA	NA
V5Mx4574	5	V	NA	M	D	0	0	0	NA	NA	NA	NA
V5Mx4575	5	V	NA	M	D	0	0	0	NA	NA	NA	NA
V5Mx4576	5	V	NA	M	D	0	0	0	NA	NA	NA	NA
V5Mx4577	5	V	NA	M	D	0	0	0	NA	NA	NA	NA
V5Mx4578	5	V	NA	M	D	0	0	0	NA	NA	NA	NA
V5Mx4579	5	V	NA	M	D	0	0	0	NA	NA	NA	NA
V5Mx4580	5	V	NA	M	D	0	0	0	NA	NA	NA	NA
V5Mx4592	5	V	NA	M	D	0	0	0	NA	NA	NA	NA
V5Mx4593	5	V	NA	M	D	0	0	0	NA	NA	NA	NA
V5Mx4594	5	V	NA	M	D	0	0	0	NA	NA	NA	NA
V5Mx4595	5	V	NA	M	D	0	0	0	NA	NA	NA	NA
V5Mx4596	5	V	NA	M	D	0	0	0	NA	NA	NA	NA
V5Mx4597	5	V	NA	M	D	0	0	0	NA	NA	NA	NA
V5Mx4598	5	V	NA	M	D	0	0	0	NA	NA	NA	NA
V5Mx4599	5	V	NA	M	D	0	0	0	NA	NA	NA	NA
V5Mx4600	5	V	NA	M	D	0	0	0	NA	NA	NA	NA
V5Mx4601	5	V	NA	M	D	0	0	0	NA	NA	NA	NA
V5Mx4602	5	V	NA	M	D	0	0	0	NA	NA	NA	NA
V5Mx4603	5	V	NA	M	D	0	0	0	NA	NA	NA	NA
V5Mx4604	5	V	NA	M	D	0	0	0	NA	NA	NA	NA
V5Mx4605	5	V	NA	M	D	0	0	0	NA	NA	NA	NA
V5Mx4606	5	V	NA	M	D	0	0	0	NA	NA	NA	NA
V5Mx4607	5	V	NA	M	D	0	0	0	NA	NA	NA	NA
V5Mx4608	5	V	NA	M	D	0	0	0	NA	NA	NA	NA
V5Mx4609	5	V	NA	M	D	0	0	0	NA	NA	NA	NA
V5Mx4610	5	V	NA	M	D	0	0	0	NA	NA	NA	NA
V5M2804	5	V	7,8	M	P	0	0	0	NA	NA	NA	NA
V5M2808	5	V	7,3	M	P	0	0	0	NA	NA	NA	NA
V5M2344	5	V	6,3	M	C	0	0	0	NA	NA	NA	NA
V5M2802	5	V	6,8	M	P	0	0	0	NA	NA	NA	NA
V5M2361	5	V	6,7	M	P	0	0	0	NA	NA	NA	NA
V5M2379	5	V	7,2	M	P	0	0	0	NA	NA	NA	NA
V5M2097	5	V	7	M	P	1	1	1	NA	NA	NA	NA
V5M2113	5	V	7,1	M	P	1	1	1	NA	NA	NA	NA
V5M2146	5	V	7,1	M	P	1	1	1	NA	NA	NA	NA
V5M2205	5	V	6,2	M	P	1	1	1	NA	NA	NA	NA
V5M2462b	5	V	6,4	M	P	1	1	1	NA	NA	NA	NA
V5M2458b	5	V	6,7	M	P	1	1	1	NA	NA	NA	NA
V5M2460b	5	V	6,5	M	P	1	1	1	NA	NA	NA	NA
V5M2503	5	V	6,2	M	P	1	1	1	NA	NA	NA	NA
V5M2502	5	V	7,5	M	P	1	1	1	NA	NA	NA	NA
V5M2501	5	V	8,5	M	P	1	1	1	NA	NA	NA	NA
V5M2537	5	V	7,4	M	P	1	1	1	NA	NA	NA	NA
V5M2806	5	V	7,9	M	P	1	1	1	NA	NA	NA	NA
V5M2575	5	V	6,2	M	P	1	1	1	NA	NA	NA	NA
V5M2576	5	V	7,7	M	P	1	1	1	NA	NA	NA	NA
V5M2577	5	V	6,1	M	P	1	1	1	NA	NA	NA	NA
V5M2801	5	V	7,3	M	P	1	1	1	NA	NA	NA	NA
V5M2581	5	V	6	M	P	1	1	1	NA	NA	NA	NA
V5M2096	5	V	6,7	M	P	2	2	2	NA	NA	NA	NA
V5M2218	5	V	6,5	M	P	2	2	2	NA	NA	NA	NA
V5M2272	5	V	6,3	M	C	2	2	2	NA	NA	NA	NA
V5M2358	5	V	6	M	P	2	2	2	NA	NA	NA	NA
V5M2538	5	V	8,1	M	P	2	2	2	NA	NA	NA	NA
V5M2180	5	V	6,5	M	P	2	3	3	NA	NA	NA	NA
V5M2459b	5	V	6	M	P	2	4	6	NA	NA	NA	NA
V5NIx4514	5	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V5NIx4515	5	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V5NIx4516	5	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V5NIx4517	5	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V5NIx4518	5	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V5NIx4519	5	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V5NIx4520	5	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V5NIx4521	5	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V5NIx4522	5	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V5NIx4523	5	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V5NIx4524	5	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V5NIx4525	5	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V5NIx4526	5	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V5NIx4527	5	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V5NIx4549	5	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V5NIx4550	5	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V5NIx4551	5	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V5NIx4552	5	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V5NIx4553	5	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V5NIx4554	5	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V5NIx4555	5	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V5NIx4556	5	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V5NIx4557	5	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V5NIx4558	5	V	NA	NI	D	0	0	0	NA	NA	NA	NA
D6Fx5272	6	D	NA	F	D	0	0	0	NA	NA	NA	NA
D6Fx5274	6	D	NA	F	D	0	0	0	NA	NA	NA	NA
D6Fx5279	6	D	NA	F	D	0	0	0	NA	NA	NA	NA
D6Fx5283	6	D	NA	F	D	0	0	0	NA	NA	NA	NA
D6Fx5284	6	D	NA	F	D	0	0	0	NA	NA	NA	NA
D6Fx5285	6	D	NA	F	D	0	0	0	NA	NA	NA	NA
D6Fx5287	6	D	NA	F	D	0	0	0	NA	NA	NA	NA
D6Fx5288	6	D	NA	F	D	0	0	0	NA	NA	NA	NA
D6Fx5289	6	D	NA	F	D	0	0	0	NA	NA	NA	NA
D6Fx5290	6	D	NA	F	D	0	0	0	NA	NA	NA	NA
D6Fx5295	6	D	NA	F	D	0	0	0	NA	NA	NA	NA
D6Fx5296	6	D	NA	F	D	0	0	0	NA	NA	NA	NA
D6Fx5297	6	D	NA	F	D	0	0	0	NA	NA	NA	NA
D6Fx5300	6	D	NA	F	D	0	0	0	NA	NA	NA	NA
D6Fx5301	6	D	NA	F	D	0	0	0	NA	NA	NA	NA
D6Fx5302	6	D	NA	F	D	0	0	0	NA	NA	NA	NA
D6Fx5303	6	D	NA	F	D	0	0	0	NA	NA	NA	NA
D6Fx5308	6	D	NA	F	D	0	0	0	NA	NA	NA	NA
D6Fx5309	6	D	NA	F	D	0	0	0	NA	NA	NA	NA
D6F2779	6	D	1,18	F	D	0	0	0	NA	NA	NA	NA
D6Fx5316	6	D	NA	F	D	0	0	0	NA	NA	NA	NA
D6Fx5317	6	D	NA	F	D	0	0	0	NA	NA	NA	NA
D6F2787	6	D	1,74	F	D	0	0	0	NA	NA	NA	NA
