Idren	Year	GIC	Weigth	Sex	Mode	Age2+	Age4+	Age	Info	Status	Type	Count
F2M987	2	F	8,6	M	P	2	4	4	NA	NA	NA	NA
F2M397	2	F	5,9	M	P	2	4	5	NA	NA	NA	NA
F2M409	2	F	8,8	M	P	2	4	6	NA	NA	NA	NA
F2M413	2	F	7,2	M	P	2	4	6	NA	NA	NA	NA
F2M417	2	F	6,6	M	P	2	4	6	NA	NA	NA	NA
F2M612	2	F	7,5	M	P	2	4	6	NA	NA	NA	NA
F2M957	2	F	7,9	M	P	2	4	6	NA	NA	NA	NA
F2M601	2	F	7,2	M	P	2	4	7	NA	NA	NA	NA
F2NIx1559	2	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F2NIx1560	2	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F2NIx1561	2	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F2NIx1562	2	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F2NIx1582	2	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F2NIx1583	2	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F2NIx1584	2	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F2NIx1585	2	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F2NIx1586	2	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F2NIx1587	2	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F2NIx1588	2	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F2NIx1677	2	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F2NIx1678	2	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F2NIx1679	2	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F2NIx1680	2	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F2NIx1681	2	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F2NIx1682	2	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F2NIx1683	2	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F2NIx1684	2	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F2NIx1685	2	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F2NIx1686	2	F	NA	NI	D	0	0	0	NA	NA	NA	NA
V2Fx1687	2	V	NA	F	D	0	0	0	NA	NA	NA	NA
V2Fx1692	2	V	NA	F	D	0	0	0	NA	NA	NA	NA
V2Fx1693	2	V	NA	F	D	0	0	0	NA	NA	NA	NA
V2Fx1719	2	V	NA	F	D	0	0	0	NA	NA	NA	NA
V2Fx1722	2	V	NA	F	D	0	0	0	NA	NA	NA	NA
V2Fx1723	2	V	NA	F	D	0	0	0	NA	NA	NA	NA
V2Fx1727	2	V	NA	F	D	0	0	0	NA	NA	NA	NA
V2Fx1728	2	V	NA	F	D	0	0	0	NA	NA	NA	NA
V2Fx1732	2	V	NA	F	D	0	0	0	NA	NA	NA	NA
V2Fx1733	2	V	NA	F	D	0	0	0	NA	NA	NA	NA
V2Fx1734	2	V	NA	F	D	0	0	0	NA	NA	NA	NA
V2Fx1735	2	V	NA	F	D	0	0	0	NA	NA	NA	NA
V2Fx1736	2	V	NA	F	D	0	0	0	NA	NA	NA	NA
V2Fx1750	2	V	NA	F	D	0	0	0	NA	NA	NA	NA
V2Fx1751	2	V	NA	F	D	0	0	0	NA	NA	NA	NA
V2Fx1763	2	V	NA	F	D	0	0	0	NA	NA	NA	NA
V2Fx1764	2	V	NA	F	D	0	0	0	NA	NA	NA	NA
V2Fx1772	2	V	NA	F	D	0	0	0	NA	NA	NA	NA
V2Fx1774	2	V	NA	F	D	0	0	0	NA	NA	NA	NA
V2Fx1775	2	V	NA	F	D	0	0	0	NA	NA	NA	NA
V2Fx1776	2	V	NA	F	D	0	0	0	NA	NA	NA	NA
V2Fx1777	2	V	NA	F	D	0	0	0	NA	NA	NA	NA
V2Fx1778	2	V	NA	F	D	0	0	0	NA	NA	NA	NA
V2Fx1782	2	V	NA	F	D	0	0	0	NA	NA	NA	NA
V2Fx1784	2	V	NA	F	D	0	0	0	NA	NA	NA	NA
V2Fx1785	2	V	NA	F	D	0	0	0	NA	NA	NA	NA
V2Fx1786	2	V	NA	F	D	0	0	0	NA	NA	NA	NA
V2Fx1787	2	V	NA	F	D	0	0	0	NA	NA	NA	NA
V2Fx1788	2	V	NA	F	D	0	0	0	NA	NA	NA	NA
V2Fx1804	2	V	NA	F	D	0	0	0	NA	NA	NA	NA
V2Fx1805	2	V	NA	F	D	0	0	0	NA	NA	NA	NA
V2Fx1806	2	V	NA	F	D	0	0	0	NA	NA	NA	NA
V2Fx1807	2	V	NA	F	D	0	0	0	NA	NA	NA	NA
V2Fx1808	2	V	NA	F	D	0	0	0	NA	NA	NA	NA
V2Fx1809	2	V	NA	F	D	0	0	0	NA	NA	NA	NA
V2Fx1810	2	V	NA	F	D	0	0	0	NA	NA	NA	NA
V2Fx1811	2	V	NA	F	D	0	0	0	NA	NA	NA	NA
V2Fx1812	2	V	NA	F	D	0	0	0	NA	NA	NA	NA
V2Fx1813	2	V	NA	F	D	0	0	0	NA	NA	NA	NA
V2Fx1814	2	V	NA	F	D	0	0	0	NA	NA	NA	NA
V2Fx1820	2	V	NA	F	D	0	0	0	NA	NA	NA	NA
V2Fx1821	2	V	NA	F	D	0	0	0	NA	NA	NA	NA
V2Fx1822	2	V	NA	F	D	0	0	0	NA	NA	NA	NA
V2F811	2	V	6,7	F	P	0	0	0	1	NR	O	NA
V2F832	2	V	6,5	F	P	0	0	0	1	NR	O	NA
V2F833	2	V	6	F	P	0	0	0	1	NR	O	NA
V2F834	2	V	6,2	F	P	0	0	0	1	NR	O	NA
V2F390	2	V	6,4	F	P	1	1	1	NA	NA	NA	NA
V2F388	2	V	5,4	F	P	1	1	1	NA	NA	NA	NA
V2F389	2	V	7,5	F	P	1	1	1	NA	NA	NA	NA
V2F429	2	V	5,5	F	P	1	1	1	NA	NA	NA	NA
V2F434	2	V	6,1	F	P	1	1	1	NA	NA	NA	NA
V2F478	2	V	4,7	F	P	1	1	1	NA	NA	NA	NA
V2F497	2	V	4,5	F	P	1	1	1	NA	NA	NA	NA
V2F514	2	V	5,5	F	P	1	1	1	1	R	E	4
V2F515	2	V	3,5	F	P	1	1	1	1	R	PI	NA
V2F556	2	V	6,5	F	P	1	1	1	NA	NA	NA	NA
V2F562	2	V	5,7	F	P	1	1	1	NA	NR	R	NA
V2F597	2	V	5,9	F	P	1	1	1	1	R	E	2
V2F853	2	V	6	F	P	1	1	1	NA	NA	NA	NA
V2F972	2	V	9,8	F	P	1	1	1	1	NR	O	NA
V2F974	2	V	6,2	F	P	1	1	1	NA	NA	NA	NA
V2F980	2	V	6,3	F	P	1	1	1	NA	NA	NA	NA
V2F981	2	V	7,5	F	P	1	1	1	NA	NA	NA	NA
V2F637	2	V	5,6	F	P	1	1	1	1	NR	O	NA
V2F973	2	V	7,9	F	P	1	1	1	NA	NA	NA	NA
V2F350	2	V	6	F	P	2	2	2	NA	NA	NA	NA
V2F430	2	V	6,9	F	P	2	2	2	1	R	E	6
V2F493	2	V	5,7	F	P	2	2	2	1	R	E	5
V2F496	2	V	4,5	F	P	2	2	2	NA	NA	NA	NA
V2F495	2	V	5	F	P	2	2	2	NA	NA	NA	NA
V2F519	2	V	7	F	P	2	2	2	1	R	E	7
V2F554	2	V	6,9	F	P	2	2	2	1	R	E	8
V2F555	2	V	5,6	F	P	2	2	2	1	R	CP	9
V2F557	2	V	6,5	F	P	2	2	2	NA	NA	NA	NA
V2F585	2	V	5,2	F	P	2	2	2	1	R	E	5
V2F857	2	V	5,4	F	P	2	2	2	1	R	CP	6
V2F917	2	V	6,3	F	C	2	2	2	1	NR	O	NA
V2F426	2	V	6,8	F	P	2	3	3	NA	NA	NA	NA
V2F433	2	V	6,6	F	P	2	3	3	1	R	E	8
V2F596	2	V	6,1	F	P	2	3	3	1	R	E	6
V2F627	2	V	6	F	P	2	3	3	NA	NA	NA	NA
V2F969	2	V	7,2	F	P	2	3	3	NA	NA	NA	NA
V2F391	2	V	7,9	F	P	2	4	4	1	R	E	6
V2F479	2	V	6,6	F	P	2	4	4	1	R	E	8
V2F543	2	V	8,6	F	P	2	4	4	1	R	E	6
V2F598	2	V	6,6	F	P	2	4	4	1	R	E	7
V2F800	2	V	5,2	F	P	2	4	4	1	NR	O	NA
V2F492	2	V	6,5	F	P	2	4	5	1	R	E	8
V2F971	2	V	5,1	F	P	2	4	6	NA	NA	NA	NA
V2Mx1688	2	V	NA	M	D	0	0	0	NA	NA	NA	NA
V2Mx1689	2	V	NA	M	D	0	0	0	NA	NA	NA	NA
V2Mx1690	2	V	NA	M	D	0	0	0	NA	NA	NA	NA
V2Mx1715	2	V	NA	M	D	0	0	0	NA	NA	NA	NA
V2Mx1716	2	V	NA	M	D	0	0	0	NA	NA	NA	NA
V2Mx1717	2	V	NA	M	D	0	0	0	NA	NA	NA	NA
V2Mx1718	2	V	NA	M	D	0	0	0	NA	NA	NA	NA
V2Mx1729	2	V	NA	M	D	0	0	0	NA	NA	NA	NA
V2Mx1730	2	V	NA	M	D	0	0	0	NA	NA	NA	NA
V2Mx1731	2	V	NA	M	D	0	0	0	NA	NA	NA	NA
V2Mx1746	2	V	NA	M	D	0	0	0	NA	NA	NA	NA
V2Mx1747	2	V	NA	M	D	0	0	0	NA	NA	NA	NA
V2Mx1748	2	V	NA	M	D	0	0	0	NA	NA	NA	NA
V2Mx1765	2	V	NA	M	D	0	0	0	NA	NA	NA	NA
V2Mx1766	2	V	NA	M	D	0	0	0	NA	NA	NA	NA
V2Mx1767	2	V	NA	M	D	0	0	0	NA	NA	NA	NA
V2Mx1768	2	V	NA	M	D	0	0	0	NA	NA	NA	NA
V2Mx1769	2	V	NA	M	D	0	0	0	NA	NA	NA	NA
V2Mx1770	2	V	NA	M	D	0	0	0	NA	NA	NA	NA
V2Mx1771	2	V	NA	M	D	0	0	0	NA	NA	NA	NA
V2Mx1779	2	V	NA	M	D	0	0	0	NA	NA	NA	NA
V2Mx1780	2	V	NA	M	D	0	0	0	NA	NA	NA	NA
V2Mx1781	2	V	NA	M	D	0	0	0	NA	NA	NA	NA
V2Mx1789	2	V	NA	M	D	0	0	0	NA	NA	NA	NA
V2Mx1790	2	V	NA	M	D	0	0	0	NA	NA	NA	NA
V2Mx1791	2	V	NA	M	D	0	0	0	NA	NA	NA	NA
V2Mx1792	2	V	NA	M	D	0	0	0	NA	NA	NA	NA
V2Mx1793	2	V	NA	M	D	0	0	0	NA	NA	NA	NA
V2Mx1794	2	V	NA	M	D	0	0	0	NA	NA	NA	NA
V2Mx1795	2	V	NA	M	D	0	0	0	NA	NA	NA	NA
V2Mx1796	2	V	NA	M	D	0	0	0	NA	NA	NA	NA
V2Mx1797	2	V	NA	M	D	0	0	0	NA	NA	NA	NA
V2Mx1798	2	V	NA	M	D	0	0	0	NA	NA	NA	NA
V2Mx1799	2	V	NA	M	D	0	0	0	NA	NA	NA	NA
V2Mx1800	2	V	NA	M	D	0	0	0	NA	NA	NA	NA
V2Mx1801	2	V	NA	M	D	0	0	0	NA	NA	NA	NA
V2Mx1802	2	V	NA	M	D	0	0	0	NA	NA	NA	NA
V2Mx1803	2	V	NA	M	D	0	0	0	NA	NA	NA	NA
V2M801	2	V	9,1	M	P	0	0	0	NA	NA	NA	NA
V2M812	2	V	9,3	M	P	0	0	0	NA	NA	NA	NA
V2M810	2	V	8,2	M	P	0	0	0	NA	NA	NA	NA
V2M813	2	V	8,9	M	P	0	0	0	NA	NA	NA	NA
V2M815	2	V	7	M	P	0	0	0	NA	NA	NA	NA
V2M835	2	V	9	M	P	0	0	0	NA	NA	NA	NA
V2M836	2	V	7,5	M	P	0	0	0	NA	NA	NA	NA
V2M837	2	V	8,4	M	P	0	0	0	NA	NA	NA	NA
V2M349	2	V	6,5	M	P	1	1	1	NA	NA	NA	NA
V2M356	2	V	7	M	P	1	1	1	NA	NA	NA	NA
V2M427	2	V	7,2	M	P	1	1	1	NA	NA	NA	NA
V2M436	2	V	7,6	M	P	1	1	1	NA	NA	NA	NA
V2M431	2	V	7,7	M	P	1	1	1	NA	NA	NA	NA
V2M435	2	V	7,3	M	P	1	1	1	NA	NA	NA	NA
V2M494	2	V	7	M	P	1	1	1	NA	NA	NA	NA
V2M553	2	V	6,5	M	P	1	1	1	NA	NA	NA	NA
V2M563	2	V	7,7	M	P	1	1	1	NA	NA	NA	NA
V2M564	2	V	6,4	M	P	1	1	1	NA	NA	NA	NA
V2M586	2	V	6,2	M	P	1	1	1	NA	NA	NA	NA
V2M852	2	V	8,2	M	P	1	1	1	NA	NA	NA	NA
V2M879	2	V	4,3	M	P	1	1	1	NA	NA	NA	NA
V2M884	2	V	7	M	P	1	1	1	NA	NA	NA	NA
V2M881	2	V	6,5	M	P	1	1	1	NA	NA	NA	NA
V2M883	2	V	7,6	M	P	1	1	1	NA	NA	NA	NA
V2M885	2	V	6,2	M	P	1	1	1	NA	NA	NA	NA
V2M911	2	V	5,7	M	P	1	1	1	NA	NA	NA	NA
V2M943	2	V	9,6	M	P	1	1	1	NA	NA	NA	NA
V2M975	2	V	7,9	M	P	1	1	1	NA	NA	NA	NA
V2M988	2	V	8,1	M	P	1	1	1	NA	NA	NA	NA
V2M982	2	V	7	M	P	1	1	1	NA	NA	NA	NA
V2M1011	2	V	9	M	P	1	1	1	NA	NA	NA	NA
V2M814	2	V	8,4	M	P	1	1	1	NA	NA	NA	NA
V2M880	2	V	5,9	M	P	1	1	1	NA	NA	NA	NA
V2M882	2	V	6	M	P	1	1	1	NA	NA	NA	NA
V2M912	2	V	7,4	M	P	1	1	1	NA	NA	NA	NA
V2M387	2	V	6,5	M	P	2	2	2	NA	NA	NA	NA
V2M428	2	V	6,2	M	P	2	2	2	NA	NA	NA	NA
V2M432	2	V	6,9	M	P	2	2	2	NA	NA	NA	NA
V2M631	2	V	7,7	M	P	2	2	2	NA	NA	NA	NA
V2M921	2	V	8,3	M	P	2	2	2	NA	NA	NA	NA
V2M491	2	V	7,5	M	P	2	3	3	NA	NA	NA	NA
V2M565	2	V	6,8	M	P	2	3	3	NA	NA	NA	NA
V2M348	2	V	7,4	M	P	2	4	4	NA	NA	NA	NA
V2NIx1694	2	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V2NIx1695	2	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V2NIx1696	2	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V2NIx1697	2	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V2NIx1698	2	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V2NIx1699	2	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V2NIx1700	2	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V2NIx1701	2	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V2NIx1702	2	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V2NIx1703	2	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V2NIx1704	2	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V2NIx1705	2	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V2NIx1706	2	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V2NIx1707	2	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V2NIx1708	2	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V2NIx1709	2	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V2NIx1710	2	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V2NIx1711	2	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V2NIx1712	2	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V2NIx1713	2	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V2NIx1714	2	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V2NIx1724	2	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V2NIx1725	2	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V2NIx1738	2	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V2NIx1739	2	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V2NIx1740	2	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V2NIx1741	2	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V2NIx1742	2	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V2NIx1743	2	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V2NIx1744	2	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V2NIx1745	2	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V2NIx1752	2	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V2NIx1753	2	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V2NIx1754	2	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V2NIx1755	2	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V2NIx1756	2	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V2NIx1757	2	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V2NIx1758	2	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V2NIx1759	2	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V2NIx1760	2	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V2NIx1761	2	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V2NIx1762	2	V	NA	NI	D	0	0	0	NA	NA	NA	NA
D3Fx2393	3	D	NA	F	D	0	0	0	NA	NA	NA	NA
D3Fx2394	3	D	NA	F	D	0	0	0	NA	NA	NA	NA
D3Fx2395	3	D	NA	F	D	0	0	0	NA	NA	NA	NA
D3Fx2396	3	D	NA	F	D	0	0	0	NA	NA	NA	NA
D3Fx2397	3	D	NA	F	D	0	0	0	NA	NA	NA	NA
D3Fx2398	3	D	NA	F	D	0	0	0	NA	NA	NA	NA
D3Fx2399	3	D	NA	F	D	0	0	0	NA	NA	NA	NA
D3Fx2400	3	D	NA	F	D	0	0	0	NA	NA	NA	NA
D3Fx2402	3	D	NA	F	D	0	0	0	NA	NA	NA	NA
D3Fx2403	3	D	NA	F	D	0	0	0	NA	NA	NA	NA
D3Fx2404	3	D	NA	F	D	0	0	0	NA	NA	NA	NA
D3Fx2412	3	D	NA	F	D	0	0	0	NA	NA	NA	NA
D3Fx2413	3	D	NA	F	D	0	0	0	NA	NA	NA	NA
D3Fx2414	3	D	NA	F	D	0	0	0	NA	NA	NA	NA
D3Fx2423	3	D	NA	F	D	0	0	0	NA	NA	NA	NA
D3Fx2424	3	D	NA	F	D	0	0	0	NA	NA	NA	NA
D3Fx2425	3	D	NA	F	D	0	0	0	NA	NA	NA	NA
D3Fx2426	3	D	NA	F	D	0	0	0	NA	NA	NA	NA
D3Fx2427	3	D	NA	F	D	0	0	0	NA	NA	NA	NA
D3Fx2428	3	D	NA	F	D	0	0	0	NA	NA	NA	NA
D3Fx2429	3	D	NA	F	D	0	0	0	NA	NA	NA	NA
D3Fx2432	3	D	NA	F	D	0	0	0	NA	NA	NA	NA
D3Fx2438	3	D	NA	F	D	0	0	0	NA	NA	NA	NA
D3Fx2441	3	D	NA	F	D	0	0	0	NA	NA	NA	NA
D3Fx2442	3	D	NA	F	D	0	0	0	NA	NA	NA	NA
D3Fx2443	3	D	NA	F	D	0	0	0	NA	NA	NA	NA
D3Fx2444	3	D	NA	F	D	0	0	0	NA	NA	NA	NA
D3Fx2450	3	D	NA	F	D	0	0	0	NA	NA	NA	NA
D3Fx2451	3	D	NA	F	D	0	0	0	NA	NA	NA	NA
D3Fx2454	3	D	NA	F	D	0	0	0	NA	NA	NA	NA
D3Fx2455	3	D	NA	F	D	0	0	0	NA	NA	NA	NA
D3Fx2456	3	D	NA	F	D	0	0	0	NA	NA	NA	NA
D3Fx2457	3	D	NA	F	D	0	0	0	NA	NA	NA	NA
D3Fx2458	3	D	NA	F	D	0	0	0	NA	NA	NA	NA
D3Fx2466	3	D	NA	F	D	0	0	0	NA	NA	NA	NA
D3Fx2467	3	D	NA	F	D	0	0	0	NA	NA	NA	NA
D3Fx2468	3	D	NA	F	D	0	0	0	NA	NA	NA	NA
D3Fx2469	3	D	NA	F	D	0	0	0	NA	NA	NA	NA
D3Fx2470	3	D	NA	F	D	0	0	0	NA	NA	NA	NA
D3Fx2471	3	D	NA	F	D	0	0	0	NA	NA	NA	NA
D3Fx2472	3	D	NA	F	D	0	0	0	NA	NA	NA	NA
D3Fx2473	3	D	NA	F	D	0	0	0	NA	NA	NA	NA
D3Fx2474	3	D	NA	F	D	0	0	0	NA	NA	NA	NA
D3F1306	3	D	5,1	F	P	0	0	0	NA	NA	NA	NA
D3F1246	3	D	5,9	F	C	0	0	0	NA	NA	NA	NA
D3F1252	3	D	6,1	F	C	0	0	0	NA	NA	NA	NA
D3F1254	3	D	6,1	F	C	0	0	0	NA	NA	NA	NA
D3F1259	3	D	6	F	C	0	0	0	1	NR	O	NA
D3F1266	3	D	5,2	F	C	0	0	0	1	NR	O	NA
D3F1280	3	D	5,4	F	C	0	0	0	1	NR	O	NA
D3F1282	3	D	6	F	C	0	0	0	1	NR	O	NA
D3F1286	3	D	6,2	F	C	0	0	0	1	NR	O	NA
D3F1292	3	D	5,4	F	C	0	0	0	1	NR	O	NA
D3F1289	3	D	5,3	F	C	0	0	0	1	NR	O	NA
D3F1297	3	D	6,1	F	P	0	0	0	NA	NA	NA	NA
D3F1301	3	D	6,1	F	C	0	0	0	NA	NA	NA	NA
D3F1303	3	D	6,2	F	C	0	0	0	NA	NA	NA	NA
D3F1316	3	D	5,2	F	C	0	0	0	1	NR	O	NA
D3F1318	3	D	6	F	C	0	0	0	NA	NA	NA	NA
D3F1323	3	D	5,5	F	P	0	0	0	1	NR	O	NA
D3F1330	3	D	5,9	F	P	0	0	0	1	NR	O	NA
D3F1375	3	D	6,4	F	C	0	0	0	1	NR	O	NA
D3F1376	3	D	4,6	F	P	0	0	0	1	NR	O	NA
D3F1349	3	D	5,3	F	P	0	0	0	1	NR	O	NA
D3F1372	3	D	4	F	P	0	0	0	1	NR	O	NA
D3F1369	3	D	6	F	P	0	0	0	1	NR	O	NA
D3F1373	3	D	4	F	P	0	0	0	1	NR	O	NA
D3F1405	3	D	6,1	F	P	0	0	0	1	NR	O	NA
D3F1424	3	D	5,9	F	C	0	0	0	1	NR	O	NA
D3F1418	3	D	6	F	P	0	0	0	1	NR	O	NA
D3F1435	3	D	5,6	F	P	0	0	0	1	NR	O	NA
D3F1431	3	D	4,3	F	P	0	0	0	NA	NA	NA	NA
D3F1440	3	D	5,2	F	C	0	0	0	NA	NA	NA	NA
D3F1028	3	D	6,1	F	P	1	1	1	1	R	PI	NA
D3F1032	3	D	5,6	F	P	1	1	1	1	NR	O	NA
D3F1033	3	D	6,1	F	P	1	1	1	1	NR	O	NA
D3F1034	3	D	5	F	P	1	1	1	1	R	E	5
D3F1041	3	D	7,3	F	P	1	1	1	1	NR	O	NA
D3F1075	3	D	5,8	F	P	1	1	1	1	R	PI	NA
D3F1074	3	D	6	F	P	1	1	1	1	R	PI	NA
D3F1079	3	D	6	F	C	1	1	1	1	R	PI	NA
D3F1086	3	D	6,1	F	P	1	1	1	1	NR	O	NA
D3F1073	3	D	3,5	F	P	1	1	1	1	R	PI	NA
D3F1088	3	D	6	F	P	1	1	1	NA	NA	NA	NA
D3F1103	3	D	5,4	F	C	1	1	1	1	R	PI	NA
D3F1106	3	D	5,6	F	P	1	1	1	1	NR	O	NA
D3F1114	3	D	4,9	F	P	1	1	1	1	R	PI	NA
D3F1116	3	D	6,1	F	C	1	1	1	NA	NA	NA	NA
D3F1126	3	D	5,5	F	P	1	1	1	1	R	PI	NA
D3F1125	3	D	6,9	F	P	1	1	1	1	R	E	4
D3F1135	3	D	5,5	F	P	1	1	1	1	R	E	1
D3F1140	3	D	5,6	F	P	1	1	1	1	R	E	2
D3F1145	3	D	5	F	P	1	1	1	1	R	E	5
D3F1159	3	D	5,5	F	P	1	1	1	1	R	E	5
D3F1181	3	D	6,1	F	P	1	1	1	1	R	E	5
D3F1205	3	D	6,8	F	P	1	1	1	1	R	E	4
D3F1442	3	D	6,2	F	C	1	1	1	NA	NA	NA	NA
D3F1457b	3	D	6,5	F	P	1	1	1	1	NR	O	NA
D3F1456	3	D	4,8	F	P	1	1	1	1	NR	O	NA
D3F1469	3	D	4,5	F	P	1	1	1	1	NR	O	NA
D3F1468	3	D	4,2	F	C	1	1	1	NA	NA	NA	NA
D3F1480	3	D	5,5	F	P	1	1	1	1	NR	O	NA
D3F1483	3	D	4,6	F	P	1	1	1	1	NR	O	NA
D3F1478	3	D	6	F	P	1	1	1	1	NR	O	NA
D3F1486	3	D	5,5	F	P	1	1	1	1	NR	O	NA
D3F1488	3	D	4,4	F	P	1	1	1	1	NR	O	NA
D3F1516	3	D	5,8	F	P	1	1	1	1	NR	O	NA
D3F1535	3	D	6,8	F	P	1	1	1	1	NR	O	NA
D3F1536	3	D	6,4	F	P	1	1	1	1	NR	O	NA
D3F1537	3	D	6,9	F	P	1	1	1	NA	NA	NA	NA
D3F1538	3	D	6,2	F	P	1	1	1	NA	NA	NA	NA
D3F1543	3	D	5,9	F	P	1	1	1	NA	NA	NA	NA
D3F1555	3	D	6	F	P	1	1	1	NA	NA	NA	NA
D3F1564	3	D	3,5	F	P	1	1	1	1	NR	O	NA
D3F1229	3	D	6,1	F	D	1	1	1	1	R	CP	5
D3F1230	3	D	6,5	F	D	1	1	1	1	NR	O	NA
D3F1234	3	D	5,2	F	P	1	1	1	1	R	CP	3
D3F1240	3	D	6,1	F	P	1	1	1	1	R	CP	3
D3F1260	3	D	6,5	F	C	1	1	1	1	R	CP	7
D3F1265	3	D	5,1	F	C	1	1	1	1	R	CP	5
D3F1262	3	D	5,2	F	P	1	1	1	1	R	CP	4
D3F1279	3	D	6,3	F	C	1	1	1	1	R	CP	8
D3F1287	3	D	5,9	F	C	1	1	1	1	NR	O	NA
D3F1294	3	D	5,4	F	C	1	1	1	NA	NA	NA	NA
D3F1298	3	D	6,4	F	P	1	1	1	NA	NA	NA	NA
D3F1309	3	D	5,2	F	C	1	1	1	NA	NA	NA	NA
D3F1417	3	D	6,5	F	C	1	1	1	1	R	CP	3
D3F1420	3	D	6,5	F	P	1	1	1	1	R	CP	2
D3F1460	3	D	4,7	F	P	1	1	1	NA	NA	NA	NA
D3F1514	3	D	6,5	F	P	1	1	1	1	R	CP	4
D3F1542	3	D	6,3	F	P	1	1	1	1	R	CP	4
D3F1562	3	D	6	F	P	1	1	1	1	R	CP	6
D3F1031	3	D	7,1	F	P	2	2	2	NA	NA	NA	NA
D3F1035	3	D	6,2	F	P	2	2	2	1	NR	O	NA
D3F1050	3	D	5,2	F	P	2	2	2	1	R	PI	NA
D3F1063	3	D	5	F	P	2	2	2	1	R	PI	NA
D3F1077	3	D	5,3	F	C	2	2	2	1	R	PI	NA
D3F1102	3	D	5,5	F	P	2	2	2	1	R	E	6
D3F1119	3	D	4,7	F	C	2	2	2	NA	NA	NA	NA
D3F1191	3	D	6	F	P	2	2	2	1	R	E	5
D3F1214	3	D	5,4	F	P	2	2	2	NA	NA	NA	NA
D3F1227	3	D	5,4	F	D	2	2	2	1	R	CP	3
D3F1325	3	D	6,4	F	C	2	2	2	1	R	CP	3
D3F1374	3	D	5,7	F	C	2	2	2	NA	NA	NA	NA
D3F1515	3	D	5,5	F	P	2	2	2	1	R	CP	4
D3F1512	3	D	6,1	F	C	2	2	2	NA	NA	NA	NA
D3F1146	3	D	6,5	F	P	2	3	3	1	R	E	5
D3F1179	3	D	7	F	P	2	3	3	1	R	E	7
D3F1250	3	D	6,8	F	C	2	3	3	1	R	CP	4
D3F1261	3	D	7,1	F	C	2	3	3	1	R	CP	5
