"Numéro";"Idren";"N° de Renard";"Saison";"Date";"saisonreprod";"GIC";"Lieu-Dit";"Communes";"id-SIG";"Poids";"Sexe";"Mode de Prél";"Allait Fdc";"Nbre d'Emb Fdc";"Prél Utérus";"Phase pré-implantatoire";"Nbre d'Emb";"Nbre de Cicat Année n";"Nbre de Resorp -tions";"Nbre de Cicat Année n-1";"Nbre de corps jaunes";"Prél Dent";"N° Mat";"Agedents";"Prél Yeux";"Age";"moisp"
191;"D0MI135";"I    135";"2000/2001";15/1/2001 00:00:00;0;"D";"Le bas rampont";"LOUVIGNE DE BAIS";;6.90;"M";"P";;;;;;;;;;"N";;;;;1
197;"D0MI138";"I    138";"2000/2001";17/1/2001 00:00:00;0;"D";"La maillardière";"TORCE";;5.50;"M";"P";;;;;;;;;;"N";;;;;1
198;"D0MI140";"I    140";"2000/2001";17/1/2001 00:00:00;0;"D";"La motte";"TORCE";;6.40;"M";"P";;;;;;;;;;"N";;;;;1
194;"D0MI141";"I    141";"2000/2001";16/1/2001 00:00:00;0;"D";"Villayet";"DOMAGNE";;7.50;"M";"P";;;;;;;;;;"N";;;;;1
207;"D0MI143";"I    143";"2000/2001";21/1/2001 00:00:00;0;"D";"La haute bodière";"SAINT DIDIER";;7.20;"M";"P";;;;;;;;;;"N";;;;;1
211;"D0MI144";"I    144";"2000/2001";22/1/2001 00:00:00;0;"D";"Les clos";"LOUVIGNE DE BAIS";;7.00;"M";"P";;;;;;;;;;"N";;;;;1
215;"D0MI145";"I    145";"2000/2001";23/1/2001 00:00:00;0;"D";"Guines";"SAINT DIDIER";;7.50;"M";"P";;;;;;;;;;"N";;;;;1
212;"D0MI147";"I    147";"2000/2001";22/1/2001 00:00:00;0;"D";"La foucheraie";"ESSE";;7.90;"M";"P";;;;;;;;;;"N";;;;;1
216;"D0MI148";"I    148";"2000/2001";23/1/2001 00:00:00;0;"D";"Le champ gaté";"ESSE";;8.50;"M";"P";;;;;;;;;;"N";;;;;1
89;"D0MI15";"I    15";"2000/2001";14/12/2000 00:00:00;0;"D";"La Jaille";"SAINT ARMEL";;;"M";"P";;;;;;;;;;"N";;;;;12
218;"D0MI150";"I    150";"2000/2001";23/1/2001 00:00:00;0;"D";"Monbeil";"BOISTRUDAN";;7.90;"M";"P";;;;;;;;;;"N";;;;;1
220;"D0MI155";"I    155";"2000/2001";23/1/2001 00:00:00;0;"D";"La cussonnière";"BOISTRUDAN";;7.00;"M";"P";;;;;;;;;;"N";;;;;1
221;"D0MI156";"I    156";"2000/2001";23/1/2001 00:00:00;0;"D";"Montaleron";"BOISTRUDAN";;9.10;"M";"P";;;;;;;;;;"N";;;;;1
205;"D0MI157";"I    157";"2000/2001";19/1/2001 00:00:00;0;"D";"Tayé";"SAINT AUBIN DU PAVAIL";;6.10;"M";"P";;;;;;;;;;"N";;;;;1
90;"D0MI16";"I    16";"2000/2001";15/12/2000 00:00:00;0;"D";"La Tertrais n";"NOYAL SUR VILAINE";;;"M";"P";;;;;;;;;;"N";;;;;12
226;"D0MI164";"I    164";"2000/2001";24/1/2001 00:00:00;0;"D";"La cogerie";"ESSE";;6.90;"M";"P";;;;;;;;;;"N";;;;;1
229;"D0MI168";"I    168";"2000/2001";24/1/2001 00:00:00;0;"D";"Lézé";"PIRE SUR SEICHE";;6.50;"M";"P";;;;;;;;;;"N";;;;;1
231;"D0MI169";"I    169";"2000/2001";25/1/2001 00:00:00;0;"D";"La giffardière";"ESSE";;8.10;"M";"P";;;;;;;;;;"N";;;;;1
91;"D0MI17";"I    17";"2000/2001";16/12/2000 00:00:00;0;"D";"Bénazé n";"NOYAL SUR VILAINE";;;"M";"P";;;;;;;;;;"N";;;;;12
236;"D0MI174";"I    174";"2000/2001";26/1/2001 00:00:00;0;"D";"La chouanière";"BOISTRUDAN";;6.80;"M";"P";;;;;;;;;;"N";;;;;1
249;"D0MI179";"I    179";"2000/2001";27/1/2001 00:00:00;0;"D";"Les landes";"PIRE SUR SEICHE";;6.40;"M";"P";;;;;;;;;;"N";;;;;1
239;"D0MI180";"I    180";"2000/2001";26/1/2001 00:00:00;0;"D";"La lande de taille";"BOISTRUDAN";;7.10;"M";"P";;;;;;;;;;"N";;;;;1
240;"D0MI182";"I    182";"2000/2001";26/1/2001 00:00:00;0;"D";"La cogerie";"ESSE";;7.60;"M";"P";;;;;;;;;;"N";;;;;1
251;"D0MI183";"I    183";"2000/2001";27/1/2001 00:00:00;0;"D";"Montaleron";"BOISTRUDAN";;6.50;"M";"P";;;;;;;;;;"N";;;;;1
263;"D0MI184";"I    184";"2000/2001";28/1/2001 00:00:00;0;"D";"La chouanière";"BOISTRUDAN";;8.90;"M";"P";;;;;;;;;;"N";;;;;1
252;"D0MI185";"I    185";"2000/2001";27/1/2001 00:00:00;0;"D";"La vielle cour";"BOISTRUDAN";;6.50;"M";"P";;;;;;;;;;"N";;;;;1
264;"D0MI187";"I    187";"2000/2001";28/1/2001 00:00:00;0;"D";"Le lattay";"ESSE";;8.20;"M";"P";;;;;;;;;;"N";;;;;1
254;"D0MI189";"I    189";"2000/2001";27/1/2001 00:00:00;0;"D";"Le gace";"SAINT AUBIN DU PAVAIL";;7.00;"M";"P";;;;;;;;;;"N";;;;;1
95;"D0MI19";"I    19";"2000/2001";18/12/2000 00:00:00;0;"D";"Bénazé n";"NOYAL SUR VILAINE";;;"M";"P";;;;;;;;;;"N";;;;;12
243;"D0MI192";"I    192";"2000/2001";26/1/2001 00:00:00;0;"D";"La métrie";"MOULINS";;6.00;"M";"P";;;;;;;;;;"A";".";"1";;1;1
245;"D0MI197";"I    197";"2000/2001";26/1/2001 00:00:00;0;"D";"Le grand fleuret";"BOISTRUDAN";;6.20;"M";"P";;;;;;;;;;"N";;;;;1
257;"D0MI198";"I    198";"2000/2001";27/1/2001 00:00:00;0;"D";"La roche au fées";"ESSE";;8.00;"M";"P";;;;;;;;;;"N";;;;;1
266;"D0MI200";"I    200";"2000/2001";28/1/2001 00:00:00;0;"D";"Monhunault";"PIRE SUR SEICHE";;6.00;"M";"P";;;;;;;;;;"N";;;;;1
267;"D0MI201";"I    201";"2000/2001";28/1/2001 00:00:00;0;"D";"Crevan";"PIRE SUR SEICHE";;7.10;"M";"P";;;;;;;;;;"N";;;;;1
246;"D0MI202";"I    202";"2000/2001";26/1/2001 00:00:00;0;"D";"La trancouillère";"BOISTRUDAN";;9.00;"M";"P";;;;;;;;;;"N";;;;;1
247;"D0MI203";"I    203";"2000/2001";26/1/2001 00:00:00;0;"D";"Le haut mombeil";"BOISTRUDAN";;7.60;"M";"P";;;;;;;;;;"N";;;;;1
275;"D0MI206";"I    206";"2000/2001";30/1/2001 00:00:00;0;"D";"La cussonnière p";"PIRE SUR SEICHE";;7.20;"M";"P";;;;;;;;;;"N";;;;;1
268;"D0MI207";"I    207";"2000/2001";29/1/2001 00:00:00;0;"D";"Lézé";"PIRE SUR SEICHE";;6.80;"M";"P";;;;;;;;;;"A";".";"0";;1;1
97;"D0MI21";"I    21";"2000/2001";19/12/2000 00:00:00;0;"D";"Les Penthières";"DOMAGNE";;;"M";"P";;;;;;;;;;"N";;;;;12
269;"D0MI210";"I    210";"2000/2001";29/1/2001 00:00:00;0;"D";"Rannée";"MOULINS";;6.80;"M";"P";;;;;;;;;;"A";".";"0";;1;1
276;"D0MI212";"I    212";"2000/2001";30/1/2001 00:00:00;0;"D";"Le bois de piré";"PIRE SUR SEICHE";;7.80;"M";"P";;;;;;;;;;"A";".";"1";;1;1
270;"D0MI213";"I    213";"2000/2001";29/1/2001 00:00:00;0;"D";"La haie";"DOMAGNE";;6.40;"M";"P";;;;;;;;;;"N";;;;;1
277;"D0MI215";"I    215";"2000/2001";30/1/2001 00:00:00;0;"D";"Le gace";"SAINT AUBIN DU PAVAIL";;7.00;"M";"P";;;;;;;;;;"N";;;;;1
272;"D0MI216";"I    216";"2000/2001";29/1/2001 00:00:00;0;"D";"La bihardière";"MOULINS";;6.50;"M";"P";;;;;;;;;;"A";".";"0";;1;1
279;"D0MI218";"I    218";"2000/2001";30/1/2001 00:00:00;0;"D";"La mottes";"BOISTRUDAN";;7.50;"M";"P";;;;;;;;;;"N";;;;;1
280;"D0MI221";"I    221";"2000/2001";30/1/2001 00:00:00;0;"D";"La grande boué";"CHANCE";;7.50;"M";"P";;;;;;;;;;"N";;;;;1
98;"D0MI23";"I    23";"2000/2001";19/12/2000 00:00:00;0;"D";"Les Hautes Vignes d";"DOMLOUP";;;"M";"P";;;;;;;;;;"N";;;;;12
99;"D0MI24";"I    24";"2000/2001";19/12/2000 00:00:00;0;"D";"Le Bas Fail";"DOMLOUP";;;"M";"P";;;;;;;;;;"N";;;;;12
282;"D0MI242";"I    242";"2000/2001";31/1/2001 00:00:00;0;"D";"La nachardière";"ESSE";;6.80;"M";"P";;;;;;;;;;"A";".";"0";;1;1
101;"D0MI26";"I    26";"2000/2001";20/12/2000 00:00:00;0;"D";"Le Bas Fail";"DOMLOUP";;;"M";"P";;;;;;;;;;"N";;;;;12
102;"D0MI27";"I    27";"2000/2001";20/12/2000 00:00:00;0;"D";"Le clos Roualt d";"DOMLOUP";;;"M";"P";;;;;;;;;;"N";;;;;12
68;"D0MI3";"I    3";"2000/2001";4/12/2000 00:00:00;0;"D";"Le clos Roualt n";"NOYAL SUR VILAINE";;;"M";"P";;;;;;;;;;"N";;;;;12
111;"D0MI32";"I    32";"2000/2001";24/12/2000 00:00:00;0;"D";"La Roche";"CHATEAUGIRON";;;"M";"P";;;;;;;;;;"N";;;;;12
116;"D0MI34";"I    34";"2000/2001";26/12/2000 00:00:00;0;"D";"Vezin n";"NOYAL SUR VILAINE";;;"M";"P";;;;;;;;;;"N";;;;;12
118;"D0MI37";"I    37";"2000/2001";27/12/2000 00:00:00;0;"D";"Les Hautes Vignes d";"DOMLOUP";;;"M";"P";;;;;;;;;;"N";;;;;12
120;"D0MI38";"I    38";"2000/2001";28/12/2000 00:00:00;0;"D";"La Ménerie n";"NOYAL SUR VILAINE";;;"M";"P";;;;;;;;;;"N";;;;;12
70;"D0MI4";"I    4";"2000/2001";7/12/2000 00:00:00;0;"D";"La Barbotais";"NOUVOITOU";;;"M";"P";;;;;;;;;;"N";;;;;12
138;"D0MI41";"I    41";"2000/2001";2/1/2001 00:00:00;0;"D";"Vezin n";"NOYAL SUR VILAINE";;;"M";"P";;;;;;;;;;"N";;;;;1
105;"D0MI42";"I    42";"2000/2001";22/12/2000 00:00:00;0;"D";"Beaujardin";"CHATEAUGIRON";;;"M";"P";;;;;;;;;;"N";;;;;12
108;"D0MI44";"I    44";"2000/2001";23/12/2000 00:00:00;0;"D";"Les Perdriotais";"CHATEAUGIRON";;;"M";"P";;;;;;;;;;"N";;;;;12
72;"D0MI46";"I    46";"2000/2001";8/12/2000 00:00:00;0;"D";"Le Val au Croyal n";"NOYAL SUR VILAINE";;;"M";"P";;;;;;;;;;"N";;;;;12
119;"D0MI49";"I    49";"2000/2001";27/12/2000 00:00:00;0;"D";"Le Val au Croyal n";"NOYAL SUR VILAINE";;;"M";"P";;;;;;;;;;"N";;;;;12
94;"D0MI50";"I    50";"2000/2001";17/12/2000 00:00:00;0;"D";"La Richardière n";"NOYAL SUR VILAINE";;;"M";"P";;;;;;;;;;"N";;;;;12
104;"D0MI53";"I    53";"2000/2001";21/12/2000 00:00:00;0;"D";"La Tertrais n";"NOYAL SUR VILAINE";;;"M";"P";;;;;;;;;;"N";;;;;12
69;"D0MI57";"I    57";"2000/2001";6/12/2000 00:00:00;0;"D";"La Déroterie";"DOMAGNE";;;"M";"P";;;;;;;;;;"N";;;;;12
74;"D0MI58";"I    58";"2000/2001";8/12/2000 00:00:00;0;"D";"La Déroterie";"DOMAGNE";;;"M";"P";;;;;;;;;;"N";;;;;12
122;"D0MI61";"I    61";"2000/2001";28/12/2000 00:00:00;0;"D";"Homelais";"OSSE";;;"M";"P";;;;;;;;;;"N";;;;;12
123;"D0MI62";"I    62";"2000/2001";28/12/2000 00:00:00;0;"D";"La chesnais";"DOMAGNE";;;"M";"P";;;;;;;;;;"N";;;;;12
133;"D0MI66";"I    66";"2000/2001";1/1/2001 00:00:00;0;"D";"La peltrie";"DOMAGNE";;8.70;"M";"P";;;;;;;;;;"N";;;;;1
130;"D0MI68";"I    68";"2000/2001";31/12/2000 00:00:00;0;"D";"La tertrais n";"NOYAL SUR VILAINE";;6.50;"M";"P";;;;;;;;;;"N";;;;;12
131;"D0MI69";"I    69";"2000/2001";31/12/2000 00:00:00;0;"D";"La basse pilais";"CHANTEPIE";;6.00;"M";"P";;;;;;;;;;"N";;;;;12
76;"D0MI7";"I    7";"2000/2001";8/12/2000 00:00:00;0;"D";"La Jaille";"SAINT ARMEL";;;"M";"P";;;;;;;;;;"N";;;;;12
135;"D0MI70";"I    70";"2000/2001";1/1/2001 00:00:00;0;"D";"La basse pilais";"CHANTEPIE";;7.20;"M";"P";;;;;;;;;;"N";;;;;1
136;"D0MI72";"I    72";"2000/2001";1/1/2001 00:00:00;0;"D";"Le Val au Croyal n";"NOYAL SUR VILAINE";;7.50;"M";"P";;;;;;;;;;"N";;;;;1
151;"D0MI75";"I    75";"2000/2001";7/1/2001 00:00:00;0;"D";"Beauvais";"SAINT DIDIER";;7.90;"M";"P";;;;;;;;;;"N";;;;;1
140;"D0MI76";"I    76";"2000/2001";3/1/2001 00:00:00;0;"D";"Launay c";"CHATEAUGIRON";;7.80;"M";"P";;;;;;;;;;"N";;;;;1
141;"D0MI77";"I    77";"2000/2001";3/1/2001 00:00:00;0;"D";"Gervis n";"NOYAL SUR VILAINE";;8.20;"M";"P";;;;;;;;;;"N";;;;;1
142;"D0MI78";"I    78";"2000/2001";4/1/2001 00:00:00;0;"D";"La chesnais";"DOMAGNE";;7.00;"M";"P";;;;;;;;;;"N";;;;;1
145;"D0MI81";"I    81";"2000/2001";5/1/2001 00:00:00;0;"D";"La basse pilais";"CHANTEPIE";;8.00;"M";"P";;;;;;;;;;"N";;;;;1
146;"D0MI82";"I    82";"2000/2001";5/1/2001 00:00:00;0;"D";"Le plessix gallerand";"SAINT DIDIER";;8.20;"M";"P";;;;;;;;;;"N";;;;;1
148;"D0MI84";"I    84";"2000/2001";6/1/2001 00:00:00;0;"D";"Bas mardeaux";"SAINT AUBIN DU PAVAIL";;6.20;"M";"P";;;;;;;;;;"N";;;;;1
149;"D0MI85";"I    85";"2000/2001";6/1/2001 00:00:00;0;"D";"Vielle oreille";"CHANTEPIE";;6.80;"M";"P";;;;;;;;;;"N";;;;;1
152;"D0MI86";"I    86";"2000/2001";7/1/2001 00:00:00;0;"D";"Lourme";"DOMAGNE";;7.30;"M";"P";;;;;;;;;;"N";;;;;1
154;"D0MI88";"I    88";"2000/2001";7/1/2001 00:00:00;0;"D";"La garenne";"LOUVIGNE DE BAIS";;5.40;"M";"P";;;;;;;;;;"N";;;;;1
156;"D0MI90";"I    90";"2000/2001";8/1/2001 00:00:00;0;"D";"Narbonne";"CHANTEPIE";;6.40;"M";"P";;;;;;;;;;"N";;;;;1
158;"D0MI92";"I    92";"2000/2001";8/1/2001 00:00:00;0;"D";"Laubourgère";"DOMAGNE";;7.40;"M";"P";;;;;;;;;;"N";;;;;1
160;"D0MI93";"I    93";"2000/2001";9/1/2001 00:00:00;0;"D";"La hardouillère";"DOMAGNE";;7.00;"M";"P";;;;;;;;;;"N";;;;;1
163;"D0MI96";"I    96";"2000/2001";9/1/2001 00:00:00;0;"D";"La haute bodinière";"SAINT DIDIER";;6.80;"M";"P";;;;;;;;;;"N";;;;;1
174;"D0MI98";"I    98";"2000/2001";10/1/2001 00:00:00;0;"D";"La motte";"TORCE";;6.40;"M";"P";;;;;;;;;;"N";;;;;1
2;"D0Mx2";"x";"2000/2001";30/4/2000 00:00:00;0;"D";;"BOISTRUDAN";;;"M";"D";;;;;;;;;;"N";;"0";;0;4
24;"D0Mx24";"x";"2000/2001";30/4/2000 00:00:00;0;"D";;"ESSE";;;"M";"D";;;;;;;;;;"N";;"0";;0;4
26;"D0Mx26";"x";"2000/2001";30/4/2000 00:00:00;0;"D";;"LOUVIGNE DE BAIS";;;"M";"D";;;;;;;;;;"N";;"0";;0;4
27;"D0Mx27";"x";"2000/2001";30/4/2000 00:00:00;0;"D";;"LOUVIGNE DE BAIS";;;"M";"D";;;;;;;;;;"N";;"0";;0;4
28;"D0Mx28";"x";"2000/2001";30/4/2000 00:00:00;0;"D";;"LOUVIGNE DE BAIS";;;"M";"D";;;;;;;;;;"N";;"0";;0;4
29;"D0Mx29";"x";"2000/2001";30/4/2000 00:00:00;0;"D";;"LOUVIGNE DE BAIS";;;"M";"D";;;;;;;;;;"N";;"0";;0;4
3;"D0Mx3";"x";"2000/2001";30/4/2000 00:00:00;0;"D";;"BOISTRUDAN";;;"M";"D";;;;;;;;;;"N";;"0";;0;4
30;"D0Mx30";"x";"2000/2001";30/4/2000 00:00:00;0;"D";;"LOUVIGNE DE BAIS";;;"M";"D";;;;;;;;;;"N";;"0";;0;4
31;"D0Mx31";"x";"2000/2001";30/4/2000 00:00:00;0;"D";;"LOUVIGNE DE BAIS";;;"M";"D";;;;;;;;;;"N";;"0";;0;4
5;"D0Mx5";"x";"2000/2001";30/4/2000 00:00:00;0;"D";;"DOMAGNE";;;"M";"D";;;;;;;;;;"N";;"0";;0;4
51;"D0Mx51";"x";"2000/2001";30/4/2000 00:00:00;0;"D";;"NOYAL SUR VILAINE";;;"M";"D";;;;;;;;;;"N";;"0";;0;4
52;"D0Mx52";"x";"2000/2001";30/4/2000 00:00:00;0;"D";;"NOYAL SUR VILAINE";;;"M";"D";;;;;;;;;;"N";;"0";;0;4
53;"D0Mx53";"x";"2000/2001";30/4/2000 00:00:00;0;"D";;"NOYAL SUR VILAINE";;;"M";"D";;;;;;;;;;"N";;"0";;0;4
54;"D0Mx54";"x";"2000/2001";30/4/2000 00:00:00;0;"D";;"NOYAL SUR VILAINE";;;"M";"D";;;;;;;;;;"N";;"0";;0;4
55;"D0Mx55";"x";"2000/2001";30/4/2000 00:00:00;0;"D";;"NOYAL SUR VILAINE";;;"M";"D";;;;;;;;;;"N";;"0";;0;4
56;"D0Mx56";"x";"2000/2001";30/4/2000 00:00:00;0;"D";;"NOYAL SUR VILAINE";;;"M";"D";;;;;;;;;;"N";;"0";;0;4
57;"D0Mx57";"x";"2000/2001";30/4/2000 00:00:00;0;"D";;"NOYAL SUR VILAINE";;;"M";"D";;;;;;;;;;"N";;"0";;0;4
58;"D0Mx58";"x";"2000/2001";30/4/2000 00:00:00;0;"D";;"NOYAL SUR VILAINE";;;"M";"D";;;;;;;;;;"N";;"0";;0;4
59;"D0Mx59";"x";"2000/2001";30/4/2000 00:00:00;0;"D";;"NOYAL SUR VILAINE";;;"M";"D";;;;;;;;;;"N";;"0";;0;4
6;"D0Mx6";"x";"2000/2001";30/4/2000 00:00:00;0;"D";;"DOMAGNE";;;"M";"D";;;;;;;;;;"N";;"0";;0;4
7;"D0Mx7";"x";"2000/2001";30/4/2000 00:00:00;0;"D";;"DOMAGNE";;;"M";"D";;;;;;;;;;"N";;"0";;0;4
8;"D0Mx8";"x";"2000/2001";30/4/2000 00:00:00;0;"D";;"DOMAGNE";;;"M";"D";;;;;;;;;;"N";;"0";;0;4
9;"D0Mx9";"x";"2000/2001";30/4/2000 00:00:00;0;"D";;"DOMAGNE";;;"M";"D";;;;;;;;;;"N";;"0";;0;4
16;"D0NIx16";"x";"2000/2001";30/4/2000 00:00:00;0;"D";;"CORPS NUDS";;;"NI";"D";;;"N";;;;;;;"N";;"0";;0;4
17;"D0NIx17";"x";"2000/2001";30/4/2000 00:00:00;0;"D";;"CORPS NUDS";;;"NI";"D";;;"N";;;;;;;"N";;"0";;0;4
18;"D0NIx18";"x";"2000/2001";30/4/2000 00:00:00;0;"D";;"CORPS NUDS";;;"NI";"D";;;"N";;;;;;;"N";;"0";;0;4
19;"D0NIx19";"x";"2000/2001";30/4/2000 00:00:00;0;"D";;"CORPS NUDS";;;"NI";"D";;;"N";;;;;;;"N";;"0";;0;4
20;"D0NIx20";"x";"2000/2001";30/4/2000 00:00:00;0;"D";;"CORPS NUDS";;;"NI";"D";;;"N";;;;;;;"N";;"0";;0;4
21;"D0NIx21";"x";"2000/2001";30/4/2000 00:00:00;0;"D";;"DOMAGNE";;;"NI";"D";;;"N";;;;;;;"N";;"0";;0;4
22;"D0NIx22";"x";"2000/2001";30/4/2000 00:00:00;0;"D";;"DOMAGNE";;;"NI";"D";;;"N";;;;;;;"N";;"0";;0;4
23;"D0NIx23";"x";"2000/2001";30/4/2000 00:00:00;0;"D";;"DOMLOUP";;;"NI";"D";;;"N";;;;;;;"N";;"0";;0;4
41;"D0NIx41";"x";"2000/2001";30/4/2000 00:00:00;0;"D";;"LOUVIGNE DE BAIS";;;"NI";"D";;;"N";;;;;;;"N";;"0";;0;4
42;"D0NIx42";"x";"2000/2001";30/4/2000 00:00:00;0;"D";;"LOUVIGNE DE BAIS";;;"NI";"D";;;"N";;;;;;;"N";;"0";;0;4
43;"D0NIx43";"x";"2000/2001";30/4/2000 00:00:00;0;"D";;"NOUVOITOU";;;"NI";"D";;;"N";;;;;;;"N";;"0";;0;4
44;"D0NIx44";"x";"2000/2001";30/4/2000 00:00:00;0;"D";;"NOUVOITOU";;;"NI";"D";;;"N";;;;;;;"N";;"0";;0;4
63;"D0NIx63";"x";"2000/2001";30/4/2000 00:00:00;0;"D";;"SAINT ARMEL";;;"NI";"D";;;"N";;;;;;;"N";;"0";;0;4
64;"D0NIx64";"x";"2000/2001";30/4/2000 00:00:00;0;"D";;"SAINT ARMEL";;;"NI";"D";;;"N";;;;;;;"N";;"0";;0;4
863;"D1F1";"1";"2001/2002";8/12/2001 00:00:00;1;"D";"L'Oisellière";"CHATEAUBOURG";;5.10;"F";"C";"N";;"N";;;;;;;"B";"381";"0";;0;12
978;"D1F111";"111";"2001/2002";29/12/2001 00:00:00;1;"D";"La Bestinière";"SAINT DIDIER";;5.90;"F";"P";"N";;"N";;;;;;;"N";;;;;12
871;"D1F12";"12";"2001/2002";10/12/2001 00:00:00;1;"D";"La Dommerie";"DOMLOUP";;7.00;"F";"P";"N";;"N";;;;;;;"B";"283";"4";;4;12
990;"D1F123";"123";"2001/2002";30/12/2001 00:00:00;1;"D";"La Mitellerie";"OSSE";;5.00;"F";"P";"N";;"N";;;;;;;"N";;;;;12
991;"D1F125";"125";"2001/2002";30/12/2001 00:00:00;1;"D";"Le Mesnil";"LOUVIGNE DE BAIS";;5.20;"F";"P";"N";;"N";;;;;;;"N";;;;;12
996;"D1F128";"128";"2001/2002";31/12/2001 00:00:00;1;"D";"La Sibonnière";"CORNILLE";;5.90;"F";"P";"N";;"N";;;;;;;"B";"299";"3";;3;12
992;"D1F129";"129";"2001/2002";30/12/2001 00:00:00;1;"D";"Le Bordage";"SERVON SUR VILAINE";;5.80;"F";"C";"N";;"N";;;;;;;"N";;;;;12
1006;"D1F138";"138";"2001/2002";2/1/2002 00:00:00;1;"D";"Le Petit Mas";"TORCE";;5.20;"F";"P";"N";;"N";;;;;;;"B";"436";"1";;1;1
1007;"D1F139";"139";"2001/2002";2/1/2002 00:00:00;1;"D";"La Beaudière";"SAINT DIDIER";;4.80;"F";"P";"N";;"N";;;;;;;"B";"433";"3";;3;1
868;"D1F14";"14";"2001/2002";9/12/2001 00:00:00;1;"D";;"BOISTRUDAN";;5.60;"F";"C";"N";;"N";;;;;;;"N";;;;;12
1008;"D1F140";"140";"2001/2002";2/1/2002 00:00:00;1;"D";"La Tizonnais";"SAINT DIDIER";;4.90;"F";"P";"N";;"N";;;;;;;"B";"443";"0";;1;1
862;"D1F1491";"1491";"2001/2002";2/12/2001 00:00:00;1;"D";"L'Oisellière";"CHATEAUBOURG";;7.00;"F";"C";"N";;"N";;;;;;;"B";"30";"3";;3;12
1045;"D1F155";"155";"2001/2002";9/1/2002 00:00:00;1;"D";"Le Petit Mardeaux";"SAINT AUBIN DU PAVAIL";;5.10;"F";"P";"N";;"N";;;;;;;"N";;;;;1
1040;"D1F158";"158";"2001/2002";7/1/2002 00:00:00;1;"D";"La Closerie";"PIRE SUR SEICHE";;5.00;"F";"P";"N";;"N";;;;;;;"B";"33";"0";;1;1
878;"D1F16";"16";"2001/2002";12/12/2001 00:00:00;1;"D";"Le Champ Grimault";"CESSON SEVIGNE";;5.10;"F";"P";"N";;"N";;;;;;;"N";;;;;12
1014;"D1F161";"161";"2001/2002";3/1/2002 00:00:00;1;"D";"La Valette";"DOMAGNE";;4.90;"F";"P";"N";;"N";;;;;;;"B";"207";"3";;3;1
1015;"D1F162";"162";"2001/2002";3/1/2002 00:00:00;1;"D";"Mesneuf";"SAINT DIDIER";;6.80;"F";"P";"N";;"N";;;;;;;"N";;;;;1
1022;"D1F169";"169";"2001/2002";5/1/2002 00:00:00;1;"D";"Les Valtais";"TORCE";;5.70;"F";"P";"N";;"N";;;;;;;"N";;;;;1
879;"D1F17";"17";"2001/2002";12/12/2001 00:00:00;1;"D";"Les Giqueslières";"DOMLOUP";;6.00;"F";"P";"N";;"N";;;;;;;"N";;;;;12
1031;"D1F177";"177";"2001/2002";6/1/2002 00:00:00;1;"D";;"NOYAL SUR VILAINE";;5.00;"F";"C";"N";;"N";;;;;;;"N";;;;;1
1032;"D1F178";"178";"2001/2002";6/1/2002 00:00:00;1;"D";;"NOYAL SUR VILAINE";;5.10;"F";"C";"N";;"N";;;;;;;"N";;;;;1
884;"D1F19";"19";"2001/2002";14/12/2001 00:00:00;1;"D";"Le Champ Grimault";"CESSON SEVIGNE";;4.20;"F";"P";"N";;"N";;;;;;;"N";;;;;12
1057;"D1F196";"196";"2001/2002";13/1/2002 00:00:00;1;"D";"La Vallée";"PIRE SUR SEICHE";;4.60;"F";"P";"N";;"N";;;;;;;"B";"161";"0";;1;1
1055;"D1F197";"197";"2001/2002";12/1/2002 00:00:00;1;"D";"Galache";"ESSE";;5.40;"F";"P";"N";;"N";;;;;;;"B";"164";"1";;1;1
1069;"D1F198";"198";"2001/2002";14/1/2002 00:00:00;1;"D";"La Guinais";"SAINT AUBIN DU PAVAIL";;4.10;"F";"P";"N";;"N";;;;;;;"B";"437";"0";;1;1
1079;"D1F199";"199";"2001/2002";15/1/2002 00:00:00;1;"D";"Le Haut Bois";"MOULINS";;5.60;"F";"P";"N";;"N";;;;;;;"B";"442";"1";;1;1
864;"D1F2";"2";"2001/2002";9/12/2001 00:00:00;1;"D";"Le Champ Gaté";"NOYAL SUR VILAINE";;5.40;"F";"C";"N";;"N";;;;;;;"B";"472";"1";;1;12
885;"D1F20";"20";"2001/2002";14/12/2001 00:00:00;1;"D";"La Bourgerie";"DOMLOUP";;5.00;"F";"P";"N";;"N";;;;;;;"B";"32";"5";;5;12
880;"D1F21";"21";"2001/2002";12/12/2001 00:00:00;1;"D";"La Lande";"DOMAGNE";;5.70;"F";"P";"N";;"N";;;;;;;"N";;;;;12
1122;"D1F236";"236";"2001/2002";21/1/2002 00:00:00;1;"D";"La Rouaudais";"CORPS NUDS";;5.60;"F";"P";"N";;"N";;;;;;;"B";"450";"0";;1;1
1102;"D1F237";"237";"2001/2002";18/1/2002 00:00:00;1;"D";"Le Haut Bois";"MOULINS";;4.40;"F";"P";"N";;"N";;;;;;;"B";"435";"0";;1;1
1103;"D1F238";"238";"2001/2002";18/1/2002 00:00:00;1;"D";"Galache";"ESSE";;5.40;"F";"P";"N";;"N";;;;;;;"B";"451";"1";;1;1
1104;"D1F240";"240";"2001/2002";18/1/2002 00:00:00;1;"D";"La Maudayais";"BOISTRUDAN";;6.20;"F";"P";"N";;"N";;;;;;;"B";"440";"5";;5;1
