"Numéro";"N° Etiquette";"Commune de Prélèvement";"GIC";"Mode Prélt";"Nom";"Date de Mort";"MOIS";"Saison";"saison reprod";"Poids";"Sexe";"Prvt Utérus";"Femelle Allaitante";"Foetus (DSV)";"Femelle non repro";"Phase pré-implan-tatoire";"Nbre d'Emb";"Nbre de res";"Nbre de Cicat Année n";"Nbre de cic de res ou de n-1";"Prvt Dent";"Agedents";"Remarques";"reprod";"nbrepro";"Age"
675;"847";"10213";"B";"P";"THIERRY";22/5/2007 00:00:00;5;2.00;3;4.50;"F";"O";"O";;;;;;"3";"3";"O";3.00;;"CP";3;3
676;"821";"10427";"B";"P";"COURTOT";23/5/2007 00:00:00;5;2.00;3;3.00;"M";;;;;;;;;;"O";1.00;;;;1
677;"849";"10401";"B";"P";"GERARD";26/5/2007 00:00:00;5;2.00;3;3.00;"F";"O";"O";;;;;;"6";;"O";2.00;;"CP";6;2
678;"819";"10401";"B";"P";"GERARD";7/6/2007 00:00:00;6;2.00;3;4.30;"M";;;;;;;;;;"O";2.00;;;;2
679;"841";"10213";"B";"P";"THIERRY";7/6/2007 00:00:00;6;2.00;3;;"F";"N";"N";;;;;;;;"N";;"EQUARRISSAGE";;;
680;"845";"10181";"S";"A";"LASSAIGNES";8/6/2007 00:00:00;6;2.00;3;5.00;"F";"O";"N";;;;;;"4";"1";"O";2.00;;"CP";4;2
681;"839";"10205";"B";"P";"BATKOWSKI";9/6/2007 00:00:00;6;2.00;3;;"F";"N";"N";;;;;;;;"N";;"EQUARRISSAGE";;;
682;"840";"10055";"B";"P";"FAUCHE";11/6/2007 00:00:00;6;2.00;3;5.55;"M";;;;;;;;;;"O";3.00;;;;3
683;"844";"10034";"B";"P";"LENOIR";11/6/2007 00:00:00;6;2.00;3;;"M";;;;;;;;;;"N";;"EQUARRISSAGE";;;
684;"846";"10401";"B";"P";"GERARD";11/6/2007 00:00:00;6;2.00;3;;"M";;;;;;;;;;"N";;"EQUARRISSAGE";;;
685;"838";"10205";"B";"P";"BILLIOUT";15/6/2007 00:00:00;6;2.00;3;;"F";"N";"N";;;;;;;;"N";;"EQUARRISSAGE";;;
686;"808";"10418";"S";"G";"TANREY";16/6/2007 00:00:00;6;2.00;3;5.69;"M";;;;;;;;;;"O";1.00;;;;1
687;"837";"10181";"S";"A";"LASSAIGNES";18/6/2007 00:00:00;6;2.00;3;5.40;"M";;;;;;;;;;"O";1.00;;;;1
688;"843";"10055";"B";"G";"RIVIERE";20/6/2007 00:00:00;6;2.00;3;4.69;"F";"O";"O";;;;;;"4";"3";"O";7.00;;"CP";4;7
689;"835";"10205";"B";"P";"BATKOWSKI";22/6/2007 00:00:00;6;2.00;3;;"F";"N";"N";;;;;;;;"N";;"EQUARRISSAGE";;;
690;"756";"10158";"S";"G";"JOUOT";23/6/2007 00:00:00;6;2.00;3;6.00;"M";;;;;;;;;;"O";5.00;;;;5
691;"757";"10158";"S";"G";"JOUOT";23/6/2007 00:00:00;6;2.00;3;5.94;"M";;;;;;;;;;"O";1.00;;;;1
692;"842";"10045";"B";"P";"CARRIC";25/6/2007 00:00:00;6;2.00;3;6.90;"M";;;;;;;;;;"O";2.00;;;;2
693;"754";"10331";"S";"G";"JOUOT";26/6/2007 00:00:00;6;2.00;3;5.19;"F";"O";"N";;;;;;"5";;"O";1.00;;"CP";5;1
694;"836";"10181";"S";"A";"LASSAIGNES";27/6/2007 00:00:00;6;2.00;3;8.50;"M";;;;;;;;;;"O";3.00;;;;3
695;"766";"10213";"B";"T";"PLOUVIEZ";29/6/2007 00:00:00;6;2.00;3;5.15;"F";"N";"N";;;;;;;;"O";2.00;;;;2
696;"797";"10438";"B";"T";"PLOUVIEZ";29/6/2007 00:00:00;6;2.00;3;5.40;"F";"O";"N";;;;;;"4";;"O";1.00;;"CP";4;1
697;"798";"10097";"B";"T";"PLOUVIEZ";29/6/2007 00:00:00;6;2.00;3;5.09;"F";"O";"N";;;;;;"5";;"O";1.00;;"CP";5;1
698;"799";"10034";"B";"T";"PLOUVIEZ";29/6/2007 00:00:00;6;2.00;3;4.80;"F";"O";"N";;;;;;"5";;"O";3.00;;"CP";5;3
699;"834";"10055";"B";"G";"RIVIERE";29/6/2007 00:00:00;6;2.00;3;4.75;"M";;;;;;;;;;"O";0.00;;;;0
700;"831";"10055";"B";"G";"RIVIERE";1/7/2007 00:00:00;7;2.00;3;6.19;"M";;;;;;;;;;"O";2.00;;;;2
701;"833";"10034";"S";"P";"SEURAT";1/7/2007 00:00:00;7;2.00;3;4.50;"F";"O";"N";;;;;;"6";;"O";1.00;;"CP";6;1
702;"832";"10205";"B";"P";"BATKOWSKI";2/7/2007 00:00:00;7;2.00;3;3.54;"F";"O";"N";;;;;;"4";;"O";1.00;;"CP";4;1
703;"501";"10097";"B";"T";"DOSSOT";7/7/2007 00:00:00;7;2.00;3;;"M";;;;;;;;;;"N";;"EQUARRISSAGE";;;
704;"508";"10159";"B";"T";"ROUSSELET";7/7/2007 00:00:00;7;2.00;3;;"M";;;;;;;;;;"N";;"EQUARRISSAGE";;;
705;"755";"10331";"S";"G";"JOUOT";8/7/2007 00:00:00;7;2.00;3;5.30;"F";"O";"N";;;;;;"5";"1";"O";2.00;;"CP";5;2
706;"830";"10055";"B";"G";"RIVIERE";9/7/2007 00:00:00;7;2.00;3;;"F";"N";"N";;;;;;;;"N";;"EQUARRISSAGE";;;
707;"792";"10034";"B";"T";"ROUSSELET";12/7/2007 00:00:00;7;2.00;3;4.34;"F";"O";"N";;"x";;;;;;"O";0.00;;"O";;0
708;"793";"10401";"B";"T";"ROUSSELET";12/7/2007 00:00:00;7;2.00;3;6.00;"M";;;;;;;;;;"O";3.00;;;;3
709;"796";"10438";"B";"T";"ROUSSELET";12/7/2007 00:00:00;7;2.00;3;4.19;"M";;;;;;;;;;"O";4.00;;;;4
710;"824";"10443";"S";"G";"MARTIN";13/7/2007 00:00:00;7;2.00;3;4.59;"F";"O";"N";;;;;;"6";;"O";5.00;;"CP";6;5
711;"825";"10443";"S";"G";"MARTIN";13/7/2007 00:00:00;7;2.00;3;6.90;"M";;;;;;;;;;"O";3.00;;;;3
712;"829";"10331";"S";"G";"JOUOT";13/7/2007 00:00:00;7;2.00;3;5.44;"F";"O";"N";;;;;;"2";;"O";7.00;;"CP";2;7
713;"873";"10215";"B";"P";"PIETREMONT";18/7/2007 00:00:00;7;2.00;3;5.90;"M";;;;;;;;;;"O";4.00;;;;4
714;"503";"10159";"B";"T";"ROUSSELET";19/7/2007 00:00:00;7;2.00;3;;"F";"N";"N";;;;;;;;"N";;"EQUARRISSAGE";;;
715;"490";"10376";"B";"T";"DOSSOT";24/7/2007 00:00:00;7;2.00;3;;"M";;;;;;;;;;"O";0.00;"Jeune Equarrissage";;;0
716;"492";"10045";"B";"T";"DOSSOT";24/7/2007 00:00:00;7;2.00;3;5.30;"M";;;;;;;;;;"O";0.00;;;;0
717;"874";"10418";"S";"G";"TANREY";24/7/2007 00:00:00;7;2.00;3;6.30;"M";;;;;;;;;;"O";4.00;;;;4
718;"828";"10158";"S";"G";"JOUOT";25/7/2007 00:00:00;7;2.00;3;;"M";;;;;;;;;;"N";;"Jeune Equarrissage";;;
719;"859";"10158";"S";"G";"PIROIT";26/7/2007 00:00:00;7;2.00;3;5.65;"M";;;;;;;;;;"O";2.00;;;;2
720;"785";"10438";"B";"T";"BERGERAT";27/7/2007 00:00:00;7;2.00;3;4.34;"F";"N";"N";;;;;;;;"N";;"Jeune ";;;
721;"X";"10252";"B";"A";"OLIVIER";27/7/2007 00:00:00;7;2.00;3;;"M";;;;;;;;;;"N";;"EQUARRISSAGE";;;
722;"X";"10252";"B";"A";"OLIVIER";27/7/2007 00:00:00;7;2.00;3;;"F";"N";"N";;;;;;;;"N";;"EQUARRISSAGE";;;
723;"505";"10034";"B";"T";"DOSSOT";2/8/2007 00:00:00;8;2.00;3;;"M";;;;;;;;;;"N";;"EQUARRISSAGE";;;
724;"506";"10034";"B";"T";"ROUSSELET";2/8/2007 00:00:00;8;2.00;3;;"F";"N";"N";;;;;;;;"N";;"EQUARRISSAGE";;;
725;"507";"10427";"B";"T";"DOSSOT";2/8/2007 00:00:00;8;2.00;3;;"F";"N";"N";;;;;;;;"N";;"EQUARRISSAGE";;;
726;"784";"10438";"B";"T";"BERGERAT";7/8/2007 00:00:00;8;2.00;3;4.84;"F";"O";"N";;;;;;"5";;"O";3.00;;"CP";5;3
727;"787";"10252";"B";"T";"BERGERAT";7/8/2007 00:00:00;8;2.00;3;6.59;"M";;;;;;;;;;"O";3.00;;;;3
728;"795";"10401";"B";"T";"ROUSSELET";9/8/2007 00:00:00;8;2.00;3;5.75;"M";;;;;;;;;;"O";2.00;;;;2
729;"877";"10069";"B";"G";"PICART";14/8/2007 00:00:00;8;2.00;3;;"F";"N";"N";;;;;;;;"N";;"EQUARRISSAGE";;;
730;"591";"10069";"B";"P";"PICART";23/8/2007 00:00:00;8;2.00;3;6.75;"M";;;;;;;;;;"O";7.00;;;;7
731;"782";"10438";"B";"T";"PLOUVIEZ";23/8/2007 00:00:00;8;2.00;3;6.34;"M";;;;;;;;;;"O";1.00;;;;1
732;"783";"10205";"B";"T";"PLOUVIEZ";23/8/2007 00:00:00;8;2.00;3;4.65;"M";;;;;;;;;;"O";0.00;;;;0
733;"806";"10205";"B";"P";"BATKOWSKI";27/8/2007 00:00:00;8;2.00;3;4.50;"F";"O";"N";;;;;;"5";"1";"O";3.00;;"CP";5;3
734;"786";"10213";"B";"T";"PLOUVIEZ";31/8/2007 00:00:00;8;2.00;3;5.75;"M";;;;;;;;;;"O";0.00;;;;0
735;"788";"10205";"B";"T";"PLOUVIEZ";31/8/2007 00:00:00;8;2.00;3;6.00;"F";"O";;;;;;;"2";;"O";7.00;;"CP";2;7
736;"789";"10215";"B";"T";"PLOUVIEZ";31/8/2007 00:00:00;8;2.00;3;4.59;"F";"N";;;;;;;;;"O";0.00;;;;0
737;"805";"10205";"B";"P";"BATKOWSKI";1/9/2007 00:00:00;9;2.00;3;4.50;"F";"N";"N";;;;;;;;"O";0.00;;;;0
738;"807";"10045";"B";"P";"CARRIC";1/9/2007 00:00:00;9;2.00;3;6.09;"M";;;;;;;;;;"O";1.00;;;;1
739;"592";"10213";"B";"P";"THIERRY";3/9/2007 00:00:00;9;2.00;3;4.59;"F";"N";"N";;;;;;;;"O";0.00;;;;0
740;"803";"10213";"B";"P";"THIERRY";3/9/2007 00:00:00;9;2.00;3;4.50;"F";"N";"N";;;;;;;;"O";0.00;;;;0
741;"804";"10205";"B";"P";"BATKOWSKI";4/9/2007 00:00:00;9;2.00;3;6.19;"M";;;;;;;;;;"O";0.00;;;;0
742;"781";"10213";"B";"T";"ROUSSELET";6/9/2007 00:00:00;9;2.00;3;4.50;"F";"N";"N";;;;;;;;"O";0.00;;;;0
743;"862";"10376";"B";"T";"DOSSOT";12/9/2007 00:00:00;9;2.00;3;5.59;"M";;;;;;;;;;"O";0.00;;;;0
744;"790";"10136";"B";"T";"ROUSSELET";15/9/2007 00:00:00;9;2.00;3;6.00;"M";;;;;;;;;;"O";0.00;;;;0
745;"802";"10181";"S";"A";"LASSAIGNES";17/9/2007 00:00:00;9;2.00;3;5.30;"M";;;;;;;;;;"O";1.00;;;;1
746;"791";"10205";"B";"T";"PLOUVIEZ";21/9/2007 00:00:00;9;2.00;3;4.09;"F";"N";"N";;;;;;;;"O";0.00;;;;0
747;"794";"10069";"B";"T";"PLOUVIEZ";21/9/2007 00:00:00;9;2.00;3;5.00;"M";;;;;;;;;;"O";0.00;;;;0
748;"865";"10252";"B";"T";"PLOUVIEZ";21/9/2007 00:00:00;9;2.00;3;4.34;"F";"N";"N";;;;;;;;"O";0.00;;;;0
749;"876";"10376";"B";"T";"PLOUVIEZ";21/9/2007 00:00:00;9;2.00;3;4.55;"F";"N";"N";;;;;;;;"O";0.00;;;;0
750;"827";"10331";"S";"C";"SOUEVRE";23/9/2007 00:00:00;9;2.00;3;5.44;"F";"N";;;;;;;;;"O";0.00;;;;0
751;"879";"10215";"B";"D";"MAREY";23/9/2007 00:00:00;9;2.00;3;5.40;"F";"N";"N";;;;;;;;"O";2.00;;;;2
752;"880";"10215";"B";"D";"MAREY";23/9/2007 00:00:00;9;2.00;3;4.59;"M";;;;;;;;;;"O";0.00;;;;0
753;"881";"10181";"S";"C";"LASSAIGNES";23/9/2007 00:00:00;9;2.00;3;6.15;"M";;;;;;;;;;"O";0.00;;;;0
754;"885";"10331";"S";"C";"THOREY";23/9/2007 00:00:00;9;2.00;3;7.19;"M";;;;;;;;;;"O";2.00;;;;2
755;"866";"10069";"B";"T";"ROUSSELET";26/9/2007 00:00:00;9;2.00;3;5.25;"M";;;;;;;;;;"O";0.00;;;;0
756;"867";"10136";"B";"T";"ROUSSELET";26/9/2007 00:00:00;9;2.00;3;5.90;"M";;;;;;;;;;"O";0.00;;;;0
757;"901";"10215";"B";"C";"MAREY";30/9/2007 00:00:00;9;2.00;3;5.40;"F";"N";"N";;;;;;;;"O";0.00;;;;0
758;"902";"10215";"B";"D";"MAREY";30/9/2007 00:00:00;9;2.00;3;6.94;"F";"N";"N";;;;;;;;"O";2.00;;;;2
759;"891";"10055";"B";"G";"RIVIERE";1/10/2007 00:00:00;10;3.00;3;5.00;"F";"N";"N";;;;;;;;"O";0.00;;;;0
760;"903";"10438";"B";"P";"BILLIOUT";1/10/2007 00:00:00;10;3.00;3;4.65;"M";;;;;;;;;;"O";0.00;;;;0
761;"905";"10055";"B";"G";"RIVIERE";1/10/2007 00:00:00;10;3.00;3;4.40;"M";;;;;;;;;;"O";0.00;;;;0
762;"890";"10213";"B";"C";"MOTTARD";7/10/2007 00:00:00;10;3.00;3;5.09;"F";"N";"N";;;;;;;;"O";0.00;;;;0
763;"893";"10215";"B";"C";"MAREY";7/10/2007 00:00:00;10;3.00;3;4.94;"F";"N";"N";;;;;;;;"O";0.00;;;;0
764;"895";"10069";"B";"P";"PICART";9/10/2007 00:00:00;10;3.00;3;;"NI";"N";;;;;;;;;"N";;"EQUARRISSAGE";;;
765;"896";"10205";"B";"P";"BATKOWSKI";9/10/2007 00:00:00;10;3.00;3;;"M";;;;;;;;;;"N";;"EQUARRISSAGE";;;
766;"888";"10215";"B";"T";"PLOUVIEZ";15/10/2007 00:00:00;10;3.00;3;;"F";"N";"N";;;;;;;;"N";;"EQUARRISSAGE";;;
767;"936";"10205";"B";"P";"BATKOWSKI";15/10/2007 00:00:00;10;3.00;3;;"F";"N";"N";;;;;;;;"N";;"EQUARRISSAGE";;;
768;"878";"10069";"B";"P";"PICART";16/10/2007 00:00:00;10;3.00;3;;"NI";"N";;;;;;;;;"N";;"EQUARRISSAGE";;;
769;"933";"10069";"B";"P";"PICART";16/10/2007 00:00:00;10;3.00;3;;"F";"N";"N";;;;;;;;"N";;"EQUARRISSAGE";;;
770;"931";"10069";"B";"P";"PICART";17/10/2007 00:00:00;10;3.00;3;;"F";"N";"N";;;;;;;;"N";;"EQUARRISSAGE";;;
771;"939";"10034";"B";"C";"LENOIR";17/10/2007 00:00:00;10;3.00;3;;"F";"N";"N";;;;;;;;"N";;"EQUARRISSAGE";;;
772;"882";"10215";"B";"T";"PLOUVIEZ";18/10/2007 00:00:00;10;3.00;3;;"F";"N";"N";;;;;;;;"N";;"EQUARRISSAGE";;;
773;"883";"10215";"B";"T";"PLOUVIEZ";18/10/2007 00:00:00;10;3.00;3;;"F";"N";"N";;;;;;;;"N";;"EQUARRISSAGE";;;
774;"884";"10069";"B";"T";"PLOUVIEZ";19/10/2007 00:00:00;10;3.00;3;;"M";;;;;;;;;;"N";;"EQUARRISSAGE";;;
775;"886";"10213";"B";"T";"PLOUVIEZ";19/10/2007 00:00:00;10;3.00;3;;"M";;;;;;;;;;"N";;"EQUARRISSAGE";;;
776;"889";"10159";"B";"T";"PLOUVIEZ";19/10/2007 00:00:00;10;3.00;3;;"F";"N";"N";;;;;;;;"N";;"EQUARRISSAGE";;;
777;"945";"10045";"B";"P";"CARRIC";19/10/2007 00:00:00;10;3.00;3;;"M";;;;;;;;;;"N";;"EQUARRISSAGE";;;
778;"929";"10045";"B";"C";"CARRIC";20/10/2007 00:00:00;10;3.00;3;;"F";"N";"N";;;;;;;;"N";;"EQUARRISSAGE";;;
779;"916";"10045";"B";"C";"CARRIC";21/10/2007 00:00:00;10;3.00;3;;"F";"N";"N";;;;;;;;"N";;"EQUARRISSAGE";;;
780;"919";"10310";"B";"P";"BILLIOUT";21/10/2007 00:00:00;10;3.00;3;;"F";"N";"N";;;;;;;;"N";;"EQUARRISSAGE";;;
781;"930";"10181";"S";"C";"LASSAIGNES";21/10/2007 00:00:00;10;3.00;3;;"NI";"N";;;;;;;;;"N";;"EQUARRISSAGE";;;
782;"938";"10358";"S";"C";"PHILBERT";21/10/2007 00:00:00;10;3.00;3;4.30;"M";;;;;;;;;;"O";0.00;;;;0
783;"943";"10358";"S";"C";"PHILBERT";21/10/2007 00:00:00;10;3.00;3;5.19;"M";;;;;;;;;;"O";1.00;;;;1
784;"946";"10136";"B";"V";"CHASTRAGNAT";21/10/2007 00:00:00;10;3.00;3;5.44;"M";;;;;;;;;;"O";0.00;;;;0
785;"917";"10401";"B";"C";"GILLOT";22/10/2007 00:00:00;10;3.00;3;;"M";;;;;;;;;;"N";;"EQUARRISSAGE";;;
786;"815";"10331";"S";"P";"JOUOT";23/10/2007 00:00:00;10;3.00;3;;"F";"N";"N";;;;;;;;"N";;"EQUARRISSAGE";;;
787;"927";"10097";"B";"P";"BILLIOUT";25/10/2007 00:00:00;10;3.00;3;;"F";"N";"N";;;;;;;;"N";;"EQUARRISSAGE";;;
788;"928";"10376";"B";"P";"BILLIOUT";25/10/2007 00:00:00;10;3.00;3;;"F";"N";"N";;;;;;;;"N";;"EQUARRISSAGE";;;
789;"864";"10213";"B";"P";"THIERRY";26/10/2007 00:00:00;10;3.00;3;;"NI";"N";;;;;;;;;"N";;"EQUARRISSAGE";;;
790;"924";"10213";"B";"P";"THIERRY";26/10/2007 00:00:00;10;3.00;3;;"NI";"N";;;;;;;;;"N";;"EQUARRISSAGE";;;
791;"918";"10358";"S";"C";"PHILBERT";28/10/2007 00:00:00;10;3.00;3;;"M";;;;;;;;;;"N";;"EQUARRISSAGE";;;
792;"920";"10181";"S";"V";"LASSAIGNES";28/10/2007 00:00:00;10;3.00;3;;"M";;;;;;;;;;"N";;"EQUARRISSAGE";;;
793;"921";"10181";"S";"C";"LASSAIGNES";28/10/2007 00:00:00;10;3.00;3;;"F";"N";;;;;;;;;"N";;"EQUARRISSAGE";;;
794;"922";"10181";"S";"C";"LASSAIGNES";28/10/2007 00:00:00;10;3.00;3;;"M";;;;;;;;;;"N";;"EQUARRISSAGE";;;
795;"923";"10055";"B";"C";"LEBON";28/10/2007 00:00:00;10;3.00;3;;"M";;;;;;;;;;"N";;"EQUARRISSAGE";;;
796;"932";"10358";"S";"C";"PHILBERT";28/10/2007 00:00:00;10;3.00;3;;"M";;;;;;;;;;"N";;"EQUARRISSAGE";;;
797;"934";"10427";"B";"C";"COURTOT";28/10/2007 00:00:00;10;3.00;3;;"NI";"N";;;;;;;;;"N";;"EQUARRISSAGE";;;
798;"935";"10252";"B";"C";"CAILLE";28/10/2007 00:00:00;10;3.00;3;;"NI";"N";;;;;;;;;"N";;"EQUARRISSAGE";;;
799;"868";"10401";"B";"T";"ROUSSELET";30/10/2007 00:00:00;10;3.00;3;;"F";"N";"N";;;;;;;;"N";;"EQUARRISSAGE";;;
800;"869";"10401";"B";"T";"ROUSSELET";30/10/2007 00:00:00;10;3.00;3;;"F";"N";"N";;;;;;;;"N";;"EQUARRISSAGE";;;
801;"870";"10401";"B";"T";"ROUSSELET";30/10/2007 00:00:00;10;3.00;3;;"M";;;;;;;;;;"N";;"EQUARRISSAGE";;;
802;"871";"10401";"B";"T";"ROUSSELET";30/10/2007 00:00:00;10;3.00;3;;"M";;;;;;;;;;"N";;"EQUARRISSAGE";;;
803;"872";"10401";"B";"T";"ROUSSELET";30/10/2007 00:00:00;10;3.00;3;;"M";;;;;;;;;;"N";;"EQUARRISSAGE";;;
804;"875";"10215";"B";"T";"ROUSSELET";30/10/2007 00:00:00;10;3.00;3;;"M";;;;;;;;;;"N";;"EQUARRISSAGE";;;
805;"925";"10363";"S";"C";"DEREZ";30/10/2007 00:00:00;10;3.00;3;;"NI";"N";;;;;;;;;"N";;"EQUARRISSAGE";;;
806;"904";"10438";"B";"T";"DOSSOT";8/11/2007 00:00:00;11;3.00;3;;"M";;;;;;;;;;"N";;"EQUARRISSAGE";;;
807;"944";"10358";"S";"C";"PHILBERT";8/11/2007 00:00:00;11;3.00;3;;"NI";"N";;;;;;;;;"N";;"EQUARRISSAGE";;;
808;"940";"10069";"B";"P";"PICART";9/11/2007 00:00:00;11;3.00;3;;"NI";"N";;;;;;;;;"N";;"EQUARRISSAGE";;;
809;"941";"10205";"B";"C";"OLIVIER";11/11/2007 00:00:00;11;3.00;3;;"NI";"N";;;;;;;;;"N";;"EQUARRISSAGE";;;
810;"942";"10055";"B";"P";"DEMETS";11/11/2007 00:00:00;11;3.00;3;;"F";"N";"N";;;;;;;;"N";;"EQUARRISSAGE";;;
811;"947";"10055";"B";"P";"DEMETS";11/11/2007 00:00:00;11;3.00;3;;"M";;;;;;;;;;"N";;"EQUARRISSAGE";;;
812;"892";"10376";"B";"T";"BAUDOUX";12/11/2007 00:00:00;11;3.00;3;7.19;"M";;;;;;;;;;"O";0.00;;;;0
813;"937";"10034";"S";"P";"SEURAT";12/11/2007 00:00:00;11;3.00;3;;"M";;;;;;;;;;"N";;"EQUARRISSAGE";;;
814;"894";"10232";"B";"T";"DOSSOT";13/11/2007 00:00:00;11;3.00;3;6.30;"M";;;;;;;;;;"O";0.00;;;;0
815;"950";"10136";"B";"T";"BAZIN";15/11/2007 00:00:00;11;3.00;3;6.44;"M";;;;;;;;;;"O";3.00;;;;3
816;"953";"10401";"B";"T";"BAZIN";15/11/2007 00:00:00;11;3.00;3;5.19;"M";;;;;;;;;;"O";1.00;;;;1
817;"955";"10401";"B";"T";"BAZIN";15/11/2007 00:00:00;11;3.00;3;6.59;"M";;;;;;;;;;"O";2.00;;;;2
818;"957";"10232";"B";"T";"BAZIN";15/11/2007 00:00:00;11;3.00;3;5.75;"M";;;;;;;;;;"O";0.00;;;;0
819;"958";"10205";"B";"T";"BAZIN";15/11/2007 00:00:00;11;3.00;3;5.75;"F";"N";"N";;;;;;;;"O";0.00;;;;0
820;"960";"10215";"B";"T";"BAZIN";15/11/2007 00:00:00;11;3.00;3;6.15;"M";;;;;;;;;;"O";1.00;;;;1
821;"961";"10438";"B";"T";"BAZIN";15/11/2007 00:00:00;11;3.00;3;4.90;"F";"N";"N";;;;;;;;"O";0.00;;;;0
822;"962";"10438";"B";"T";"BAZIN";15/11/2007 00:00:00;11;3.00;3;4.75;"M";;;;;;;;;;"O";0.00;;;;0
823;"966";"10432";"S";"P";"THOMAS";16/11/2007 00:00:00;11;3.00;3;5.59;"F";"N";"N";;;;;;;;"O";0.00;;;;0
824;"963";"10358";"S";"C";"PHILBERT";18/11/2007 00:00:00;11;3.00;3;3.84;"F";"N";"N";;;;;;;;"O";0.00;;;;0
825;"964";"10358";"S";"C";"PHILBERT";18/11/2007 00:00:00;11;3.00;3;6.25;"M";;;;;;;;;;"O";2.00;;;;2
826;"965";"10205";"B";"C";"OLIVIER";18/11/2007 00:00:00;11;3.00;3;5.05;"F";"N";"N";;;;;;;;"O";0.00;;;;0
827;"967";"10358";"S";"C";"PHILBERT";18/11/2007 00:00:00;11;3.00;3;6.00;"M";;;;;;;;;;"O";3.00;;;;3
828;"1015";"10034";"S";"P";"SEURAT";18/11/2007 00:00:00;11;3.00;3;6.00;"M";;;;;;;;;;"O";0.00;;;;0
829;"857";"10376";"B";"T";"DOSSOT";20/11/2007 00:00:00;11;3.00;3;5.05;"F";"N";"N";;;;;;;;"O";0.00;;;;0
830;"858";"10215";"B";"T";"DOSSOT";20/11/2007 00:00:00;11;3.00;3;4.75;"F";"N";"N";;;;;;;;"O";0.00;;;;0
831;"899";"10438";"B";"T";"DOSSOT";20/11/2007 00:00:00;11;3.00;3;4.90;"F";"N";"N";;;;;;;;"O";0.00;;;;0
832;"952";"10438";"B";"T";"ROUSSELET";22/11/2007 00:00:00;11;3.00;3;6.09;"F";"N";"N";;;;;;;;"O";3.00;;;;3
833;"956";"10215";"B";"T";"ROUSSELET";22/11/2007 00:00:00;11;3.00;3;6.80;"M";;;;;;;;;;"O";0.00;;;;0
834;"959";"10438";"B";"T";"ROUSSELET";22/11/2007 00:00:00;11;3.00;3;5.25;"M";;;;;;;;;;"O";1.00;;;;1
835;"968";"10205";"B";"P";"BATKOWSKI";23/11/2007 00:00:00;11;3.00;3;4.09;"F";"N";"N";;;;;;;;"O";0.00;;;;0
836;"973";"10055";"B";"P";"DEMETS";23/11/2007 00:00:00;11;3.00;3;6.25;"F";"N";"N";;;;;;;;"O";0.00;;;;0
837;"972";"10041";"B";"C";"BOITHIER";24/11/2007 00:00:00;11;3.00;3;4.19;"F";"N";"N";;;;;;;;"O";0.00;;;;0
838;"992";"10401";"B";"C";"GILLOT";25/11/2007 00:00:00;11;3.00;3;6.09;"M";;;;;;;;;;"O";0.00;;;;0
839;"985";"10401";"B";"T";"CHASTRAGNAT";26/11/2007 00:00:00;11;3.00;3;6.34;"M";;;;;;;;;;"O";0.00;;;;0
840;"993";"10427";"B";"P";"COURTOT";27/11/2007 00:00:00;11;3.00;3;5.40;"M";;;;;;;;;;"O";0.00;;;;0
841;"977";"10034";"S";"P";"SEURAT";28/11/2007 00:00:00;11;3.00;3;4.85;"M";;;;;;;;;;"O";0.00;;;;0
842;"1001";"10432";"S";"P";"THOMAS";28/11/2007 00:00:00;11;3.00;3;7.34;"M";;;;;;;;;;"O";1.00;;;;1
843;"1012";"10432";"S";"P";"THOMAS";28/11/2007 00:00:00;11;3.00;3;6.50;"M";;;;;;;;;;"O";0.00;;;;0
844;"948";"10401";"B";"T";"BERGERAT";29/11/2007 00:00:00;11;3.00;3;6.50;"M";;;;;;;;;;"O";0.00;;;;0
845;"949";"10041";"B";"T";"BERGERAT";29/11/2007 00:00:00;11;3.00;3;8.50;"F";"N";"N";;;;;;;;"O";0.00;;;;0
846;"951";"10438";"B";"T";"BERGERAT";29/11/2007 00:00:00;11;3.00;3;4.75;"F";"N";"N";;;;;;;;"O";0.00;;;;0
847;"954";"10438";"B";"T";"BERGERAT";29/11/2007 00:00:00;11;3.00;3;4.59;"F";"N";"N";;;;;;;;"O";0.00;;;;0
848;"974";"10401";"B";"T";"BERGERAT";29/11/2007 00:00:00;11;3.00;3;5.80;"F";"N";"N";;;;;;;;"O";0.00;;;;0
849;"975";"10401";"B";"T";"BERGERAT";29/11/2007 00:00:00;11;3.00;3;6.40;"M";;;;;;;;;;"O";0.00;;;;0
850;"959 BIS";"10438";"B";"T";"BERGERAT";29/11/2007 00:00:00;11;3.00;3;;"F";"N";"N";;;;;;;;"N";;"ERREUR SUR N°   DSV";;;
851;"1016";"10034";"B";"C";"LUCAS";1/12/2007 00:00:00;12;3.00;3;7.00;"F";"N";"N";;;;;;;;"O";0.00;;;;0
852;"861";"10376";"B";"T";"BAZIN";3/12/2007 00:00:00;12;3.00;3;5.80;"NI";"N";;;;;;;;;"O";0.00;;;;0
853;"863";"10045";"B";"T";"BAZIN";3/12/2007 00:00:00;12;3.00;3;5.69;"F";"N";"N";;;;;;;;"O";2.00;;;;2
854;"897";"10055";"B";"T";"DOSSOT";3/12/2007 00:00:00;12;3.00;3;6.94;"M";;"N";;;;;;;;"O";1.00;;;;1
