"Numéro";"Idren";"N° de Renard";"Saison";"Date";"mois";"Saison Reprod";"Poids";"Sexe";"GIC";"Mode de Prél";"Allait Fdc";"Prél Utérus";"Info Reprod  (KLM)";"Phase préimplantatoire";"Nbre d'Emb";"Nbre de Cicat Année n";"Statut Reprod";"Res ou Cic année  n-1";"Nbre de Resorptions";"Nbre de Cicat Année n-1";"Nbre de corps jaunes";"Age";"Age ReprodCl";"repro";"nbrepro"
2553;"D0FI0";"I    0";"2000/2001";30/11/2000 00:00:00;11;0;;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2554;"D0FI1";"I    1";"2000/2001";30/11/2000 00:00:00;11;0;;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2603;"D0FI100";"I    100";"2000/2001";10/1/2001 00:00:00;1;0;5.60;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2604;"D0FI101";"I    101";"2000/2001";10/1/2001 00:00:00;1;0;5.60;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2607;"D0FI111";"I    111";"2000/2001";11/1/2001 00:00:00;1;0;6.40;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2599;"D0FI112";"I    112";"2000/2001";9/1/2001 00:00:00;1;0;5.50;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2605;"D0FI113";"I    113";"2000/2001";10/1/2001 00:00:00;1;0;6.00;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2608;"D0FI114";"I    114";"2000/2001";12/1/2001 00:00:00;1;0;6.00;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2609;"D0FI115";"I    115";"2000/2001";12/1/2001 00:00:00;1;0;5.50;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2610;"D0FI117";"I    117";"2000/2001";13/1/2001 00:00:00;1;0;5.20;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2563;"D0FI12";"I    12";"2000/2001";12/12/2000 00:00:00;12;0;;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2611;"D0FI121";"I    121";"2000/2001";13/1/2001 00:00:00;1;0;7.00;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2614;"D0FI130";"I    130";"2000/2001";18/1/2001 00:00:00;1;0;6.00;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2612;"D0FI136";"I    136";"2000/2001";16/1/2001 00:00:00;1;0;8.50;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2613;"D0FI137";"I    137";"2000/2001";16/1/2001 00:00:00;1;0;6.50;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2615;"D0FI139";"I    139";"2000/2001";18/1/2001 00:00:00;1;0;5.20;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2564;"D0FI14";"I    14";"2000/2001";12/12/2000 00:00:00;12;0;;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2621;"D0FI142";"I    142";"2000/2001";23/1/2001 00:00:00;1;0;6.00;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2617;"D0FI146";"I    146";"2000/2001";21/1/2001 00:00:00;1;0;7.60;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2622;"D0FI149";"I    149";"2000/2001";23/1/2001 00:00:00;1;0;6.30;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2618;"D0FI151";"I    151";"2000/2001";21/1/2001 00:00:00;1;0;5.60;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2619;"D0FI152";"I    152";"2000/2001";21/1/2001 00:00:00;1;0;5.00;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2620;"D0FI153";"I    153";"2000/2001";22/1/2001 00:00:00;1;0;5.00;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2623;"D0FI154";"I    154";"2000/2001";23/1/2001 00:00:00;1;0;7.10;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2616;"D0FI158";"I    158";"2000/2001";20/1/2001 00:00:00;1;0;7.00;"F";"D";"C";"N";"N";;;;;;;;;;;;;
2624;"D0FI159";"I    159";"2000/2001";24/1/2001 00:00:00;1;0;5.60;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2625;"D0FI160";"I    160";"2000/2001";24/1/2001 00:00:00;1;0;5.00;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2626;"D0FI161";"I    161";"2000/2001";24/1/2001 00:00:00;1;0;5.00;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2630;"D0FI162";"I    162";"2000/2001";25/1/2001 00:00:00;1;0;5.80;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2627;"D0FI163";"I    163";"2000/2001";24/1/2001 00:00:00;1;0;6.50;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2586;"D0FI165";"I    165";"2000/2001";31/12/2000 00:00:00;12;0;6.00;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2628;"D0FI166";"I    166";"2000/2001";24/1/2001 00:00:00;1;0;5.80;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2629;"D0FI167";"I    167";"2000/2001";24/1/2001 00:00:00;1;0;7.50;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2631;"D0FI170";"I    170";"2000/2001";25/1/2001 00:00:00;1;0;4.90;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2632;"D0FI171";"I    171";"2000/2001";25/1/2001 00:00:00;1;0;6.50;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2634;"D0FI173";"I    173";"2000/2001";26/1/2001 00:00:00;1;0;5.80;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2648;"D0FI175";"I    175";"2000/2001";28/1/2001 00:00:00;1;0;6.50;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2649;"D0FI176";"I    176";"2000/2001";28/1/2001 00:00:00;1;0;5.60;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2635;"D0FI177";"I    177";"2000/2001";26/1/2001 00:00:00;1;0;5.60;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2636;"D0FI178";"I    178";"2000/2001";26/1/2001 00:00:00;1;0;5.60;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2568;"D0FI18";"I    18";"2000/2001";17/12/2000 00:00:00;12;0;;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2641;"D0FI181";"I    181";"2000/2001";27/1/2001 00:00:00;1;0;5.50;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2642;"D0FI186";"I    186";"2000/2001";27/1/2001 00:00:00;1;0;5.80;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2637;"D0FI188";"I    188";"2000/2001";26/1/2001 00:00:00;1;0;6.20;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2643;"D0FI190";"I    190";"2000/2001";27/1/2001 00:00:00;1;0;5.50;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2638;"D0FI191";"I    191";"2000/2001";26/1/2001 00:00:00;1;0;5.20;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2639;"D0FI193";"I    193";"2000/2001";26/1/2001 00:00:00;1;0;5.40;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2650;"D0FI195";"I    195";"2000/2001";28/1/2001 00:00:00;1;0;5.20;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2644;"D0FI196";"I    196";"2000/2001";27/1/2001 00:00:00;1;0;5.00;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2645;"D0FI199";"I    199";"2000/2001";27/1/2001 00:00:00;1;0;5.00;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2555;"D0FI2";"I    2";"2000/2001";30/11/2000 00:00:00;11;0;;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2567;"D0FI20";"I    20";"2000/2001";13/12/2000 00:00:00;12;0;;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2646;"D0FI204";"I    204";"2000/2001";27/1/2001 00:00:00;1;0;5.00;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2640;"D0FI205";"I    205";"2000/2001";26/1/2001 00:00:00;1;0;6.10;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2647;"D0FI208";"I    208";"2000/2001";27/1/2001 00:00:00;1;0;5.50;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2651;"D0FI214";"I    214";"2000/2001";29/1/2001 00:00:00;1;0;6.50;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2654;"D0FI217";"I    217";"2000/2001";30/1/2001 00:00:00;1;0;7.50;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2652;"D0FI219";"I    219";"2000/2001";29/1/2001 00:00:00;1;0;5.00;"F";"D";"P";"N";"N";;;;;;;;;;"0";;;
2569;"D0FI22";"I    22";"2000/2001";17/12/2000 00:00:00;12;0;;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2653;"D0FI222";"I    222";"2000/2001";29/1/2001 00:00:00;1;0;5.00;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2655;"D0FI223";"I    223";"2000/2001";30/1/2001 00:00:00;1;0;5.80;"F";"D";"P";"N";"N";;;;;;;;;;"0";;;
2633;"D0FI226";"I    226";"2000/2001";25/1/2001 00:00:00;1;0;6.40;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2580;"D0FI25";"I    25";"2000/2001";26/12/2000 00:00:00;12;0;;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2572;"D0FI28";"I    28";"2000/2001";21/12/2000 00:00:00;12;0;;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2574;"D0FI29";"I    29";"2000/2001";23/12/2000 00:00:00;12;0;;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2575;"D0FI30";"I    30";"2000/2001";24/12/2000 00:00:00;12;0;;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2576;"D0FI31";"I    31";"2000/2001";24/12/2000 00:00:00;12;0;;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2579;"D0FI33";"I    33";"2000/2001";25/12/2000 00:00:00;12;0;;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2577;"D0FI35";"I    35";"2000/2001";24/12/2000 00:00:00;12;0;;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2581;"D0FI36";"I    36";"2000/2001";26/12/2000 00:00:00;12;0;;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2583;"D0FI39";"I    39";"2000/2001";29/12/2000 00:00:00;12;0;;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2585;"D0FI40";"I    40";"2000/2001";30/12/2000 00:00:00;12;0;;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2565;"D0FI45";"I    45";"2000/2001";12/12/2000 00:00:00;12;0;;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2559;"D0FI47";"I    47";"2000/2001";9/12/2000 00:00:00;12;0;;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2571;"D0FI48";"I    48";"2000/2001";19/12/2000 00:00:00;12;0;;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2557;"D0FI5";"I    5";"2000/2001";8/12/2000 00:00:00;12;0;;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2570;"D0FI51";"I    51";"2000/2001";18/12/2000 00:00:00;12;0;;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2573;"D0FI52";"I    52";"2000/2001";22/12/2000 00:00:00;12;0;;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2578;"D0FI54";"I    54";"2000/2001";24/12/2000 00:00:00;12;0;;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2582;"D0FI55";"I    55";"2000/2001";28/12/2000 00:00:00;12;0;;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2556;"D0FI56";"I    56";"2000/2001";7/12/2000 00:00:00;12;0;;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2560;"D0FI59";"I    59";"2000/2001";9/12/2000 00:00:00;12;0;;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2558;"D0FI6";"I    6";"2000/2001";8/12/2000 00:00:00;12;0;;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2566;"D0FI60";"I    60";"2000/2001";12/12/2000 00:00:00;12;0;;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2584;"D0FI63";"I    63";"2000/2001";29/12/2000 00:00:00;12;0;;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2587;"D0FI64";"I    64";"2000/2001";31/12/2000 00:00:00;12;0;;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2588;"D0FI65";"I    65";"2000/2001";31/12/2000 00:00:00;12;0;7.20;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2590;"D0FI67";"I    67";"2000/2001";1/1/2001 00:00:00;1;0;6.80;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2592;"D0FI71";"I    71";"2000/2001";2/1/2001 00:00:00;1;0;7.20;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2591;"D0FI73";"I    73";"2000/2001";1/1/2001 00:00:00;1;0;5.90;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2589;"D0FI74";"I    74";"2000/2001";31/12/2000 00:00:00;12;0;5.90;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2593;"D0FI79";"I    79";"2000/2001";5/1/2001 00:00:00;1;0;6.00;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2561;"D0FI8";"I    8";"2000/2001";9/12/2000 00:00:00;12;0;;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2594;"D0FI80";"I    80";"2000/2001";5/1/2001 00:00:00;1;0;7.00;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2595;"D0FI83";"I    83";"2000/2001";5/1/2001 00:00:00;1;0;6.50;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2596;"D0FI87";"I    87";"2000/2001";7/1/2001 00:00:00;1;0;6.90;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2597;"D0FI89";"I    89";"2000/2001";7/1/2001 00:00:00;1;0;5.30;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2562;"D0FI9";"I    9";"2000/2001";10/12/2000 00:00:00;12;0;;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2598;"D0FI91";"I    91";"2000/2001";8/1/2001 00:00:00;1;0;6.30;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2600;"D0FI94";"I    94";"2000/2001";9/1/2001 00:00:00;1;0;4.50;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2601;"D0FI95";"I    95";"2000/2001";9/1/2001 00:00:00;1;0;5.20;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2602;"D0FI97";"I    97";"2000/2001";9/1/2001 00:00:00;1;0;5.60;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2606;"D0FI99";"I    99";"2000/2001";10/1/2001 00:00:00;1;0;6.80;"F";"D";"P";"N";"N";;;;;;;;;;;;;
2526;"D0Fx1";"x";"2000/2001";30/4/2000 00:00:00;4;0;;"F";"D";"D";;"N";;;;;;;;;;"A";;;
2528;"D0Fx10";"x";"2000/2001";30/4/2000 00:00:00;4;0;;"F";"D";"D";;"N";;;;;;;;;;"0";;;
2529;"D0Fx11";"x";"2000/2001";30/4/2000 00:00:00;4;0;;"F";"D";"D";;"N";;;;;;;;;;"0";;;
2530;"D0Fx12";"x";"2000/2001";30/4/2000 00:00:00;4;0;;"F";"D";"D";;"N";;;;;;;;;;"0";;;
2531;"D0Fx13";"x";"2000/2001";30/4/2000 00:00:00;4;0;;"F";"D";"D";;"N";;;;;;;;;;"0";;;
2532;"D0Fx14";"x";"2000/2001";30/4/2000 00:00:00;4;0;;"F";"D";"D";;"N";;;;;;;;;;"0";;;
2533;"D0Fx15";"x";"2000/2001";30/4/2000 00:00:00;4;0;;"F";"D";"D";;"N";;;;;;;;;;"0";;;
2534;"D0Fx25";"x";"2000/2001";30/4/2000 00:00:00;4;0;;"F";"D";"D";;"N";;;;;;;;;;"0";;;
2535;"D0Fx32";"x";"2000/2001";30/4/2000 00:00:00;4;0;;"F";"D";"D";;"N";;;;;;;;;;"0";;;
2536;"D0Fx33";"x";"2000/2001";30/4/2000 00:00:00;4;0;;"F";"D";"D";;"N";;;;;;;;;;"0";;;
2537;"D0Fx34";"x";"2000/2001";30/4/2000 00:00:00;4;0;;"F";"D";"D";;"N";;;;;;;;;;"0";;;
2538;"D0Fx35";"x";"2000/2001";30/4/2000 00:00:00;4;0;;"F";"D";"D";;"N";;;;;;;;;;"0";;;
2539;"D0Fx36";"x";"2000/2001";30/4/2000 00:00:00;4;0;;"F";"D";"D";;"N";;;;;;;;;;"0";;;
2540;"D0Fx37";"x";"2000/2001";30/4/2000 00:00:00;4;0;;"F";"D";"D";;"N";;;;;;;;;;"0";;;
2541;"D0Fx38";"x";"2000/2001";30/4/2000 00:00:00;4;0;;"F";"D";"D";;"N";;;;;;;;;;"0";;;
2542;"D0Fx39";"x";"2000/2001";30/4/2000 00:00:00;4;0;;"F";"D";"D";;"N";;;;;;;;;;"0";;;
2527;"D0Fx4";"x";"2000/2001";30/4/2000 00:00:00;4;0;;"F";"D";"D";;"N";;;;;;;;;;"0";;;
2543;"D0Fx40";"x";"2000/2001";30/4/2000 00:00:00;4;0;;"F";"D";"D";;"N";;;;;;;;;;"0";;;
2544;"D0Fx45";"x";"2000/2001";30/4/2000 00:00:00;4;0;;"F";"D";"D";;"N";;;;;;;;;;"0";;;
2545;"D0Fx46";"x";"2000/2001";30/4/2000 00:00:00;4;0;;"F";"D";"D";;"N";;;;;;;;;;"0";;;
2546;"D0Fx47";"x";"2000/2001";30/4/2000 00:00:00;4;0;;"F";"D";"D";;"N";;;;;;;;;;"0";;;
2547;"D0Fx48";"x";"2000/2001";30/4/2000 00:00:00;4;0;;"F";"D";"D";;"N";;;;;;;;;;"0";;;
2548;"D0Fx49";"x";"2000/2001";30/4/2000 00:00:00;4;0;;"F";"D";"D";;"N";;;;;;;;;;"0";;;
2549;"D0Fx50";"x";"2000/2001";30/4/2000 00:00:00;4;0;;"F";"D";"D";;"N";;;;;;;;;;"0";;;
2550;"D0Fx60";"x";"2000/2001";30/4/2000 00:00:00;4;0;;"F";"D";"D";;"N";;;;;;;;;;"0";;;
2551;"D0Fx61";"x";"2000/2001";30/4/2000 00:00:00;4;0;;"F";"D";"D";;"N";;;;;;;;;;"0";;;
2552;"D0Fx62";"x";"2000/2001";30/4/2000 00:00:00;4;0;;"F";"D";"D";;"N";;;;;;;;;;"0";;;
2;"D1F1";"1";"2001/2002";8/12/2001 00:00:00;12;1;5.10;"F";"D";"C";"N";"N";;;;;;;;;;"0";;;
54;"D1F111";"111";"2001/2002";29/12/2001 00:00:00;12;1;5.90;"F";"D";"P";"N";"N";;;;;;;;;;;;;
9;"D1F12";"12";"2001/2002";10/12/2001 00:00:00;12;1;7.00;"F";"D";"P";"N";"N";;;;;;;;;;"4";"2";;
60;"D1F123";"123";"2001/2002";30/12/2001 00:00:00;12;1;5.00;"F";"D";"P";"N";"N";;;;;;;;;;;;;
61;"D1F125";"125";"2001/2002";30/12/2001 00:00:00;12;1;5.20;"F";"D";"P";"N";"N";;;;;;;;;;;;;
62;"D1F128";"128";"2001/2002";31/12/2001 00:00:00;12;1;5.90;"F";"D";"P";"N";"N";;;;;;;;;;"3";"2";;
63;"D1F129";"129";"2001/2002";30/12/2001 00:00:00;12;1;5.80;"F";"D";"C";"N";"N";;;;;;;;;;;;;
68;"D1F138";"138";"2001/2002";2/1/2002 00:00:00;1;1;5.20;"F";"D";"P";"N";"N";;;;;;;;;;"1";"1";;
69;"D1F139";"139";"2001/2002";2/1/2002 00:00:00;1;1;4.80;"F";"D";"P";"N";"N";;;;;;;;;;"3";"2";;
10;"D1F14";"14";"2001/2002";9/12/2001 00:00:00;12;1;5.60;"F";"D";"C";"N";"N";;;;;;;;;;;;;
70;"D1F140";"140";"2001/2002";2/1/2002 00:00:00;1;1;4.90;"F";"D";"P";"N";"N";;;;;;;;;;"0";;;
657;"D1F1491";"1491";"2001/2002";2/12/2001 00:00:00;12;1;7.00;"F";"D";"C";"N";"N";;;;;;;;;;"3";"2";;
78;"D1F155";"155";"2001/2002";9/1/2002 00:00:00;1;1;5.10;"F";"D";"P";"N";"N";;;;;;;;;;;;;
79;"D1F158";"158";"2001/2002";7/1/2002 00:00:00;1;1;5.00;"F";"D";"P";"N";"N";;;;;;;;;;"0";;;
11;"D1F16";"16";"2001/2002";12/12/2001 00:00:00;12;1;5.10;"F";"D";"P";"N";"N";;;;;;;;;;;;;
80;"D1F161";"161";"2001/2002";3/1/2002 00:00:00;1;1;4.90;"F";"D";"P";"N";"N";;;;;;;;;;"3";"2";;
81;"D1F162";"162";"2001/2002";3/1/2002 00:00:00;1;1;6.80;"F";"D";"P";"N";"N";;;;;;;;;;;;;
82;"D1F169";"169";"2001/2002";5/1/2002 00:00:00;1;1;5.70;"F";"D";"P";"N";"N";;;;;;;;;;;;;
12;"D1F17";"17";"2001/2002";12/12/2001 00:00:00;12;1;6.00;"F";"D";"P";"N";"N";;;;;;;;;;;;;
86;"D1F177";"177";"2001/2002";6/1/2002 00:00:00;1;1;5.00;"F";"D";"C";"N";"N";;;;;;;;;;;;;
87;"D1F178";"178";"2001/2002";6/1/2002 00:00:00;1;1;5.10;"F";"D";"C";"N";"N";;;;;;;;;;;;;
13;"D1F19";"19";"2001/2002";14/12/2001 00:00:00;12;1;4.20;"F";"D";"P";"N";"N";;;;;;;;;;;;;
96;"D1F196";"196";"2001/2002";13/1/2002 00:00:00;1;1;4.60;"F";"D";"P";"N";"N";;;;;;;;;;"0";;;
97;"D1F197";"197";"2001/2002";12/1/2002 00:00:00;1;1;5.40;"F";"D";"P";"N";"N";;;;;;;;;;"1";"1";;
98;"D1F198";"198";"2001/2002";14/1/2002 00:00:00;1;1;4.10;"F";"D";"P";"N";"N";;;;;;;;;;"0";;;
99;"D1F199";"199";"2001/2002";15/1/2002 00:00:00;1;1;5.60;"F";"D";"P";"N";"N";;;;;;;;;;"1";"1";;
3;"D1F2";"2";"2001/2002";9/12/2001 00:00:00;12;1;5.40;"F";"D";"C";"N";"N";;;;;;;;;;"1";"1";;
14;"D1F20";"20";"2001/2002";14/12/2001 00:00:00;12;1;5.00;"F";"D";"P";"N";"N";;;;;;;;;;"5";"2";;
15;"D1F21";"21";"2001/2002";12/12/2001 00:00:00;12;1;5.70;"F";"D";"P";"N";"N";;;;;;;;;;;;;
112;"D1F236";"236";"2001/2002";21/1/2002 00:00:00;1;1;5.60;"F";"D";"P";"N";"N";;;;;;;;;;"0";;;
113;"D1F237";"237";"2001/2002";18/1/2002 00:00:00;1;1;4.40;"F";"D";"P";"N";"N";;;;;;;;;;"0";;;
114;"D1F238";"238";"2001/2002";18/1/2002 00:00:00;1;1;5.40;"F";"D";"P";"N";"N";;;;;;;;;;"1";"1";;
115;"D1F240";"240";"2001/2002";18/1/2002 00:00:00;1;1;6.20;"F";"D";"P";"N";"N";;;;;;;;;;"5";"2";;
1083;"D1F2452";"2452";"2001/2002";13/10/2001 00:00:00;10;1;6.00;"F";"D";"C";"N";"N";;;;;;;;;;;;;
1084;"D1F2459";"2459";"2001/2002";13/10/2001 00:00:00;10;1;5.50;"F";"D";"C";"N";"N";;;;;;;;;;"0";;;
1085;"D1F2460";"2460";"2001/2002";13/10/2001 00:00:00;10;1;6.00;"F";"D";"C";"N";"N";;;;;;;;;;"0";;;
1086;"D1F2461";"2461";"2001/2002";13/10/2001 00:00:00;10;1;5.50;"F";"D";"C";"N";"N";;;;;;;;;;;;;
1087;"D1F2462";"2462";"2001/2002";17/10/2001 00:00:00;10;1;6.00;"F";"D";"C";"N";"N";;;;;;;;;;"2";"2";;
1088;"D1F2464";"2464";"2001/2002";17/10/2001 00:00:00;10;1;5.20;"F";"D";"C";"N";"N";;;;;;;;;;"0";;;
1089;"D1F2465";"2465";"2001/2002";17/10/2001 00:00:00;10;1;5.50;"F";"D";"C";"N";"N";;;;;;;;;;"0";;;
1090;"D1F2466";"2466";"2001/2002";17/10/2001 00:00:00;10;1;5.20;"F";"D";"C";"N";"N";;;;;;;;;;;;;
1091;"D1F2467";"2467";"2001/2002";17/10/2001 00:00:00;10;1;5.50;"F";"D";"C";"N";"N";;;;;;;;;;;;;
1096;"D1F2480";"2480";"2001/2002";11/11/2001 00:00:00;11;1;6.50;"F";"D";"C";"N";"N";;;;;;;;;;"10";"2";;
16;"D1F25";"25";"2001/2002";15/12/2001 00:00:00;12;1;5.10;"F";"D";"C";"N";"N";;;;;;;;;;;;;
132;"D1F271";"271";"2001/2002";20/1/2002 00:00:00;1;1;5.90;"F";"D";"C";"N";"N";;;;;;;;;;"3";"2";;
133;"D1F275";"275";"2001/2002";22/1/2002 00:00:00;1;1;5.50;"F";"D";"P";"N";"N";;;;;;;;;;"0";;;
17;"D1F29";"29";"2001/2002";15/12/2001 00:00:00;12;1;5.90;"F";"D";"P";"N";"N";;;;;;;;;;;;;
141;"D1F294";"294";"2001/2002";24/1/2002 00:00:00;1;1;5.10;"F";"D";"P";"N";"N";;;;;;;;;;"1";"1";;
142;"D1F296";"296";"2001/2002";23/1/2002 00:00:00;1;1;5.20;"F";"D";"P";"N";"N";;;;;;;;;;"0";;;
4;"D1F3";"3";"2001/2002";9/12/2001 00:00:00;12;1;5.70;"F";"D";"P";"N";"N";;;;;;;;;;"0";;;
145;"D1F308";"308";"2001/2002";26/1/2002 00:00:00;1;1;5.00;"F";"D";"P";"N";"N";;;;;;;;;;"0";;;
146;"D1F309";"309";"2001/2002";26/1/2002 00:00:00;1;1;4.60;"F";"D";"P";"N";"N";;;;;;;;;;"1";"1";;
147;"D1F315";"315";"2001/2002";27/1/2002 00:00:00;1;1;5.50;"F";"D";"P";"N";"N";;;;;;;;;;"0";;;
160;"D1F344";"344";"2001/2002";25/12/2001 00:00:00;12;1;5.20;"F";"D";"C";"N";"N";;;;;;;;;;"0";;;
161;"D1F346";"346";"2001/2002";30/1/2002 00:00:00;1;1;4.80;"F";"D";"P";"N";"N";;;;;;;;;;"0";;;
5;"D1F4";"4";"2001/2002";9/12/2001 00:00:00;12;1;5.90;"F";"D";"P";"N";"N";;;;;;;;;;"4";"2";;
23;"D1F45";"45";"2001/2002";19/12/2001 00:00:00;12;1;5.50;"F";"D";"P";"N";"N";;;;;;;;;;;;;
6;"D1F5";"5";"2001/2002";9/12/2001 00:00:00;12;1;6.30;"F";"D";"P";"N";"N";;;;;;;;;;"1";"1";;
24;"D1F50";"50";"2001/2002";18/12/2001 00:00:00;12;1;5.40;"F";"D";"P";"N";"N";;;;;;;;;;;;;
25;"D1F51";"51";"2001/2002";19/12/2001 00:00:00;12;1;5.50;"F";"D";"P";"N";"N";;;;;;;;;;;;;
7;"D1F6";"6";"2001/2002";11/12/2001 00:00:00;12;1;4.60;"F";"D";"P";"N";"N";;;;;;;;;;;;;
30;"D1F61";"61";"2001/2002";21/12/2001 00:00:00;12;1;4.10;"F";"D";"P";"N";"N";;;;;;;;;;;;;
31;"D1F69";"69";"2001/2002";24/12/2001 00:00:00;12;1;4.80;"F";"D";"P";"N";"N";;;;;;;;;;;;;
32;"D1F70";"70";"2001/2002";24/12/2001 00:00:00;12;1;4.40;"F";"D";"P";"N";"N";;;;;;;;;;;;;
33;"D1F71";"71";"2001/2002";24/12/2001 00:00:00;12;1;5.50;"F";"D";"P";"N";"N";;;;;;;;;;;;;
36;"D1F76";"76";"2001/2002";22/12/2001 00:00:00;12;1;5.10;"F";"D";"C";"N";"N";;;;;;;;;;;;;
8;"D1F8";"8";"2001/2002";11/12/2001 00:00:00;12;1;4.50;"F";"D";"P";"N";"N";;;;;;;;;;;;;
37;"D1F80";"80";"2001/2002";22/12/2001 00:00:00;12;1;4.60;"F";"D";"C";"N";"N";;;;;;;;;;"0";;;
