"Numéro";"Idren";"N° de Renard";"Saison";"Date";"mois";"Saison Reprod";"Poids";"Sexe";"GIC";"Mode de Prél";"Allait Fdc";"Prél Utérus";"Info Reprod  (KLM)";"Phase préimplantatoire";"Nbre d'Emb";"Nbre de Cicat Année n";"Statut Reprod";"Res ou Cic année  n-1";"Nbre de Resorptions";"Nbre de Cicat Année n-1";"Nbre de corps jaunes";"Age";"Age ReprodCl";"repro";"nbrepro"
1625;"F1Fx672";"x";"2001/2002";30/4/2001 00:00:00;4;1;;"F";"F";"D";;"N";;;;;;;;;;"0";;;
1624;"F1Fx673";"x";"2001/2002";30/4/2001 00:00:00;4;1;;"F";"F";"D";;"N";;;;;;;;;;"0";;;
1623;"F1Fx674";"x";"2001/2002";30/4/2001 00:00:00;4;1;;"F";"F";"D";;"N";;;;;;;;;;"0";;;
1622;"F1Fx688";"x";"2001/2002";30/4/2001 00:00:00;4;1;;"F";"F";"D";;"N";;;;;;;;;;"0";;;
1604;"F1Fx689";"x";"2001/2002";30/4/2001 00:00:00;4;1;;"F";"F";"D";;"N";;;;;;;;;;"0";;;
1613;"F1Fx690";"x";"2001/2002";30/4/2001 00:00:00;4;1;;"F";"F";"D";;"N";;;;;;;;;;"0";;;
1635;"F1Fx691";"x";"2001/2002";30/4/2001 00:00:00;4;1;;"F";"F";"D";;"N";;;;;;;;;;"0";;;
1607;"F1Fx692";"x";"2001/2002";30/4/2001 00:00:00;4;1;;"F";"F";"D";;"N";;;;;;;;;;"0";;;
1608;"F1Fx693";"x";"2001/2002";30/4/2001 00:00:00;4;1;;"F";"F";"D";;"N";;;;;;;;;;"0";;;
1609;"F1Fx694";"x";"2001/2002";30/4/2001 00:00:00;4;1;;"F";"F";"D";;"N";;;;;;;;;;"0";;;
1610;"F1Fx695";"x";"2001/2002";30/4/2001 00:00:00;4;1;;"F";"F";"D";;"N";;;;;;;;;;"0";;;
1621;"F1Fx696";"x";"2001/2002";30/4/2001 00:00:00;4;1;;"F";"F";"D";;"N";;;;;;;;;;"0";;;
1612;"F1Fx697";"x";"2001/2002";30/4/2001 00:00:00;4;1;;"F";"F";"D";;"N";;;;;;;;;;"0";;;
1620;"F1Fx698";"x";"2001/2002";30/4/2001 00:00:00;4;1;;"F";"F";"D";;"N";;;;;;;;;;"0";;;
1614;"F1Fx699";"x";"2001/2002";30/4/2001 00:00:00;4;1;;"F";"F";"D";;"N";;;;;;;;;;"A";"Ad.";;
1615;"F1Fx700";"x";"2001/2002";30/4/2001 00:00:00;4;1;;"F";"F";"D";;"N";;;;;;;;;;"A";"Ad.";;
1616;"F1Fx701";"x";"2001/2002";30/4/2001 00:00:00;4;1;;"F";"F";"D";;"N";;;;;;;;;;"A";"Ad.";;
1617;"F1Fx702";"x";"2001/2002";30/4/2001 00:00:00;4;1;;"F";"F";"D";;"N";;;;;;;;;;"A";"Ad.";;
1618;"F1Fx703";"x";"2001/2002";30/4/2001 00:00:00;4;1;;"F";"F";"D";;"N";;;;;;;;;;"0";;;
1605;"F1Fx704";"x";"2001/2002";30/4/2001 00:00:00;4;1;;"F";"F";"D";;"N";;;;;;;;;;"0";;;
1611;"F1Fx705";"x";"2001/2002";30/4/2001 00:00:00;4;1;;"F";"F";"D";;"N";;;;;;;;;;"0";;;
447;"F2F1000";"1000";"2002/2003";29/1/2003 00:00:00;1;2;5.50;"F";"F";"P";"N";"O";"1";;;"0";"NR";;;;"0";"0";;"O";
448;"F2F1004";"1004";"2002/2003";28/1/2003 00:00:00;1;2;6.10;"F";"F";"P";"N";"O";;;;;;;;;"-";"2";"2";;
449;"F2F1005";"1005";"2002/2003";28/1/2003 00:00:00;1;2;5.70;"F";"F";"P";"N";"O";"1";;;"0";"NR";;;;"0";"0";;"O";
450;"F2F1006";"1006";"2002/2003";28/1/2003 00:00:00;1;2;6.00;"F";"F";"P";"N";"O";;;;;;;;;"6";"2";"2";;
451;"F2F1017";"1017";"2002/2003";30/1/2003 00:00:00;1;2;6.20;"F";"F";"P";"N";"N";;;;;;;;;;"0";;;
452;"F2F1018";"1018";"2002/2003";30/1/2003 00:00:00;1;2;6.10;"F";"F";"P";"N";"O";;;;;;;;;"-";"2";"2";;
453;"F2F1021";"1021";"2002/2003";30/1/2003 00:00:00;1;2;6.00;"F";"F";"P";"N";"O";;;;;;;;;"5";"0";;;
454;"F2F1023";"1023";"2002/2003";30/1/2003 00:00:00;1;2;6.00;"F";"F";"P";"N";"N";;;;;;;;;;"2";"2";;
185;"F2F394";"394";"2001/2002";4/2/2002 00:00:00;2;2;6.00;"F";"F";"P";"N";"N";"1";;"4";;"R";;;;;"2";"2";"E";4
186;"F2F396";"396";"2001/2002";5/2/2002 00:00:00;2;2;7.20;"F";"F";"P";"N";"N";"1";;"7";;"R";;;;;"3";"2";"E";7
187;"F2F400";"400";"2001/2002";4/2/2002 00:00:00;2;2;5.50;"F";"F";"P";"N";"N";;;;;;;;;;"6";"2";;
188;"F2F402";"402";"2001/2002";3/2/2002 00:00:00;2;2;6.20;"F";"F";"P";"N";"N";;;;;;;;;;"1";"2";;
189;"F2F405";"405";"2001/2002";4/2/2002 00:00:00;2;2;4.40;"F";"F";"P";"N";"N";;;;;;;;;;"0";"1";;
190;"F2F406";"406";"2001/2002";5/2/2002 00:00:00;2;2;7.00;"F";"F";"P";"N";"N";;;;;;;;;;"2";"2";;
191;"F2F407";"407";"2001/2002";5/2/2002 00:00:00;2;2;4.20;"F";"F";"P";"N";"N";;;;;;;;;;"0";"1";;
192;"F2F410";"410";"2001/2002";6/2/2002 00:00:00;2;2;4.80;"F";"F";"P";"N";"N";;;;;;;;;;"0";"1";;
193;"F2F415";"415";"2001/2002";5/2/2002 00:00:00;2;2;5.50;"F";"F";"P";"N";"N";;;;;;;;;;"1";"2";;
194;"F2F416";"416";"2001/2002";6/2/2002 00:00:00;2;2;5.00;"F";"F";"P";"N";"N";;;;;;;;;;"0";"1";;
209;"F2F454";"454";"2001/2002";7/2/2002 00:00:00;2;2;6.50;"F";"F";"P";"N";"N";"1";;"6";;"R";;;;;"4";"2";"E";6
210;"F2F456";"456";"2001/2002";7/2/2002 00:00:00;2;2;5.50;"F";"F";"P";"N";"N";;;;;;;;;;"0";"1";;
211;"F2F458";"458";"2001/2002";6/2/2002 00:00:00;2;2;5.80;"F";"F";"P";"N";"N";;;;;;;;;;"1";"2";;
212;"F2F459";"459";"2001/2002";6/2/2002 00:00:00;2;2;5.10;"F";"F";"P";"N";"N";;;;;;;;;;"0";"1";;
213;"F2F461";"461";"2001/2002";6/2/2002 00:00:00;2;2;5.50;"F";"F";"P";"N";"N";;;;;;;;;;"1";"2";;
214;"F2F462";"462";"2001/2002";6/2/2002 00:00:00;2;2;5.70;"F";"F";"P";"N";"N";"1";;"4";;"R";;;;;"0";"1";"E";4
215;"F2F463";"463";"2001/2002";6/2/2002 00:00:00;2;2;5.50;"F";"F";"P";"N";"N";"1";;"5";;"R";;;;;"0";"1";"E";5
216;"F2F465";"465";"2001/2002";7/2/2002 00:00:00;2;2;5.40;"F";"F";"P";"N";"N";"1";;"2";;"R";;;;;"0";"1";"E";2
217;"F2F469";"469";"2001/2002";10/2/2002 00:00:00;2;2;6.50;"F";"F";"P";"N";"N";"1";;"5";;"R";;;;;"1";"2";"E";5
218;"F2F470";"470";"2001/2002";11/2/2002 00:00:00;2;2;8.00;"F";"F";"P";"N";"N";"1";;"4";;"R";;;;;"3";"2";"E";4
219;"F2F471";"471";"2001/2002";9/2/2002 00:00:00;2;2;6.10;"F";"F";"P";"N";"N";"1";;"5";;"R";;;;;"1";"2";"E";5
220;"F2F474";"474";"2001/2002";11/2/2002 00:00:00;2;2;5.90;"F";"F";"P";"N";"N";"1";;"6";;"R";;;;;"0";"1";"E";6
221;"F2F475";"475";"2001/2002";12/2/2002 00:00:00;2;2;6.10;"F";"F";"P";"N";"N";"1";;"7";;"R";;;;;"7";"2";"E";7
222;"F2F476";"476";"2001/2002";13/2/2002 00:00:00;2;2;7.70;"F";"F";"P";"N";"N";"1";;"5";;"R";;;;;"3";"2";"E";5
223;"F2F477";"477";"2001/2002";14/2/2002 00:00:00;2;2;5.70;"F";"F";"P";"N";"N";"1";;"5";;"R";;;;;"1";"2";"E";5
237;"F2F498";"498";"2001/2002";15/2/2002 00:00:00;2;2;6.20;"F";"F";"P";"N";"O";"1";;"5";;"R";"5";;"5";"6";"5";"2";"E";5
238;"F2F501";"501";"2001/2002";17/2/2002 00:00:00;2;2;6.10;"F";"F";"P";"N";"O";"1";;"4";;"R";"1";"1";;"5";"3";"2";"E";4
239;"F2F506";"506";"2001/2002";19/2/2002 00:00:00;2;2;5.50;"F";"F";"P";"N";"O";"1";"O";;;"R";"5";;"5";"7";"3";"2";"PI";
240;"F2F507";"507";"2001/2002";13/2/2002 00:00:00;2;2;5.90;"F";"F";"P";"N";"O";"1";;"6";;"R";;;;"6";"3";"2";"E";6
241;"F2F508";"508";"2001/2002";16/2/2002 00:00:00;2;2;6.70;"F";"F";"P";"N";"O";"1";;"4";;"R";;;;"4";"1";"2";"E";4
242;"F2F509";"509";"2001/2002";19/2/2002 00:00:00;2;2;3.90;"F";"F";"P";"N";"N";;;;;;;;;;"0";"1";;
243;"F2F511";"511";"2001/2002";16/2/2002 00:00:00;2;2;3.90;"F";"F";"P";"N";"O";"1";;"4";;"R";"1";"1";;"5";"0";"1";"E";4
251;"F2F520";"520";"2001/2002";22/2/2002 00:00:00;2;2;4.80;"F";"F";"P";"N";"N";;;;;;;;;;"0";"1";;
252;"F2F521";"521";"2001/2002";21/2/2002 00:00:00;2;2;6.40;"F";"F";"P";"N";"N";"1";;"4";;"R";;;;;"0";"1";"E";4
253;"F2F523";"523";"2001/2002";19/2/2002 00:00:00;2;2;5.10;"F";"F";"P";"N";"O";"1";;;"4";"R";"1";"1";;"-";"3";"2";"CP";4
254;"F2F524";"524";"2001/2002";21/2/2002 00:00:00;2;2;5.90;"F";"F";"P";"N";"N";"1";;"6";;"R";;;;;"0";"1";"E";6
255;"F2F525";"525";"2001/2002";21/2/2002 00:00:00;2;2;6.10;"F";"F";"P";"N";"O";"1";;;"5";"R";"1";"1";;"6";"0";"1";"CP";5
256;"F2F528";"528";"2001/2002";24/2/2002 00:00:00;2;2;6.30;"F";"F";"P";"N";"O";"1";;"3";;"R";;;;"4";"3";"2";"E";3
257;"F2F530";"530";"2001/2002";25/2/2002 00:00:00;2;2;6.50;"F";"F";"P";"N";"N";"1";;"3";;"R";;;;;"0";"1";"E";3
258;"F2F531";"531";"2001/2002";23/2/2002 00:00:00;2;2;5.60;"F";"F";"P";"N";"O";"1";;"6";;"R";;;;"6";"1";"2";"E";6
259;"F2F532";"532";"2001/2002";23/2/2002 00:00:00;2;2;7.60;"F";"F";"P";"N";"O";"1";;"8";;"R";;;;"8";"2";"2";"E";8
260;"F2F534";"534";"2001/2002";25/2/2002 00:00:00;2;2;5.90;"F";"F";"P";"N";"N";"1";;"5";;"R";;;;;"0";"1";"E";5
261;"F2F535";"535";"2001/2002";25/2/2002 00:00:00;2;2;6.00;"F";"F";"P";"N";"N";"1";;"6";;"R";;;;;"3";"2";"E";6
272;"F2F550";"550";"2001/2002";27/2/2002 00:00:00;2;2;6.00;"F";"F";"P";"N";"O";"1";;"5";;"R";;;;"5";"0";"1";"E";5
273;"F2F551";"551";"2001/2002";27/2/2002 00:00:00;2;2;5.70;"F";"F";"P";"N";"O";"1";;"4";;"R";;;;"4";"0";"1";"E";4
280;"F2F568";"568";"2001/2002";3/3/2002 00:00:00;3;2;7.80;"F";"F";"P";"N";"O";"1";;"7";;"R";;;;"8";"2";"2";"E";7
281;"F2F569";"569";"2001/2002";4/3/2002 00:00:00;3;2;6.50;"F";"F";"P";"N";"O";"1";;"5";;"R";"5";;"5";"5";"9";"2";"E";5
282;"F2F570";"570";"2001/2002";1/3/2002 00:00:00;3;2;5.20;"F";"F";"P";"N";"O";"1";;"4";;"R";;;;"4";"0";"1";"E";4
283;"F2F571";"571";"2001/2002";3/3/2002 00:00:00;3;2;6.00;"F";"F";"P";"N";"O";"1";;"3";;"R";;;;"3";"1";"2";"E";3
284;"F2F573";"573";"2001/2002";2/3/2002 00:00:00;3;2;5.10;"F";"F";"P";"N";"O";"1";;"2";;"R";;;;"4";"4";"2";"E";2
285;"F2F579";"579";"2001/2002";6/3/2002 00:00:00;3;2;6.70;"F";"F";"P";"N";"O";;;;;"NR";"3";"3";;"-";"1";"2";"R";
286;"F2F580";"580";"2001/2002";5/3/2002 00:00:00;3;2;4.80;"F";"F";"P";"N";"O";;;;;"NR";"5";"5";;"6";"0";"1";"R";
288;"F2F590";"590";"2001/2002";7/3/2002 00:00:00;3;2;6.45;"F";"F";"P";"N";"O";"1";;;"5";"R";;;;"6";"1";"2";"CP";5
296;"F2F602";"602";"2001/2002";10/3/2002 00:00:00;3;2;7.50;"F";"F";"P";"N";"O";"1";;"6";;"R";;;;;"1";"2";"E";6
297;"F2F604";"604";"2001/2002";11/3/2002 00:00:00;3;2;6.50;"F";"F";"P";"N";"O";"1";;"5";;"R";;;;;"1";"2";"E";5
298;"F2F607";"607";"2001/2002";13/3/2002 00:00:00;3;2;7.10;"F";"F";"P";"N";"O";"1";;"5";;"R";;;;;"1";"2";"E";5
299;"F2F608";"608";"2001/2002";13/3/2002 00:00:00;3;2;5.90;"F";"F";"P";"N";"O";"1";;"8";;"R";;;;"-";"1";"2";"E";8
300;"F2F609";"609";"2001/2002";13/3/2002 00:00:00;3;2;6.30;"F";"F";"P";"N";"O";"1";;"6";;"R";;;;;"2";"2";"E";6
302;"F2F615";"615";"2001/2002";11/3/2002 00:00:00;3;2;5.70;"F";"F";"P";"N";"O";"1";;;"4";"R";;;;;"1";"2";"CP";4
303;"F2F616";"616";"2001/2002";14/3/2002 00:00:00;3;2;5.50;"F";"F";"P";"N";"O";"1";;;"0";"NR";;;;"6";"0";"1";"O";
304;"F2F617";"617";"2001/2002";12/3/2002 00:00:00;3;2;6.20;"F";"F";"P";"N";"O";"1";;;"5";"R";;;;;"1";"2";"CP";5
305;"F2F618";"618";"2001/2002";12/3/2002 00:00:00;3;2;5.80;"F";"F";"P";"N";"O";"1";;;"3";"R";;;;;"4";"2";"CP";3
306;"F2F619";"619";"2001/2002";12/3/2002 00:00:00;3;2;7.50;"F";"F";"P";"N";"N";"1";;"4";;"R";;;;;"3";"2";"E";4
307;"F2F620";"620";"2001/2002";12/3/2002 00:00:00;3;2;5.60;"F";"F";"P";"N";"O";"1";;;"4";"R";;;;;"0";"1";"CP";4
308;"F2F621";"621";"2001/2002";12/3/2002 00:00:00;3;2;6.40;"F";"F";"P";"N";"N";;;;;;;;;;;;;
309;"F2F622";"622";"2001/2002";12/3/2002 00:00:00;3;2;6.70;"F";"F";"P";"N";"N";;;;;;;;;;;;;
310;"F2F623";"623";"2001/2002";12/3/2002 00:00:00;3;2;6.30;"F";"F";"P";"N";"N";;;;;;;;;;;;;
311;"F2F624";"624";"2001/2002";12/3/2002 00:00:00;3;2;7.20;"F";"F";"P";"N";"N";;;;;;;;;;;;;
312;"F2F625";"625";"2001/2002";11/3/2002 00:00:00;3;2;6.40;"F";"F";"P";"N";"N";;;;;;;;;;"2";"2";;
316;"F2F634";"634";"2001/2002";26/3/2002 00:00:00;3;2;6.40;"F";"F";"P";"N";"O";"1";;;"6";"R";;;;"-";"1";"2";"CP";6
317;"F2F635";"635";"2001/2002";26/3/2002 00:00:00;3;2;6.40;"F";"F";"P";"N";"O";"1";;;"4";"R";;;;"4";"0";"1";"CP";4
402;"F2F864";"864";"2002/2003";6/1/2003 00:00:00;1;2;5.00;"F";"F";"P";"N";"O";"1";;;"0";"NR";;;;"0";"0";;"O";
403;"F2F867";"867";"2002/2003";5/1/2003 00:00:00;1;2;6.90;"F";"F";"P";"N";"O";"1";;;"0";"NR";;;;"0";"0";;"O";
404;"F2F869";"869";"2002/2003";6/1/2003 00:00:00;1;2;6.00;"F";"F";"P";"N";"O";"1";;;"0";"NR";;;;"0";"0";;"O";
405;"F2F870";"870";"2002/2003";4/1/2003 00:00:00;1;2;6.50;"F";"F";"P";"N";"O";"1";;;"0";"NR";;;;"0";"0";;"O";
406;"F2F871";"871";"2002/2003";5/1/2003 00:00:00;1;2;6.00;"F";"F";"P";"N";"O";"1";;;"3";"R";"1";"1";;"-";"6";"2";"CP";3
410;"F2F890";"890";"2002/2003";10/1/2003 00:00:00;1;2;5.90;"F";"F";"P";"N";"O";"1";;;"0";"NR";;;;"0";"0";;"O";
411;"F2F891";"891";"2002/2003";13/1/2003 00:00:00;1;2;5.70;"F";"F";"P";"N";"O";"1";;;"5";"R";;;;"0";"3";"2";"CP";5
412;"F2F892";"892";"2002/2003";14/1/2003 00:00:00;1;2;5.40;"F";"F";"P";"N";"O";"1";;;"0";"NR";;;;"0";"0";;"O";
421;"F2F920";"920";"2002/2003";19/1/2003 00:00:00;1;2;8.40;"F";"F";"P";"N";"O";;;;;;;;;"7";"3";"2";;
424;"F2F947";"947";"2002/2003";17/1/2003 00:00:00;1;2;6.80;"F";"F";"P";"N";"Inut.";;;;;;;;;;"1";"1";;
425;"F2F948";"948";"2002/2003";18/1/2003 00:00:00;1;2;5.80;"F";"F";"P";"N";"O";;;;;;;;;"7";"3";"2";;
426;"F2F953";"953";"2002/2003";22/1/2003 00:00:00;1;2;7.60;"F";"F";"P";"N";"O";;;;;;;;;"-";"2";"2";;
427;"F2F956";"956";"2002/2003";20/1/2003 00:00:00;1;2;6.10;"F";"F";"P";"N";"O";;;;;;;;;"8";"0";;;
442;"F2F984";"984";"2002/2003";22/1/2003 00:00:00;1;2;5.80;"F";"F";"P";"N";"O";;;;;;;;;"8";"0";;;
443;"F2F990";"990";"2002/2003";27/1/2003 00:00:00;1;2;6.20;"F";"F";"P";"N";"O";;;;;;;;;"0";"0";;;
444;"F2F992";"992";"2002/2003";27/1/2003 00:00:00;1;2;6.00;"F";"F";"P";"N";"O";;;;;;;;;"4";"1";"1";;
446;"F2F999";"999";"2002/2003";29/1/2003 00:00:00;1;2;6.00;"F";"F";"P";"N";"O";;;;;;;;;"5";"1";"1";;
1728;"F2Fx1546";"x";"2002/2003";30/4/2002 00:00:00;4;2;;"F";"F";"D";;"N";;;;;;;;;;"A";"Ad.";;
1720;"F2Fx1550";"x";"2002/2003";30/4/2002 00:00:00;4;2;;"F";"F";"D";;"N";;;;;;;;;;"0";;;
1721;"F2Fx1551";"x";"2002/2003";30/4/2002 00:00:00;4;2;;"F";"F";"D";;"N";;;;;;;;;;"0";;;
1722;"F2Fx1552";"x";"2002/2003";30/4/2002 00:00:00;4;2;;"F";"F";"D";;"N";;;;;;;;;;"A";"Ad.";;
1723;"F2Fx1553";"x";"2002/2003";30/4/2002 00:00:00;4;2;;"F";"F";"D";;"N";;;;;;;;;;"A";"Ad.";;
1724;"F2Fx1555";"x";"2002/2003";30/4/2002 00:00:00;4;2;;"F";"F";"D";;"N";;;;;;;;;;"A";"Ad.";;
1725;"F2Fx1556";"x";"2002/2003";30/4/2002 00:00:00;4;2;;"F";"F";"D";;"N";;;;;;;;;;"A";"Ad.";;
1736;"F2Fx1557";"x";"2002/2003";30/4/2002 00:00:00;4;2;;"F";"F";"D";;"N";;;;;;;;;;"0";;;
1727;"F2Fx1558";"x";"2002/2003";30/4/2002 00:00:00;4;2;;"F";"F";"D";;"N";;;;;;;;;;"A";"Ad.";;
1717;"F2Fx1572";"x";"2002/2003";30/4/2002 00:00:00;4;2;;"F";"F";"D";;"N";;;;;;;;;;"0";;;
1729;"F2Fx1573";"x";"2002/2003";30/4/2002 00:00:00;4;2;;"F";"F";"D";;"N";;;;;;;;;;"A";"Ad.";;
1730;"F2Fx1574";"x";"2002/2003";30/4/2002 00:00:00;4;2;;"F";"F";"D";;"N";;;;;;;;;;"A";"Ad.";;
1731;"F2Fx1575";"x";"2002/2003";30/4/2002 00:00:00;4;2;;"F";"F";"D";;"N";;;;;;;;;;"A";"Ad.";;
1732;"F2Fx1576";"x";"2002/2003";30/4/2002 00:00:00;4;2;;"F";"F";"D";;"N";;;;;;;;;;"A";"Ad.";;
1733;"F2Fx1577";"x";"2002/2003";30/4/2002 00:00:00;4;2;;"F";"F";"D";;"N";;;;;;;;;;"0";;;
1734;"F2Fx1578";"x";"2002/2003";30/4/2002 00:00:00;4;2;;"F";"F";"D";;"N";;;;;;;;;;"0";;;
1700;"F2Fx1579";"x";"2002/2003";30/4/2002 00:00:00;4;2;;"F";"F";"D";;"N";;;;;;;;;;"A";"Ad.";;
1726;"F2Fx1580";"x";"2002/2003";30/4/2002 00:00:00;4;2;;"F";"F";"D";;"N";;;;;;;;;;"A";"Ad.";;
1710;"F2Fx1581";"x";"2002/2003";30/4/2002 00:00:00;4;2;;"F";"F";"D";;"N";;;;;;;;;;"0";;;
1701;"F2Fx1590";"x";"2002/2003";30/4/2002 00:00:00;4;2;;"F";"F";"D";;"N";;;;;;;;;;"0";;;
1702;"F2Fx1591";"x";"2002/2003";30/4/2002 00:00:00;4;2;;"F";"F";"D";;"N";;;;;;;;;;"0";;;
1703;"F2Fx1592";"x";"2002/2003";30/4/2002 00:00:00;4;2;;"F";"F";"D";;"N";;;;;;;;;;"0";;;
1704;"F2Fx1599";"x";"2002/2003";30/4/2002 00:00:00;4;2;;"F";"F";"D";;"N";;;;;;;;;;"A";"Ad.";;
1705;"F2Fx1600";"x";"2002/2003";30/4/2002 00:00:00;4;2;;"F";"F";"D";;"N";;;;;;;;;;"0";;;
1706;"F2Fx1601";"x";"2002/2003";30/4/2002 00:00:00;4;2;;"F";"F";"D";;"N";;;;;;;;;;"0";;;
1707;"F2Fx1602";"x";"2002/2003";30/4/2002 00:00:00;4;2;;"F";"F";"D";;"N";;;;;;;;;;"0";;;
1719;"F2Fx1603";"x";"2002/2003";30/4/2002 00:00:00;4;2;;"F";"F";"D";;"N";;;;;;;;;;"0";;;
1709;"F2Fx1604";"x";"2002/2003";30/4/2002 00:00:00;4;2;;"F";"F";"D";;"N";;;;;;;;;;"0";;;
1718;"F2Fx1605";"x";"2002/2003";30/4/2002 00:00:00;4;2;;"F";"F";"D";;"N";;;;;;;;;;"0";;;
1711;"F2Fx1606";"x";"2002/2003";30/4/2002 00:00:00;4;2;;"F";"F";"D";;"N";;;;;;;;;;"0";;;
1712;"F2Fx1607";"x";"2002/2003";30/4/2002 00:00:00;4;2;;"F";"F";"D";;"N";;;;;;;;;;"0";;;
1713;"F2Fx1608";"x";"2002/2003";30/4/2002 00:00:00;4;2;;"F";"F";"D";;"N";;;;;;;;;;"0";;;
1714;"F2Fx1609";"x";"2002/2003";30/4/2002 00:00:00;4;2;;"F";"F";"D";;"N";;;;;;;;;;"0";;;
1715;"F2Fx1629";"x";"2002/2003";30/4/2002 00:00:00;4;2;;"F";"F";"D";;"N";;;;;;;;;;"0";;;
1716;"F2Fx1630";"x";"2002/2003";30/4/2002 00:00:00;4;2;;"F";"F";"D";;"N";;;;;;;;;;"0";;;
1737;"F2Fx1631";"x";"2002/2003";30/4/2002 00:00:00;4;2;;"F";"F";"D";;"N";;;;;;;;;;"0";;;
1708;"F2Fx1632";"x";"2002/2003";30/4/2002 00:00:00;4;2;;"F";"F";"D";;"N";;;;;;;;;;"0";;;
1765;"F2Fx1633";"x";"2002/2003";30/4/2002 00:00:00;4;2;;"F";"F";"D";;"N";;;;;;;;;;"0";;;
1757;"F2Fx1634";"x";"2002/2003";30/4/2002 00:00:00;4;2;;"F";"F";"D";;"N";;;;;;;;;;"A";"Ad.";;
1758;"F2Fx1635";"x";"2002/2003";30/4/2002 00:00:00;4;2;;"F";"F";"D";;"N";;;;;;;;;;"A";"Ad.";;
1759;"F2Fx1636";"x";"2002/2003";30/4/2002 00:00:00;4;2;;"F";"F";"D";;"N";;;;;;;;;;"0";;;
1760;"F2Fx1637";"x";"2002/2003";30/4/2002 00:00:00;4;2;;"F";"F";"D";;"N";;;;;;;;;;"0";;;
1761;"F2Fx1638";"x";"2002/2003";30/4/2002 00:00:00;4;2;;"F";"F";"D";;"N";;;;;;;;;;"0";;;
1762;"F2Fx1639";"x";"2002/2003";30/4/2002 00:00:00;4;2;;"F";"F";"D";;"N";;;;;;;;;;"0";;;
1735;"F2Fx1640";"x";"2002/2003";30/4/2002 00:00:00;4;2;;"F";"F";"D";;"N";;;;;;;;;;"0";;;
1764;"F2Fx1641";"x";"2002/2003";30/4/2002 00:00:00;4;2;;"F";"F";"D";;"N";;;;;;;;;;"0";;;
1754;"F2Fx1642";"x";"2002/2003";30/4/2002 00:00:00;4;2;;"F";"F";"D";;"N";;;;;;;;;;"0";;;
1766;"F2Fx1643";"x";"2002/2003";30/4/2002 00:00:00;4;2;;"F";"F";"D";;"N";;;;;;;;;;"0";;;
1767;"F2Fx1644";"x";"2002/2003";30/4/2002 00:00:00;4;2;;"F";"F";"D";;"N";;;;;;;;;;"A";"Ad.";;
1768;"F2Fx1645";"x";"2002/2003";30/4/2002 00:00:00;4;2;;"F";"F";"D";;"N";;;;;;;;;;"0";;;
1769;"F2Fx1646";"x";"2002/2003";30/4/2002 00:00:00;4;2;;"F";"F";"D";;"N";;;;;;;;;;"0";;;
1770;"F2Fx1647";"x";"2002/2003";30/4/2002 00:00:00;4;2;;"F";"F";"D";;"N";;;;;;;;;;"0";;;
1771;"F2Fx1648";"x";"2002/2003";30/4/2002 00:00:00;4;2;;"F";"F";"D";;"N";;;;;;;;;;"0";;;
1772;"F2Fx1649";"x";"2002/2003";30/4/2002 00:00:00;4;2;;"F";"F";"D";;"N";;;;;;;;;;"0";;;
1763;"F2Fx1650";"x";"2002/2003";30/4/2002 00:00:00;4;2;;"F";"F";"D";;"N";;;;;;;;;;"0";;;
1747;"F2Fx1651";"x";"2002/2003";30/4/2002 00:00:00;4;2;;"F";"F";"D";;"N";;;;;;;;;;"0";;;
1738;"F2Fx1652";"x";"2002/2003";30/4/2002 00:00:00;4;2;;"F";"F";"D";;"N";;;;;;;;;;"0";;;
1739;"F2Fx1653";"x";"2002/2003";30/4/2002 00:00:00;4;2;;"F";"F";"D";;"N";;;;;;;;;;"0";;;
1740;"F2Fx1654";"x";"2002/2003";30/4/2002 00:00:00;4;2;;"F";"F";"D";;"N";;;;;;;;;;"0";;;
1741;"F2Fx1658";"x";"2002/2003";30/4/2002 00:00:00;4;2;;"F";"F";"D";;"N";;;;;;;;;;"0";;;
1742;"F2Fx1659";"x";"2002/2003";30/4/2002 00:00:00;4;2;;"F";"F";"D";;"N";;;;;;;;;;"0";;;
1743;"F2Fx1660";"x";"2002/2003";30/4/2002 00:00:00;4;2;;"F";"F";"D";;"N";;;;;;;;;;"0";;;
1744;"F2Fx1661";"x";"2002/2003";30/4/2002 00:00:00;4;2;;"F";"F";"D";;"N";;;;;;;;;;"0";;;
1756;"F2Fx1662";"x";"2002/2003";30/4/2002 00:00:00;4;2;;"F";"F";"D";;"N";;;;;;;;;;"0";;;
1746;"F2Fx1663";"x";"2002/2003";30/4/2002 00:00:00;4;2;;"F";"F";"D";;"N";;;;;;;;;;"0";;;
1755;"F2Fx1664";"x";"2002/2003";30/4/2002 00:00:00;4;2;;"F";"F";"D";;"N";;;;;;;;;;"0";;;
1748;"F2Fx1665";"x";"2002/2003";30/4/2002 00:00:00;4;2;;"F";"F";"D";;"N";;;;;;;;;;"0";;;
1749;"F2Fx1666";"x";"2002/2003";30/4/2002 00:00:00;4;2;;"F";"F";"D";;"N";;;;;;;;;;"0";;;
1750;"F2Fx1671";"x";"2002/2003";30/4/2002 00:00:00;4;2;;"F";"F";"D";;"N";;;;;;;;;;"0";;;
1751;"F2Fx1672";"x";"2002/2003";30/4/2002 00:00:00;4;2;;"F";"F";"D";;"N";;;;;;;;;;"0";;;
